,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.011157915076564865,0.10563103273453718,0.08355093974026027,0.04281005770398956,3296567.05455353,1815.6450794562054,1436.1200130208338,0.04048636847051464,0.3995842073438983
1,0.003938444466720159,0.06275702722978646,0.05106472937059331,0.026816376862709566,1163600.1044487616,1078.7029732269962,877.7291683467737,0.025322457893378367,0.8783636106880288
2,0.00731757396545358,0.08554281948506011,0.06990575348588106,0.027600814868129132,2161954.036997238,1470.3584722771648,1201.5795211693546,0.026432040786475416,0.7898534397708659
3,0.011348097299526624,0.10652744857325094,0.07907139155847073,0.031335250868529264,3352757.4525991166,1831.053645472769,1359.1234374999995,0.030005604864396806,0.6483708068371972
4,0.013547249535793114,0.11639265241325637,0.09289263763711418,0.028772366580648554,4029241.3631568057,2007.297029130668,1602.0178024193542,0.027807633646987375,0.836995968608294
5,0.008785026592290286,0.09372847268728049,0.07319759418181053,0.026811760611720616,3945842.478333498,1986.4144779812439,1551.2973333333325,0.025949083801991138,0.6942515272915117
6,0.0018339061839054815,0.04282413085989582,0.031010204318004404,0.025568871263269254,2742184.327009904,1655.9542043818435,1199.1247076612901,0.024564209227833114,0.6140896444881093
7,0.0008726059491120943,0.029539904351776333,0.020479838639167025,0.020563717357949082,1304780.74177747,1142.2699951313919,791.9287651209677,0.01958149285857585,0.8881142428414934
8,0.0009792669969575039,0.031293242033344895,0.021636126840837728,0.03092305990614653,3015786.7365335408,1736.6020662585718,1200.6851283482138,0.02946470387114176,0.5169475969785515
9,0.0005081098213463862,0.022541291474677892,0.01714292194517427,0.025672575949758514,1785213.9230138618,1336.1189778660662,1016.1345564516129,0.02448372359064929,0.7867114208903409
10,0.0003029639621199135,0.017405859993689293,0.014118356488433792,0.022363754581594526,1151887.3487185128,1073.26014959958,870.549890625,0.02131238013560829,0.8157854381101488
11,0.0004963720014611206,0.022279407565308388,0.016820593745484825,0.034861075482672955,1887238.192219867,1373.767881492309,1037.1727217741939,0.03273401728066269,0.8339557893397693
Mean,0.005090627654270927,0.061371940783488683,0.04757425732926934,0.028674973503093133,2486421.1466135094,1542.2870793562342,1178.6219204809104,0.027345309702351227,0.7252519744323508
