TIMESTAMP,MUSK24800_OPEN_PRICE_USD,MUSK24800_HIGH_PRICE_USD,MUSK24800_LOW_PRICE_USD,MUSK24800_CLOSE_PRICE_USD,MUSK24800_VOLUME_USD,MUSK24800_DIVIDENDS_USD,MUSK24800_STOCK_SPLITS_USD
2023-04-28 00:00:00+00:00,0.00021800000104121864,0.0005939999828115106,0.00021399999968707561,0.0003819999983534217,9985018,0.0,0.0
2023-04-29 00:00:00+00:00,0.0003800000122282654,0.0010000000474974513,0.000311999989207834,0.0006459999713115394,9467590,0.0,0.0
2023-04-30 00:00:00+00:00,0.0006370000191964209,0.0009629999985918403,0.00040099999750964344,0.0004529999860096723,7009408,0.0,0.0
2023-05-01 00:00:00+00:00,0.00041700000292621553,0.0005910000181756914,0.00030499999411404133,0.0003370000049471855,5824886,0.0,0.0
2023-05-02 00:00:00+00:00,0.0003319999959785491,0.00044100001105107367,0.00022499999613501132,0.00041000000783242285,2154148,0.0,0.0
2023-05-03 00:00:00+00:00,0.00041000000783242285,0.0005089999758638442,0.0003000000142492354,0.0003650000144261867,1557980,0.0,0.0
2023-05-04 00:00:00+00:00,0.0003589999978430569,0.0003809999907389283,0.00020399999630171806,0.00023299999884329736,1230462,0.0,0.0
2023-05-05 00:00:00+00:00,0.00023200000578071922,0.00030399998649954796,0.00014600000577047467,0.00020399999630171806,1107727,0.0,0.0
2023-05-06 00:00:00+00:00,0.00020399999630171806,0.0004220000118948519,0.00017100000695791095,0.0003769999893847853,1599454,0.0,0.0
2023-05-07 00:00:00+00:00,0.0003769999893847853,0.0003870000073220581,0.00016500000492669642,0.0003769999893847853,1026905,0.0,0.0
2023-05-08 00:00:00+00:00,0.0003769999893847853,0.0003769999893847853,7.300000288523734e-05,8.499999967170879e-05,585834,0.0,0.0
2023-05-09 00:00:00+00:00,8.499999967170879e-05,8.70000003487803e-05,4.8000001697801054e-05,6.0999998822808266e-05,241821,0.0,0.0
2023-05-10 00:00:00+00:00,6.0999998822808266e-05,7.500000356230885e-05,3.7999998312443495e-05,4.5000000682193786e-05,131793,0.0,0.0
2023-05-11 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,3.400000059627928e-05,3.5000000934815034e-05,59676,0.0,0.0
2023-05-12 00:00:00+00:00,3.5000000934815034e-05,4.600000102072954e-05,2.8000000384054147e-05,4.3000000005122274e-05,50246,0.0,0.0
2023-05-13 00:00:00+00:00,4.3000000005122274e-05,7.899999764049426e-05,4.3000000005122274e-05,7.300000288523734e-05,110381,0.0,0.0
2023-05-14 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,4.999999873689376e-05,6.600000051548705e-05,68269,0.0,0.0
2023-05-15 00:00:00+00:00,6.600000051548705e-05,7.200000254670158e-05,5.2999999752501026e-05,5.500000042957254e-05,63984,0.0,0.0
2023-05-16 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,3.199999991920777e-05,3.300000025774352e-05,19748,0.0,0.0
2023-05-17 00:00:00+00:00,3.300000025774352e-05,3.5000000934815034e-05,3.300000025774352e-05,3.5000000934815034e-05,25408,0.0,0.0
2023-05-18 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,9.999999974752427e-07,3.000000106112566e-06,53430,0.0,0.0
2023-05-19 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,14272,0.0,0.0
2023-05-20 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,3798,0.0,0.0
2023-05-21 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,1829,0.0,0.0
2023-05-22 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,348,0.0,0.0
2023-05-23 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,121,0.0,0.0
2023-05-24 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,764,0.0,0.0
2023-05-25 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,282,0.0,0.0
2023-05-26 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,99,0.0,0.0
2023-05-27 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,620,0.0,0.0
2023-05-28 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,5,0.0,0.0
2023-05-29 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,238,0.0,0.0
2023-05-30 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,10,0.0,0.0
2023-05-31 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,32,0.0,0.0
2023-06-01 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,471,0.0,0.0
2023-06-02 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,459,0.0,0.0
2023-06-03 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,55,0.0,0.0
2023-06-04 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,140,0.0,0.0
2023-06-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,10,0.0,0.0
2023-06-06 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,22,0.0,0.0
2023-06-07 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,162,0.0,0.0
2023-06-08 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,55,0.0,0.0
2023-06-09 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,59,0.0,0.0
2023-06-10 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,868,0.0,0.0
2023-06-11 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,199,0.0,0.0
2023-06-12 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2023-06-13 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,327,0.0,0.0
2023-06-14 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,222,0.0,0.0
