TIMESTAMP,MOB32060_OPEN_PRICE_USD,MOB32060_HIGH_PRICE_USD,MOB32060_LOW_PRICE_USD,MOB32060_CLOSE_PRICE_USD,MOB32060_VOLUME_USD,MOB32060_DIVIDENDS_USD,MOB32060_STOCK_SPLITS_USD
2024-08-15 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,203,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,8743,0.0,0.0
2024-09-11 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,11605,0.0,0.0
2024-09-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,18622,0.0,0.0
2024-09-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,16007,0.0,0.0
2024-09-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9695,0.0,0.0
2024-09-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3195,0.0,0.0
2024-09-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5406,0.0,0.0
2024-09-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8554,0.0,0.0
2024-09-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4193,0.0,0.0
2024-09-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,23476,0.0,0.0
2024-09-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3071,0.0,0.0
2024-09-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4446,0.0,0.0
2024-09-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,10685,0.0,0.0
2024-09-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4095,0.0,0.0
2024-09-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1782,0.0,0.0
2024-09-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5674,0.0,0.0
2024-09-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,22025,0.0,0.0
2024-09-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,8838,0.0,0.0
2024-09-28 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,5488,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,16659,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,6743,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,11072,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,13403,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,2145,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,2195,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,5829,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,1580,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,822,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,1110,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,15272,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,1169,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,4179,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,4874,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,4795,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,7766,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,10684,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,1259,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,2264,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,1395,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,10219,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,2769,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,4622,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,28609,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,9942,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,4282,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,1098,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,1603,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,507,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,5493,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,6549,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,3867,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,11424,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,21547,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,14186,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,5492,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,3274,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,3077,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,2113,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,2878,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,1972,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,2355,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,4094,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,2228,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,4844,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,4553,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,3268,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,5344,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,6637,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,18293,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,22184,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,5308,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,8783,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,9645,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,20055,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,4675,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,1540,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,2912,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,972,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,3301,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,4338,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,989,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,2277,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,3481,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,1390,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,196,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,5470,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,6537,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,2994,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,2553,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,835,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,8068,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,37761,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,5246,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,8178,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,855,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,7937,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,1595,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,2023,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,2405,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,1056,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,593,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,944,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,762,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,254,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,1797,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,1208,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,1523,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,391,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,881,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,716,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,191,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,255,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,5538,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,300,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,2295,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,2447,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,185,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,2705,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,2246,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,9041,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,2637,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,2303,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,953,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,1612,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,412,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,1016,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,654,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,742,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,1375,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,446,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,275,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,1823,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,1422,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,816,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,305,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,578,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,1080,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,1895,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,19556,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,5659,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,3403,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,2147,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,1901,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,1181,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,2070,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,2453,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,1506,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,907,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,691,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,1078,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,297,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,647,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,706,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,730,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,4797,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,2389,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,3585,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,2489,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,294,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,614,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1402,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,533,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,292,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,408,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,175,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,736,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,279,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,591,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,72,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,681,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,364,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,4310,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,213,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,471,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,695,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,1788,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,164,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,662,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,213,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,1146,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,625,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,646,0.0,0.0
2025-06-01 00:00:00+00:00,5.2389335536418e-08,5.2389335536418e-08,5.2389335536418e-08,5.2389335536418e-08,1212,0.0,0.0
