TIMESTAMP,FAPTAX_OPEN_PRICE_USD,FAPTAX_HIGH_PRICE_USD,FAPTAX_LOW_PRICE_USD,FAPTAX_CLOSE_PRICE_USD,FAPTAX_VOLUME_USD,FAPTAX_DIVIDENDS_USD,FAPTAX_STOCK_SPLITS_USD
2024-09-02 00:00:00+00:00,0.00254400004632771,0.002616999903693795,0.0020089999306946993,0.002368000103160739,102417,0.0,0.0
2024-09-03 00:00:00+00:00,0.002368000103160739,0.0024309998843818903,0.001918999943882227,0.0019890000112354755,43883,0.0,0.0
2024-09-04 00:00:00+00:00,0.0019890000112354755,0.0019990000873804092,0.0018629999831318855,0.001959000015631318,14561,0.0,0.0
2024-09-05 00:00:00+00:00,0.001959000015631318,0.0019630000460892916,0.0018090000376105309,0.0018230000277981162,3923,0.0,0.0
2024-09-06 00:00:00+00:00,0.0018230000277981162,0.0018360000103712082,0.001626000041142106,0.0016400000313296914,10493,0.0,0.0
2024-09-07 00:00:00+00:00,0.0016400000313296914,0.0017089999746531248,0.0016289999475702643,0.0016820000018924475,4736,0.0,0.0
2024-09-08 00:00:00+00:00,0.0016820000018924475,0.0017719999887049198,0.0016670000040903687,0.0017369999550282955,9397,0.0,0.0
2024-09-09 00:00:00+00:00,0.0017369999550282955,0.0018759999657049775,0.0017330000409856439,0.001825000043027103,5696,0.0,0.0
2024-09-10 00:00:00+00:00,0.001825000043027103,0.001825000043027103,0.0017109999898821115,0.001740999985486269,7757,0.0,0.0
2024-09-11 00:00:00+00:00,0.001740999985486269,0.0017419999931007624,0.0016420000465586782,0.0016530000139027834,6132,0.0,0.0
2024-09-12 00:00:00+00:00,0.0016530000139027834,0.0018179999897256494,0.00165200000628829,0.001816999982111156,8152,0.0,0.0
2024-09-13 00:00:00+00:00,0.001816999982111156,0.0019079999765381217,0.0016880000475794077,0.001689000055193901,15769,0.0,0.0
2024-09-14 00:00:00+00:00,0.001689000055193901,0.0017040000529959798,0.001617999980226159,0.001689000055193901,7842,0.0,0.0
2024-09-15 00:00:00+00:00,0.001689000055193901,0.0017059999518096447,0.001474000047892332,0.001474000047892332,7385,0.0,0.0
