,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.011129940475852697,0.1054985330507145,0.08336367386730495,0.042715246276030655,3288300.8698323444,1813.3672738395674,1432.9006770833337,0.04039661851116712,0.40108975774511246
1,0.003932088225608549,0.06270636511239149,0.05102663238892945,0.0267988045233455,1161721.9592971879,1077.8320645152417,877.0741784274188,0.025305733233003606,0.878559941707567
2,0.007337988181424759,0.08566205800367371,0.07018035785255271,0.027712748835274928,2167983.6372527,1472.4074290945084,1206.2989012096773,0.02653908322187216,0.7892673497192004
3,0.011387727925138213,0.10671329778962982,0.07921967202009997,0.03139476806177645,3364466.093158096,1834.2481002192958,1361.6725260416663,0.030062601859708066,0.6471428325828725
4,0.013515117898775166,0.11625453926094742,0.09275863101381529,0.028727835591779046,4019685.988345954,2004.9154566579496,1599.707192540322,0.02776472044886256,0.8373825338386298
5,0.008841132207033182,0.09402729501072113,0.0738682418029653,0.027057216416874256,3971041.496258973,1992.7472233725414,1565.5102239583325,0.026186644250125086,0.6922989502976825
6,0.0018346514597965184,0.042832831564076156,0.031016403201061044,0.025575404310778874,2743300.575481426,1656.2912109533836,1199.3651310483867,0.02457044563211349,0.6139325537191769
7,0.0008648376200192469,0.029408121667649004,0.020467771582695724,0.02054150896302303,1293165.084691879,1137.1741663843227,791.462535282258,0.019560835442353035,0.8891102926346138
8,0.0009798417577376404,0.031302424151136286,0.021641897847694373,0.0309349513742633,3017556.0495649385,1737.111409658269,1201.0057198660709,0.029475882170519854,0.5166641979897701
9,0.000509681459138949,0.022576125866475606,0.017137072999064376,0.025678189379066487,1790736.3947610424,1338.183991370784,1015.7877822580645,0.024488497760394717,0.7860516231277619
10,0.00030332271011498273,0.017416162324547357,0.014159068742519284,0.0224240163901096,1153251.8200057647,1073.8956280783364,873.0607708333332,0.021370004186729453,0.8155672262505673
11,0.0005012992670090708,0.022389713419538687,0.017057589461737976,0.03538110502500951,1905972.6094058948,1380.5696684361476,1051.786318044355,0.033220794326272465,0.8323074857357741
Mean,0.00509480243230408,0.06139895560179175,0.04765808439837003,0.028745149595610964,2489765.2148380163,1543.2286352150288,1181.3026630494348,0.02741182175359347,0.7249478954457275
