TIMESTAMP,SPIKE31878_OPEN_PRICE_USD,SPIKE31878_HIGH_PRICE_USD,SPIKE31878_LOW_PRICE_USD,SPIKE31878_CLOSE_PRICE_USD,SPIKE31878_VOLUME_USD,SPIKE31878_DIVIDENDS_USD,SPIKE31878_STOCK_SPLITS_USD
2024-06-18 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,429237,0.0,0.0
2024-06-19 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,248309,0.0,0.0
2024-06-20 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,301084,0.0,0.0
2024-06-21 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,81534,0.0,0.0
2024-06-22 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,94085,0.0,0.0
2024-06-23 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,64055,0.0,0.0
2024-06-24 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,51523,0.0,0.0
2024-06-25 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,115576,0.0,0.0
2024-06-26 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,69075,0.0,0.0
2024-06-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,38469,0.0,0.0
2024-06-28 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,89931,0.0,0.0
2024-06-29 00:00:00+00:00,1.9999999949504854e-06,4.999999873689376e-06,1.9999999949504854e-06,3.000000106112566e-06,339727,0.0,0.0
2024-06-30 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,235072,0.0,0.0
2024-07-01 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,153948,0.0,0.0
2024-07-02 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,4.999999873689376e-06,242747,0.0,0.0
2024-07-03 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,202196,0.0,0.0
2024-07-04 00:00:00+00:00,3.999999989900971e-06,7.000000096013537e-06,3.000000106112566e-06,6.000000212225132e-06,470212,0.0,0.0
2024-07-05 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,221401,0.0,0.0
2024-07-06 00:00:00+00:00,4.999999873689376e-06,1.9999999494757503e-05,4.999999873689376e-06,1.8000000636675395e-05,2739074,0.0,0.0
2024-07-07 00:00:00+00:00,1.700000029813964e-05,2.700000004551839e-05,1.2999999853491317e-05,2.4000000848900527e-05,3805100,0.0,0.0
2024-07-08 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,1.4000000192027073e-05,2.4000000848900527e-05,2587042,0.0,0.0
2024-07-09 00:00:00+00:00,2.4000000848900527e-05,3.400000059627928e-05,2.2000000171829015e-05,3.099999958067201e-05,3424897,0.0,0.0
2024-07-10 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,1.2000000424450263e-05,1.2999999853491317e-05,3987315,0.0,0.0
2024-07-11 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,9.000000318337698e-06,9.999999747378752e-06,1820415,0.0,0.0
2024-07-12 00:00:00+00:00,9.999999747378752e-06,1.4999999621068127e-05,7.999999979801942e-06,1.4000000192027073e-05,1231102,0.0,0.0
2024-07-13 00:00:00+00:00,1.4000000192027073e-05,1.9999999494757503e-05,1.2000000424450263e-05,1.2999999853491317e-05,1511359,0.0,0.0
2024-07-14 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.2000000424450263e-05,607729,0.0,0.0
2024-07-15 00:00:00+00:00,1.2000000424450263e-05,1.5999999959603883e-05,1.1000000085914508e-05,1.4000000192027073e-05,595995,0.0,0.0
2024-07-16 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.4000000192027073e-05,256734,0.0,0.0
