TIMESTAMP,PICKLE_OPEN_PRICE_USD,PICKLE_HIGH_PRICE_USD,PICKLE_LOW_PRICE_USD,PICKLE_CLOSE_PRICE_USD,PICKLE_VOLUME_USD,PICKLE_DIVIDENDS_USD,PICKLE_STOCK_SPLITS_USD
2020-09-12 00:00:00+00:00,8.163912773132324,8.778865814208984,4.464198112487793,6.464938163757324,1107345,0.0,0.0
2020-09-13 00:00:00+00:00,6.465373992919922,39.82358932495117,5.571109771728516,33.694847106933594,739,0.0,0.0
2020-09-14 00:00:00+00:00,33.73908615112305,65.52832794189453,33.14033126831055,55.137855529785156,22004428,0.0,0.0
2020-09-15 00:00:00+00:00,55.137855529785156,66.75228118896484,48.723976135253906,62.267730712890625,19347612,0.0,0.0
2020-09-16 00:00:00+00:00,62.43727493286133,76.84779357910156,51.83452224731445,59.621055603027344,25773080,0.0,0.0
2020-09-17 00:00:00+00:00,59.5838737487793,60.381412506103516,13.471101760864258,24.080169677734375,15968949,0.0,0.0
2020-09-18 00:00:00+00:00,24.06630516052246,50.953590393066406,23.38801383972168,28.539403915405273,25513788,0.0,0.0
2020-09-19 00:00:00+00:00,28.540563583374023,32.39012145996094,21.484981536865234,32.29183578491211,12367332,0.0,0.0
2020-09-20 00:00:00+00:00,32.28422164916992,37.11594772338867,26.370546340942383,28.976215362548828,9949260,0.0,0.0
2020-09-21 00:00:00+00:00,28.976215362548828,33.15857696533203,23.616172790527344,28.553499221801758,8865170,0.0,0.0
2020-09-22 00:00:00+00:00,28.524288177490234,34.76798629760742,26.982383728027344,33.76137924194336,9504829,0.0,0.0
2020-09-23 00:00:00+00:00,33.64517593383789,37.07290267944336,32.32331466674805,32.32699966430664,9005330,0.0,0.0
2020-09-24 00:00:00+00:00,31.145437240600586,42.689510345458984,30.237573623657227,36.12733840942383,13533316,0.0,0.0
2020-09-25 00:00:00+00:00,36.02391815185547,41.201541900634766,33.15132522583008,40.043060302734375,9577572,0.0,0.0
2020-09-26 00:00:00+00:00,40.1239013671875,58.429542541503906,40.0832405090332,54.56718826293945,14611335,0.0,0.0
2020-09-27 00:00:00+00:00,54.562255859375,56.59941482543945,49.05175018310547,49.23398208618164,10985141,0.0,0.0
