TIMESTAMP,RED36421_OPEN_PRICE_USD,RED36421_HIGH_PRICE_USD,RED36421_LOW_PRICE_USD,RED36421_CLOSE_PRICE_USD,RED36421_VOLUME_USD,RED36421_DIVIDENDS_USD,RED36421_STOCK_SPLITS_USD
2025-05-19 00:00:00+00:00,1486.935546875,1498.9600830078125,1470.3680419921875,1498.9600830078125,24795,0.0,0.0
2025-05-20 00:00:00+00:00,1498.9600830078125,1498.9600830078125,1470.2833251953125,1479.73193359375,23930,0.0,0.0
2025-05-21 00:00:00+00:00,1479.73193359375,1499.110595703125,1470.515869140625,1477.979736328125,23900,0.0,0.0
2025-05-22 00:00:00+00:00,1477.979736328125,1498.9114990234375,1470.683349609375,1495.99560546875,25002,0.0,0.0
2025-05-23 00:00:00+00:00,1495.99560546875,1498.785400390625,1469.8642578125,1470.498046875,25410,0.0,0.0
2025-05-24 00:00:00+00:00,1470.498046875,1499.2191162109375,1470.204833984375,1491.3271484375,24958,0.0,0.0
2025-05-25 00:00:00+00:00,1491.3271484375,1499.13525390625,1470.07470703125,1477.7530517578125,25026,0.0,0.0
2025-05-26 00:00:00+00:00,1477.7530517578125,1499.2435302734375,1470.542236328125,1492.3251953125,25385,0.0,0.0
2025-05-27 00:00:00+00:00,1492.3251953125,1499.26806640625,1470.6732177734375,1499.26806640625,24292,0.0,0.0
2025-05-28 00:00:00+00:00,1499.26806640625,1499.2813720703125,1470.587646484375,1473.906982421875,24264,0.0,0.0
2025-05-29 00:00:00+00:00,1473.906982421875,1499.203857421875,1470.491943359375,1485.3004150390625,25088,0.0,0.0
2025-05-30 00:00:00+00:00,1485.3004150390625,1498.917724609375,1470.5064697265625,1496.3251953125,25290,0.0,0.0
2025-05-31 00:00:00+00:00,1496.3251953125,1499.35205078125,1470.7310791015625,1481.9901123046875,24992,0.0,0.0
2025-06-01 00:00:00+00:00,1481.9901123046875,1499.1163330078125,1470.9251708984375,1474.5609130859375,25296,0.0,0.0
