TIMESTAMP,HTZ_OPEN_PRICE_USD,HTZ_HIGH_PRICE_USD,HTZ_LOW_PRICE_USD,HTZ_CLOSE_PRICE_USD,HTZ_VOLUME_USD,HTZ_DIVIDENDS_USD,HTZ_STOCK_SPLITS_USD
2021-07-13 00:00:00+00:00,0.00046400001156143844,0.0006769999745301902,0.00036700000055134296,0.000590000010561198,112656,0.0,0.0
2021-07-14 00:00:00+00:00,0.000590000010561198,0.0008200000156648457,0.0005339999916031957,0.0007319999858736992,97057,0.0,0.0
2021-07-15 00:00:00+00:00,0.0007319999858736992,0.0007689999765716493,0.00048099999548867345,0.0007360000163316727,107333,0.0,0.0
2021-07-16 00:00:00+00:00,0.0007360000163316727,0.0007450000266544521,0.0004839999892283231,0.0004839999892283231,123300,0.0,0.0
2021-07-17 00:00:00+00:00,0.0004839999892283231,0.0005450000171549618,0.00047500000800937414,0.00048600000445730984,143757,0.0,0.0
2021-07-18 00:00:00+00:00,0.00048600000445730984,0.000830999983008951,0.00048099999548867345,0.0005249999812804163,110462,0.0,0.0
2021-07-19 00:00:00+00:00,0.0005249999812804163,0.0005319999763742089,0.00031999999191612005,0.0004440000047907233,122124,0.0,0.0
2021-07-20 00:00:00+00:00,0.0004440000047907233,0.0004450000124052167,0.00032699998700991273,0.0004070000140927732,127293,0.0,0.0
2021-07-21 00:00:00+00:00,0.0004070000140927732,0.00042699999175965786,0.0003420000139158219,0.00040499999886378646,102556,0.0,0.0
2021-07-22 00:00:00+00:00,0.00040499999886378646,0.0004569999873638153,0.0003859999997075647,0.00045399999362416565,105914,0.0,0.0
2021-07-23 00:00:00+00:00,0.00045399999362416565,0.00046300000394694507,0.00034500000765547156,0.00043399998685345054,102106,0.0,0.0
2021-07-24 00:00:00+00:00,0.00043399998685345054,0.0004670000053010881,0.000391999987186864,0.0004670000053010881,104478,0.0,0.0
2021-07-25 00:00:00+00:00,0.0004670000053010881,0.0004710000066552311,0.000307999987853691,0.00038499999209307134,99917,0.0,0.0
2021-07-26 00:00:00+00:00,0.00038499999209307134,0.00038899999344721437,0.00030700000934302807,0.0003209999995306134,161746,0.0,0.0
2021-07-27 00:00:00+00:00,0.0003209999995306134,0.00037799999699927866,0.00030499999411404133,0.00036700000055134296,147433,0.0,0.0
2021-07-28 00:00:00+00:00,0.00036700000055134296,0.00036700000055134296,0.00022699999681208283,0.0003319999959785491,142845,0.0,0.0
2021-07-29 00:00:00+00:00,0.0003319999959785491,0.00033999999868683517,0.0002610000083222985,0.0003000000142492354,123828,0.0,0.0
2021-07-30 00:00:00+00:00,0.0003000000142492354,0.0003009999927598983,0.0002969999914057553,0.000299000006634742,142384,0.0,0.0
2021-07-31 00:00:00+00:00,0.000299000006634742,0.0003000000142492354,0.00029200001154094934,0.00029200001154094934,113089,0.0,0.0
