TIMESTAMP,SATOSHI_OPEN_PRICE_USD,SATOSHI_HIGH_PRICE_USD,SATOSHI_LOW_PRICE_USD,SATOSHI_CLOSE_PRICE_USD,SATOSHI_VOLUME_USD,SATOSHI_DIVIDENDS_USD,SATOSHI_STOCK_SPLITS_USD
2024-01-23 00:00:00+00:00,0.12560799717903137,0.16279199719429016,0.1126059964299202,0.13878899812698364,80732,0.0,0.0
2024-01-24 00:00:00+00:00,0.13878899812698364,0.6745200157165527,0.1385270059108734,0.4699609875679016,405499,0.0,0.0
2024-01-25 00:00:00+00:00,0.4699609875679016,0.5634559988975525,0.30285099148750305,0.3741320073604584,224297,0.0,0.0
2024-01-26 00:00:00+00:00,0.3741320073604584,0.37651199102401733,0.27649399638175964,0.28934699296951294,144099,0.0,0.0
2024-01-27 00:00:00+00:00,0.28934699296951294,0.4154230058193207,0.18096299469470978,0.26993298530578613,135054,0.0,0.0
2024-01-28 00:00:00+00:00,0.26993298530578613,0.2937990128993988,0.2196349948644638,0.22210200130939484,62958,0.0,0.0
2024-01-29 00:00:00+00:00,0.22210200130939484,0.287555992603302,0.17929400503635406,0.2463040053844452,62967,0.0,0.0
2024-01-30 00:00:00+00:00,0.2463040053844452,0.4404299855232239,0.18860000371932983,0.39805999398231506,200244,0.0,0.0
2024-01-31 00:00:00+00:00,0.39805999398231506,0.6166089773178101,0.3482719957828522,0.5519369840621948,195294,0.0,0.0
2024-02-01 00:00:00+00:00,0.5519369840621948,0.7597190141677856,0.449084997177124,0.449084997177124,119932,0.0,0.0
2024-02-02 00:00:00+00:00,0.449084997177124,0.478767991065979,0.3374690115451813,0.3571299910545349,66531,0.0,0.0
2024-02-03 00:00:00+00:00,0.3571299910545349,0.5479199886322021,0.35664400458335876,0.5423589944839478,82888,0.0,0.0
2024-02-04 00:00:00+00:00,0.5423589944839478,0.6372489929199219,0.42181599140167236,0.6281960010528564,79768,0.0,0.0
2024-02-05 00:00:00+00:00,0.6281960010528564,0.6449099779129028,0.48517999053001404,0.4944239854812622,64637,0.0,0.0
2024-02-06 00:00:00+00:00,0.4944239854812622,0.5425029993057251,0.43257299065589905,0.5424749851226807,47483,0.0,0.0
2024-02-07 00:00:00+00:00,0.5424749851226807,0.6399449706077576,0.48321598768234253,0.5069230198860168,66647,0.0,0.0
