Lag,BTC,ETH,LTC,XRP,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
1,0.15715831257607543,0.5993503933968799,0.45241770595031366,0.3904257208316305,0.16965011743469358,0.6589040754100254,0.34069504602195766,0.35265758006795256,0.49226460146172885,0.45218310986587795,0.5207168411428773,0.09118001647791771,0.3256234691071446,0.3907793370251587,0.12299499408530537,0.4859301424471452,0.5603170874195569,0.6301931510015502,0.9343769387877529,0.17034325568263345,0.6748764260025788,0.40684585545402885,0.2894754010188604,0.4595638275477145,0.19041703184486836,0.34589251110812325,0.5200278437118471,0.6104190149974452,0.4877365369598324,0.4324539052702271,0.37177183088681875
2,0.2945558590028596,0.5705321470632149,0.44532425438901796,0.45625133995619865,0.06258268822562797,0.6387815597697662,0.2853067712396894,0.47292039439770783,0.3710132762260323,0.3682307356748792,0.14779557563858384,0.2207303813004894,0.362684824128773,0.44656206249055924,0.07277754008136278,0.37462336921490447,0.34765302802599474,0.6593163313145787,0.6494217727911276,0.13200850966341215,0.7648762180262604,0.5524231880233654,0.42151194298267264,0.644591178722798,0.015597912035362108,0.1665010169362628,0.6197233742169981,0.3893251864019288,0.6236132625690078,0.15528022810296324,0.5375755711258535
3,0.1678582149604396,0.621672015106812,0.5533918065036462,0.19611011872060416,0.09366025645374822,0.6899506363608499,0.3663261779869508,0.23784512011194442,0.4910816973821216,0.07933068546662768,0.1315860038081038,0.20071247902950784,0.22636633162092257,0.35409344558229616,0.14316673919381165,0.1917773476100779,0.4214136150818924,0.45023837012784745,0.5246051090365721,0.11960441450873724,0.816667990333051,0.5776631879197702,0.3698636996622787,0.5526357269054565,0.025521179611677748,0.22721712040960146,0.7370129118156977,0.4647778686746966,0.5832187816975085,0.17937500761951325,0.5633936521091798
4,0.250027364571094,0.5639679221240573,0.44043335351970625,0.21322167144539478,0.06811998095251762,0.7439927090059552,0.3205710578712566,0.2988997376382253,0.37454879078842723,0.22964644437463078,0.24937593019087612,0.1497373849798751,0.1486035044774678,0.43959293378773,0.15574491812512006,0.13397124913533287,0.5508008464763193,0.4155784949990097,0.6094540033338195,0.1498756780211962,0.8621220028019307,0.5216682745254768,0.3820864061529173,0.610223307274061,0.03633045987192912,0.2516609733941867,0.6101722396495561,0.4282628660441535,0.36952918516402233,0.3405106844981226,0.37505520577971047
5,0.16144535535414117,0.596184050822936,0.38735093672034676,0.1821217542474552,0.10421176011879216,0.7522756380751283,0.4060425235470244,0.3572582183532441,0.31588940214408623,0.2437708562464858,0.33442830003648993,0.13261223556551727,0.1414400112214972,0.4286411321004774,0.23518489521555225,0.16874978142746005,0.6321543593928145,0.4723629545787242,0.47918314250182126,0.21339142291643257,0.5969684418547527,0.5169593001065188,0.4073805251381871,0.6170231492475975,0.06810482795531028,0.2429504841841998,0.42119260450909,0.42455980797190357,0.4028816852081135,0.42857906525802075,0.06878808557109904
6,0.21404463489205955,0.5702007523027137,0.4356842854150943,0.08210174357875091,0.12787209593482834,0.8246574649338168,0.4856683222059016,0.4281669613169071,0.23090761376614954,0.3143008103830508,0.4088870745680931,0.1423152534985072,0.17880910218328624,0.39742786402250924,0.2820406138080066,0.15464101258383134,0.4760835166503112,0.5632583893485628,0.4914297478161568,0.28152061037287734,0.5954111125198513,0.5336044273234075,0.4037576473112629,0.6928697515079636,0.07499889908735077,0.19310789526697392,0.37928557127738205,0.4752478054421926,0.24941945922019992,0.3378571337842917,0.10390433421969378
7,0.25085530090288854,0.6153876182447844,0.44219753266792977,0.0630864475770078,0.14616233913744553,0.7396156265446223,0.5601031619764603,0.3067594916803296,0.24620470729701657,0.32880544747859997,0.31735266569146,0.18777986988097456,0.22403362724486464,0.4827471871965337,0.3106523024833609,0.1582923385682754,0.5625238076474329,0.3380403197076501,0.4084034967602477,0.32664898892976724,0.6048458253301734,0.15578148878276687,0.37261468717952634,0.6837585953845051,0.07087733495868588,0.22595371536057682,0.45195444957288655,0.2837305948816705,0.30269719488628527,0.38297071972981245,0.11932491161018999
8,0.31280468135411854,0.6656588537019141,0.4597181190519036,0.07019051795585325,0.1275045446354635,0.7776918935409728,0.6105678289466447,0.33868207261847855,0.28290001920908375,0.38770547172395436,0.33937895646931576,0.22198560088774055,0.2092753522230724,0.4055830083315022,0.3447765179616211,0.20673930703753296,0.5500508350366758,0.3404781676610262,0.4069254541324583,0.3424820126008266,0.5667498348565736,0.18348321746049645,0.2261055939243063,0.6914238625383724,0.09547677529947583,0.1634033732566102,0.43919696576635014,0.2655112082234949,0.31039602331665084,0.43582068449927636,0.0999034511200452
9,0.36064832124698176,0.6764161213154598,0.4965200162218004,0.02177497743595575,0.17547959978614408,0.8201461624767488,0.628469094296368,0.35209873907265943,0.26059910036010725,0.436172755517204,0.15164937509881735,0.2672258747158906,0.19206070130148034,0.36393917708352524,0.38594337234755705,0.20384556496615652,0.5533088373701693,0.3773934166216365,0.39097683593150867,0.3308168935186143,0.6341771427172618,0.08699309740411505,0.0725456845970786,0.5066495118907381,0.10404236356796912,0.21647157400202177,0.5014259904868503,0.09104680751836604,0.3547565315674267,0.5060722108383588,0.12303885245121192
10,0.40447196649626704,0.5902528137945261,0.5413110595960576,0.008926527139825058,0.19120756217341056,0.848385501702341,0.5230069586458168,0.33459757625294584,0.3220595157911147,0.4251490788258515,0.19621895196616077,0.2760852607728306,0.1254635686815554,0.3190400601329262,0.4242883126476577,0.20760903317495782,0.48215184242965814,0.4000785448102299,0.3567419202041589,0.37288879730680113,0.6644705174877322,0.11297308403731132,0.05467291063866418,0.4694781192904446,0.10474389533888699,0.1429886910177845,0.5630402991422677,0.09834424608785161,0.4059209319775627,0.558933963474711,0.15848573212955638
11,0.43082287490544335,0.6265079279647651,0.518547046373577,0.013483568851516492,0.22872329429520247,0.839154455629441,0.5708587309004681,0.3722278504764677,0.23777367898176538,0.43977290287841686,0.07487778753169239,0.23641713368033218,0.14626266902344784,0.23667573014837004,0.36759146538151144,0.2500593660496353,0.508554797519861,0.38741141120289047,0.3823250926908806,0.35034465644907964,0.5905288830419677,0.1285627047710518,0.009471107890108795,0.2594984490972664,0.1214603644836315,0.16153281651239026,0.5918019030539526,0.11446030844593291,0.44754739435681823,0.543824431115856,0.19927913026128394
12,0.43386743154102353,0.6262308653744881,0.5083455323024397,0.020507211000552254,0.2317127507245948,0.6366656956275117,0.6063800398077068,0.4015208042401955,0.2785541007879273,0.47957382415914074,0.09235189411851502,0.2577450556730416,0.09934898706975578,0.2974609852344981,0.36389331605028846,0.27661816431968617,0.4659655809103694,0.17160448719530474,0.4329396153687055,0.3285991238779601,0.39172213091831126,0.1465128782699858,0.012818741494993017,0.24613803737567844,0.1359584066857721,0.16003667374115366,0.6139013459336561,0.13195011263701034,0.5018884013847882,0.5933958873071352,0.23233136122326403
13,0.32739258356562995,0.5307864937084721,0.3747673441206566,0.02272318904359206,0.26777301376909246,0.3104348700086706,0.5633007884291588,0.4288030772667676,0.1428147220169606,0.44860614133132015,0.13844308863179655,0.2016338974663473,0.04914296951593859,0.3667835294982211,0.3514740587610279,0.2568406618036623,0.5341255870775121,0.07694335905563672,0.41227404863169625,0.22061638125132868,0.1985179882332639,0.16734923351579012,0.0055317478421715634,0.29983127521194886,0.12117244466405251,0.05195079425796606,0.46634334509762954,0.06756242498533699,0.34840976619630304,0.5459027213367977,0.28010642186828943
14,0.2730148590482745,0.5451731343774242,0.3945536041733514,0.02770082705021816,0.28028523215092155,0.2665964880107058,0.5887116787098305,0.4798001267851502,0.12709183115691758,0.3474451477409062,0.13836389095207266,0.19490434348716504,0.06255002048897136,0.4449228374825713,0.3807740112150204,0.23452537392806802,0.5509383750176311,0.09863306251294432,0.3886491360600691,0.2677484242246811,0.18321002166116732,0.1837952866679561,0.006046754138517467,0.2877108925653749,0.015845903283351843,0.055034458323146934,0.3756104774298208,0.0874950760151715,0.37175947743077326,0.4205297584242442,0.3363782904232375
15,0.19857666506471128,0.5554552824464469,0.4365231953420682,0.03295256731037763,0.35729296002893174,0.3570771160778661,0.6251063430925607,0.16942859532222737,0.13652485580689258,0.377406920922147,0.16482762220554698,0.20268222564228255,0.055799790569506846,0.44165630590916827,0.19783796532310802,0.14761585174482608,0.5895930746873423,0.11744849444440875,0.37314849698880104,0.26299085190652827,0.1977825025230008,0.20251721675840356,0.006503859883907824,0.19897224869873956,0.02023638336641488,0.07032745629061428,0.3399519471060133,0.1147240983765553,0.4193494886434768,0.4471322788900931,0.37351384460745873
16,0.1907610277262726,0.4873839759025129,0.47985987387588025,0.03782345162967027,0.4374089650421322,0.3485517719387386,0.4889005700805411,0.18560490916489392,0.16777261491568085,0.4140752088467916,0.15377203798435823,0.023260320767804144,0.07356142478688892,0.4078834976284819,0.14591447024894305,0.13667568867121493,0.5881544123293695,0.118754989305441,0.35148683572274886,0.1941219998042935,0.22780087932049167,0.026214531499983797,0.007864050098400025,0.21814193926725328,0.029222776480676057,0.07850164851652422,0.2867755758103462,0.09565657306984318,0.47306621234985935,0.4769545056335529,0.4163086881762728
17,0.2193603724240658,0.5128247206156304,0.46743229490333077,0.04095110408354681,0.4740634279090157,0.3400080598903349,0.5158401220346408,0.18457660268773723,0.1634363176519551,0.4226533461140365,0.13127327960393403,0.019690467496586213,0.07213449938456083,0.3745009853330942,0.202462367381273,0.154547776287302,0.6054131799618558,0.1473525587003037,0.38765720286443106,0.15649300003475652,0.2828598519441154,0.02777043853609754,0.008770515330370536,0.11006385393734731,0.03154868538347881,0.08147629232876843,0.32557729491865534,0.08225103730316999,0.4934498865130465,0.5228991228909833,0.35028173998578527
18,0.26565572007463334,0.49987965228805575,0.37387227009105606,0.05100439474997407,0.5034218872393675,0.26185233771099337,0.5269563595531516,0.20753206943933533,0.18605145905492435,0.3113740874632467,0.08885022573006951,0.016657192087845628,0.037383648704382,0.4058651218647187,0.20969716337075045,0.18102384178525607,0.5476141734008013,0.1537336107967426,0.29422085224871175,0.16468994593461023,0.2065889727361527,0.03518759104731302,0.005085997594699337,0.12759595489201522,0.007774890266446207,0.09886655876757527,0.28753621957793324,0.06867982267116061,0.5288237832168947,0.41999565477433465,0.3545888976030119
19,0.2706201746985052,0.5446061388562565,0.3570607512485456,0.03774740451485456,0.5267723615555976,0.24210229660526567,0.5275995187672091,0.19575761756223453,0.09653404163438756,0.33626583547167904,0.08536955240316393,0.013656527576371452,0.011270083140526847,0.4045941967124759,0.16085501108262254,0.16929595825233407,0.5343553031511987,0.13729557421595123,0.31785733576442404,0.1858402524980282,0.12860438097358268,0.0050442746523567256,0.005648422658580104,0.15680910387503827,0.008463167242344753,0.11441315100647825,0.31753234834835675,0.08740204248848187,0.5552718098583012,0.2735810958969536,0.09164264135991033
20,0.30675859684471035,0.5742840313578401,0.38137532148196523,0.04351624317562287,0.531670762395056,0.2666360234869316,0.44934455798688383,0.21255417251178035,0.09155474748989233,0.3621102712659929,0.08109660283929482,0.0001828079316707496,0.003096095402902259,0.4067226091265568,0.15739269990238863,0.1908502297519421,0.588601587216856,0.14753198255131147,0.33506884407190896,0.09769277677821273,0.10460090483943395,0.003396093971083103,0.004933268290306948,0.1564432899652761,0.00078619740257647,0.12586982722277362,0.22184569763512452,0.08951872860120685,0.5029592406531808,0.2051808159096001,0.07316511922987419
21,0.2564457458143308,0.5807747308909238,0.3529034666698503,0.035200576488600026,0.5963032877574145,0.2987262955000273,0.3588911605831462,0.156102847061826,0.08012607905691363,0.37236860152911505,0.039602824446216024,0.00019278157262090932,0.0031395348287644445,0.3638155722842681,0.16918190083039206,0.08946156093967214,0.5897991932485809,0.1659039005596717,0.3333071266685199,0.08226524259198396,0.05617412672181203,0.003394347455095828,0.005253473830108183,0.15176795784795705,0.0003599092732243508,0.13972343451042882,0.2377477580618336,0.09539574008030927,0.5168714183590742,0.21438795827059837,0.08020540498645698
22,0.2677954235605402,0.571772863984014,0.39765768918767996,0.029766941903002317,0.6093150927281339,0.3063500572057706,0.3700388242931506,0.16553706220934578,0.08243268692382141,0.3555182186462664,0.036231164644402215,0.00032251374001513204,0.004039380141395532,0.3236305289759611,0.14952133457168904,0.11010723143477406,0.6116477353791011,0.2046811040261083,0.39093063998753014,0.08445347805243622,0.019164243254817373,0.004121300143236852,0.0079358617674613,0.16924985168375584,0.0004639043588153595,0.16677036285944846,0.27103587247486577,0.11021675933321222,0.5601732786706629,0.2509954026015846,0.102254580053932
23,0.3628622041732364,0.5934005993582337,0.371113122009531,0.03555868034238796,0.6627412652452765,0.2740929903016801,0.4273882156414589,0.19081825948037354,0.0665819093572138,0.33613999462503336,0.028256785012899993,0.0005319116505248021,0.0036945469784590056,0.2503567888632437,0.14632245768201255,0.1190834576883182,0.5808952260175211,0.18471783165092157,0.4400010955578886,0.11228029607957121,0.02941597273490438,0.002267966874345395,0.011734306604780424,0.2046030679832463,0.0011660732036810114,0.17175125336083794,0.3211515982682843,0.09885122903470628,0.5791085483928063,0.1880125101654991,0.08447166173444606
24,0.261523131489461,0.6293578988014666,0.36202991143498514,0.0256011927630064,0.7255457838516537,0.22181361512828812,0.45706708279564523,0.19817846057097382,0.07434315415174579,0.38151689218688756,0.01410306667923273,6.995065234383395e-06,0.005908415954599654,0.22999865587391105,0.16773381844541738,0.11819295215592641,0.40704369192323697,0.056011019910532006,0.41110225948722656,0.13146440978297874,0.03097590552323411,0.0026979927535122103,0.00972711729625371,0.20025407825394217,0.0015580033506995593,0.10270910837121264,0.2616709391721283,0.08451112872011214,0.5990682432310024,0.21295708423109427,0.08992217552587947
25,0.1422395525678224,0.33680680281069514,0.35863604646802394,0.029052944323931684,0.7653199781996846,0.14967590896870714,0.39312245914888727,0.15665336356098147,0.046364367174150364,0.39346981885958765,0.01210005380241139,3.3093106371424847e-06,0.0051083432873081855,0.28483010344013837,0.17712006450979803,0.07753563315842271,0.36712009407949325,0.05343454973772472,0.45281022746016686,0.10649010896467706,0.026022269332669035,0.0019133582332943647,0.009323309620000613,0.2066395746168439,0.0016483313590390002,0.07186127403495272,0.2328646534518295,0.061348151524618255,0.6152782431518692,0.12193285825199654,0.10640946966091507
