TIMESTAMP,MIGGLES32359_OPEN_PRICE_USD,MIGGLES32359_HIGH_PRICE_USD,MIGGLES32359_LOW_PRICE_USD,MIGGLES32359_CLOSE_PRICE_USD,MIGGLES32359_VOLUME_USD,MIGGLES32359_DIVIDENDS_USD,MIGGLES32359_STOCK_SPLITS_USD
2024-07-23 00:00:00+00:00,0.00023499999952036887,0.0002479999966453761,0.00014000000373926014,0.00018600000475998968,206990,0.0,0.0
2024-07-24 00:00:00+00:00,0.00018600000475998968,0.0002099999983329326,9.300000237999484e-05,9.600000339560211e-05,93027,0.0,0.0
2024-07-25 00:00:00+00:00,9.600000339560211e-05,9.899999713525176e-05,6.0999998822808266e-05,6.70000008540228e-05,24098,0.0,0.0
2024-07-26 00:00:00+00:00,6.70000008540228e-05,0.00010199999815085903,6.70000008540228e-05,9.500000305706635e-05,14644,0.0,0.0
2024-07-27 00:00:00+00:00,9.500000305706635e-05,9.899999713525176e-05,5.6000000768108293e-05,5.700000110664405e-05,12050,0.0,0.0
2024-07-28 00:00:00+00:00,5.700000110664405e-05,6.199999916134402e-05,5.2999999752501026e-05,5.2999999752501026e-05,6224,0.0,0.0
2024-07-29 00:00:00+00:00,5.2999999752501026e-05,6.0999998822808266e-05,5.199999941396527e-05,5.199999941396527e-05,8057,0.0,0.0
2024-07-30 00:00:00+00:00,5.199999941396527e-05,5.500000042957254e-05,4.600000102072954e-05,4.600000102072954e-05,6517,0.0,0.0
2024-07-31 00:00:00+00:00,4.600000102072954e-05,4.8999998398358e-05,4.3000000005122274e-05,4.400000034365803e-05,1660,0.0,0.0
2024-08-01 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,3.400000059627928e-05,3.600000127335079e-05,5971,0.0,0.0
2024-08-02 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.4000000848900527e-05,2.499999936844688e-05,1881,0.0,0.0
2024-08-03 00:00:00+00:00,2.499999936844688e-05,3.099999958067201e-05,2.300000051036477e-05,2.4000000848900527e-05,3319,0.0,0.0
2024-08-04 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.300000051036477e-05,2.300000051036477e-05,406,0.0,0.0
2024-08-05 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.8999999156221747e-05,2.099999983329326e-05,955,0.0,0.0
2024-08-06 00:00:00+00:00,2.099999983329326e-05,3.099999958067201e-05,2.099999983329326e-05,3.099999958067201e-05,2703,0.0,0.0
2024-08-07 00:00:00+00:00,2.9999999242136255e-05,3.199999991920777e-05,2.8000000384054147e-05,2.9000000722589903e-05,1403,0.0,0.0
2024-08-08 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.8000000384054147e-05,2.9999999242136255e-05,115,0.0,0.0
2024-08-09 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.9000000722589903e-05,2.9000000722589903e-05,697,0.0,0.0
2024-08-10 00:00:00+00:00,2.9000000722589903e-05,2.9999999242136255e-05,2.700000004551839e-05,2.700000004551839e-05,1470,0.0,0.0
2024-08-11 00:00:00+00:00,2.700000004551839e-05,3.300000025774352e-05,2.4000000848900527e-05,2.4000000848900527e-05,3356,0.0,0.0
2024-08-12 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.4000000848900527e-05,2.4000000848900527e-05,441,0.0,0.0
2024-08-13 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.4000000848900527e-05,2.4000000848900527e-05,190,0.0,0.0
2024-08-14 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.2000000171829015e-05,553,0.0,0.0
2024-08-15 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.099999983329326e-05,2.099999983329326e-05,158,0.0,0.0
2024-08-16 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,1.9999999494757503e-05,110,0.0,0.0
2024-08-17 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,116,0.0,0.0
2024-08-18 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.9999999494757503e-05,2.099999983329326e-05,76,0.0,0.0
2024-08-19 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,1.9999999494757503e-05,623,0.0,0.0
2024-08-20 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,595,0.0,0.0
2024-08-21 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,50,0.0,0.0
2024-08-22 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8999999156221747e-05,1.8999999156221747e-05,128,0.0,0.0
2024-08-23 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8999999156221747e-05,1.8999999156221747e-05,51,0.0,0.0
2024-08-24 00:00:00+00:00,1.8999999156221747e-05,2.300000051036477e-05,1.8999999156221747e-05,2.2000000171829015e-05,693,0.0,0.0
2024-08-25 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.099999983329326e-05,2.099999983329326e-05,23,0.0,0.0
2024-08-26 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,2.099999983329326e-05,2.2000000171829015e-05,279,0.0,0.0
2024-08-27 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,2.2000000171829015e-05,2.2000000171829015e-05,15,0.0,0.0
2024-08-28 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,2.2000000171829015e-05,2.300000051036477e-05,4,0.0,0.0
2024-08-29 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.099999983329326e-05,2.099999983329326e-05,94,0.0,0.0
2024-08-30 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,2.099999983329326e-05,2.2000000171829015e-05,11,0.0,0.0
2024-08-31 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,6,0.0,0.0
2024-09-01 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.9999999494757503e-05,1.9999999494757503e-05,153,0.0,0.0
2024-09-02 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.8999999156221747e-05,2.099999983329326e-05,34,0.0,0.0
2024-09-03 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8000000636675395e-05,1.8000000636675395e-05,151,0.0,0.0
2024-09-04 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,137,0.0,0.0
