TIMESTAMP,PAPU_OPEN_PRICE_USD,PAPU_HIGH_PRICE_USD,PAPU_LOW_PRICE_USD,PAPU_CLOSE_PRICE_USD,PAPU_VOLUME_USD,PAPU_DIVIDENDS_USD,PAPU_STOCK_SPLITS_USD
2024-05-28 00:00:00+00:00,,,,0.0,104102,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,88521,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,101933,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,290478,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,252894,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,227773,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,238386,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,273648,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,221464,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,261009,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,191639,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,196517,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,190352,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,220291,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,215776,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,232719,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,192707,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,208680,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,206152,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,208068,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,186692,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,157182,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,203305,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,250927,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,184584,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,177837,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,190796,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,207458,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,221359,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,176073,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,191532,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,185606,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,199183,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,227912,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,212759,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,206602,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,178562,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,158639,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,198272,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,183500,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,157994,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,147020,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,187884,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,157242,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,163541,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,205841,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,134838,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,297048,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,186905,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,175322,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,142701,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,95528,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,112204,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,97094,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,94661,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,84998,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,86993,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,89082,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,227116,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,325425,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,421630,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,420696,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,465669,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,444377,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,407859,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,384735,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,233336,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,183516,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,206319,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,224897,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,143723,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,159597,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,191999,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,199765,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,141451,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,169066,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,261105,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,270477,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,179346,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,178620,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,205569,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,185573,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,237493,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,152720,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,92175,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,96174,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,80903,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,91993,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,87846,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,92999,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,82097,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,43987,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,1873,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,92063,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,47468,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,71544,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,51018,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,66485,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,234967,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,189240,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,113207,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,178956,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,197651,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,221248,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,216739,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,102189,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,622562,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,801358,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,833068,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,712201,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,634918,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,747619,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,733529,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,763812,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,547786,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,628755,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,709522,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,728922,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,654161,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,645193,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,604177,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,304607,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,289818,0.0,0.0
