TIMESTAMP,DAPP_OPEN_PRICE_USD,DAPP_HIGH_PRICE_USD,DAPP_LOW_PRICE_USD,DAPP_CLOSE_PRICE_USD,DAPP_VOLUME_USD,DAPP_DIVIDENDS_USD,DAPP_STOCK_SPLITS_USD
2019-06-28 00:00:00+00:00,0.004650999791920185,0.004695999901741743,0.0046270000748336315,0.004695999901741743,53,0.0,0.0
2019-06-29 00:00:00+00:00,0.004693000111728907,0.005843000020831823,0.004441999830305576,0.004546999931335449,360,0.0,0.0
2019-06-30 00:00:00+00:00,0.004544000141322613,0.0070779998786747456,0.004476000089198351,0.006341999862343073,148,0.0,0.0
2019-07-01 00:00:00+00:00,0.006341999862343073,0.006585000082850456,0.005733000114560127,0.0063299997709691525,727,0.0,0.0
2019-07-02 00:00:00+00:00,0.006328000221401453,0.00710699986666441,0.006140999961644411,0.007069999817758799,80,0.0,0.0
2019-07-03 00:00:00+00:00,0.007079999893903732,0.03385600075125694,0.007079999893903732,0.021229000762104988,98,0.0,0.0
2019-07-04 00:00:00+00:00,0.02128399908542633,0.02128399908542633,0.01690700091421604,0.016979999840259552,0,0.0,0.0
2019-07-05 00:00:00+00:00,0.016969000920653343,0.0179820004850626,0.015877999365329742,0.017330000177025795,2,0.0,0.0
2019-07-06 00:00:00+00:00,0.017316000536084175,0.017664000391960144,0.012570000253617764,0.0126740001142025,3,0.0,0.0
2019-07-07 00:00:00+00:00,0.012648000381886959,0.018717000260949135,0.01261799968779087,0.01826399937272072,0,0.0,0.0
2019-07-08 00:00:00+00:00,0.018283000215888023,0.018810000270605087,0.018126999959349632,0.018679000437259674,1,0.0,0.0
2019-07-09 00:00:00+00:00,0.018678000196814537,0.01923700049519539,0.018146999180316925,0.01845400035381317,2,0.0,0.0
2019-07-10 00:00:00+00:00,0.018453000113368034,0.018552999943494797,0.013965999707579613,0.01448499970138073,3,0.0,0.0
2019-07-11 00:00:00+00:00,0.01448300015181303,0.01448499970138073,0.01180300023406744,0.0122079998254776,1,0.0,0.0
2019-07-12 00:00:00+00:00,0.012203999795019627,0.01372699998319149,0.012071999721229076,0.013655000366270542,1,0.0,0.0
2019-07-13 00:00:00+00:00,0.013662000186741352,0.013662000186741352,0.01260400004684925,0.012927999719977379,13,0.0,0.0
2019-07-14 00:00:00+00:00,0.012927000410854816,0.01296900026500225,0.010521999560296535,0.010610000230371952,0,0.0,0.0
2019-07-15 00:00:00+00:00,0.010610000230371952,0.011291000060737133,0.01024600025266409,0.011137999594211578,0,0.0,0.0
2019-07-16 00:00:00+00:00,0.011134999804198742,0.011371999979019165,0.0098879998549819,0.0098879998549819,256,0.0,0.0
