TIMESTAMP,DT35919_OPEN_PRICE_USD,DT35919_HIGH_PRICE_USD,DT35919_LOW_PRICE_USD,DT35919_CLOSE_PRICE_USD,DT35919_VOLUME_USD,DT35919_DIVIDENDS_USD,DT35919_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.00016700000560376793,0.0001740000006975606,0.00016700000560376793,0.0001740000006975606,500667,0.0,0.0
2025-04-02 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,500560,0.0,0.0
2025-04-03 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,499972,0.0,0.0
2025-04-04 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,500042,0.0,0.0
2025-04-05 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,500185,0.0,0.0
2025-04-06 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,499916,0.0,0.0
2025-04-07 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,500104,0.0,0.0
2025-04-08 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,499746,0.0,0.0
2025-04-09 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,0.0001740000006975606,500112,0.0,0.0
2025-04-10 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,3.9999998989515007e-05,3.9999998989515007e-05,297,0.0,0.0
2025-04-11 00:00:00+00:00,3.9999998989515007e-05,4.70000013592653e-05,3.9999998989515007e-05,3.9999998989515007e-05,36,0.0,0.0
2025-04-12 00:00:00+00:00,3.9999998989515007e-05,5.0999999075429514e-05,1.4000000192027073e-05,2.9999999242136255e-05,628,0.0,0.0
2025-04-13 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,1.8999999156221747e-05,2.4000000848900527e-05,191,0.0,0.0
2025-04-14 00:00:00+00:00,2.4000000848900527e-05,2.9000000722589903e-05,2.4000000848900527e-05,2.700000004551839e-05,629,0.0,0.0
2025-04-15 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.2000000171829015e-05,2.700000004551839e-05,153,0.0,0.0
2025-04-16 00:00:00+00:00,2.700000004551839e-05,3.899999865097925e-05,1.8999999156221747e-05,2.499999936844688e-05,2748,0.0,0.0
2025-04-17 00:00:00+00:00,2.499999936844688e-05,0.00012199999764561653,1.8999999156221747e-05,5.999999848427251e-05,10369,0.0,0.0
2025-04-18 00:00:00+00:00,5.999999848427251e-05,0.00012599999899975955,4.8999998398358e-05,5.6000000768108293e-05,3015,0.0,0.0
2025-04-19 00:00:00+00:00,5.6000000768108293e-05,7.999999797903001e-05,5.500000042957254e-05,7.300000288523734e-05,1108,0.0,0.0
2025-04-20 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,4.199999966658652e-05,6.500000017695129e-05,120,0.0,0.0
2025-04-21 00:00:00+00:00,6.500000017695129e-05,7.000000186963007e-05,3.300000025774352e-05,5.400000009103678e-05,4727,0.0,0.0
2025-04-22 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,3.5000000934815034e-05,3.600000127335079e-05,25,0.0,0.0
2025-04-23 00:00:00+00:00,3.600000127335079e-05,3.899999865097925e-05,3.600000127335079e-05,3.899999865097925e-05,82,0.0,0.0
2025-04-24 00:00:00+00:00,3.899999865097925e-05,4.199999966658652e-05,3.899999865097925e-05,4.199999966658652e-05,8,0.0,0.0
2025-04-25 00:00:00+00:00,4.199999966658652e-05,9.899999713525176e-05,4.199999966658652e-05,5.500000042957254e-05,1618,0.0,0.0
2025-04-26 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.0999999075429514e-05,5.700000110664405e-05,92,0.0,0.0
2025-04-27 00:00:00+00:00,5.700000110664405e-05,6.70000008540228e-05,5.2999999752501026e-05,5.2999999752501026e-05,2988,0.0,0.0
2025-04-28 00:00:00+00:00,5.2999999752501026e-05,6.900000153109431e-05,5.199999941396527e-05,5.400000009103678e-05,205,0.0,0.0
2025-04-29 00:00:00+00:00,5.400000009103678e-05,7.400000322377309e-05,5.0999999075429514e-05,5.6000000768108293e-05,692,0.0,0.0
2025-04-30 00:00:00+00:00,5.6000000768108293e-05,5.700000110664405e-05,5.6000000768108293e-05,5.700000110664405e-05,19,0.0,0.0
2025-05-01 00:00:00+00:00,5.700000110664405e-05,5.900000178371556e-05,3.7000001611886546e-05,3.9999998989515007e-05,582,0.0,0.0
2025-05-02 00:00:00+00:00,3.9999998989515007e-05,4.8999998398358e-05,3.7999998312443495e-05,3.899999865097925e-05,1632,0.0,0.0
2025-05-03 00:00:00+00:00,3.899999865097925e-05,4.999999873689376e-05,3.899999865097925e-05,4.999999873689376e-05,423,0.0,0.0
2025-05-04 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,3.7999998312443495e-05,3.7999998312443495e-05,41,0.0,0.0
2025-05-05 00:00:00+00:00,3.7999998312443495e-05,4.099999932805076e-05,3.7999998312443495e-05,3.7999998312443495e-05,34,0.0,0.0
2025-05-06 00:00:00+00:00,3.7999998312443495e-05,4.8999998398358e-05,3.600000127335079e-05,3.600000127335079e-05,1737,0.0,0.0
2025-05-07 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,3.600000127335079e-05,3.9999998989515007e-05,3.099999958067201e-05,3.899999865097925e-05,82,0.0,0.0
2025-05-09 00:00:00+00:00,3.899999865097925e-05,4.8000001697801054e-05,3.099999958067201e-05,3.400000059627928e-05,2745,0.0,0.0
2025-05-10 00:00:00+00:00,3.400000059627928e-05,4.5000000682193786e-05,2.5999999706982635e-05,2.8000000384054147e-05,2322,0.0,0.0
2025-05-11 00:00:00+00:00,2.8000000384054147e-05,3.7000001611886546e-05,2.5999999706982635e-05,3.300000025774352e-05,163,0.0,0.0
2025-05-12 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,2.5999999706982635e-05,2.700000004551839e-05,95,0.0,0.0
2025-05-13 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,14,0.0,0.0
2025-05-14 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.2000000171829015e-05,1149,0.0,0.0
2025-05-15 00:00:00+00:00,2.2000000171829015e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.2000000171829015e-05,13,0.0,0.0
2025-05-16 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,1.8000000636675395e-05,1.8000000636675395e-05,629,0.0,0.0
2025-05-17 00:00:00+00:00,1.8000000636675395e-05,7.500000356230885e-05,1.700000029813964e-05,3.300000025774352e-05,732,0.0,0.0
2025-05-18 00:00:00+00:00,3.300000025774352e-05,4.8000001697801054e-05,3.300000025774352e-05,4.8000001697801054e-05,80,0.0,0.0
2025-05-19 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,3.9999998989515007e-05,3.9999998989515007e-05,30,0.0,0.0
2025-05-20 00:00:00+00:00,3.9999998989515007e-05,4.600000102072954e-05,3.9999998989515007e-05,4.099999932805076e-05,238,0.0,0.0
2025-05-21 00:00:00+00:00,4.099999932805076e-05,6.199999916134402e-05,3.9999998989515007e-05,4.3000000005122274e-05,735,0.0,0.0
2025-05-22 00:00:00+00:00,4.3000000005122274e-05,6.399999983841553e-05,3.9999998989515007e-05,4.8000001697801054e-05,1005,0.0,0.0
2025-05-23 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.400000034365803e-05,4.400000034365803e-05,18,0.0,0.0
2025-05-24 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,3.600000127335079e-05,3.600000127335079e-05,150,0.0,0.0
2025-05-26 00:00:00+00:00,3.600000127335079e-05,5.2999999752501026e-05,3.600000127335079e-05,3.7000001611886546e-05,173,0.0,0.0
