TIMESTAMP,PIG_OPEN_PRICE_USD,PIG_HIGH_PRICE_USD,PIG_LOW_PRICE_USD,PIG_CLOSE_PRICE_USD,PIG_VOLUME_USD,PIG_DIVIDENDS_USD,PIG_STOCK_SPLITS_USD
2021-03-16 00:00:00+00:00,,,,0.0,1010628,0.0,0.0
2021-03-17 00:00:00+00:00,,,,0.0,981374,0.0,0.0
2021-03-18 00:00:00+00:00,,,,0.0,592674,0.0,0.0
2021-03-19 00:00:00+00:00,,,,0.0,396884,0.0,0.0
2021-03-20 00:00:00+00:00,,,,0.0,597060,0.0,0.0
2021-03-22 00:00:00+00:00,,,,0.0,1473,0.0,0.0
2021-03-23 00:00:00+00:00,,,,0.0,1581,0.0,0.0
2021-03-24 00:00:00+00:00,,,,0.0,1248,0.0,0.0
2021-03-25 00:00:00+00:00,,,,0.0,1417,0.0,0.0
2021-03-26 00:00:00+00:00,,,,0.0,634,0.0,0.0
2021-03-27 00:00:00+00:00,,,,0.0,568,0.0,0.0
2021-03-28 00:00:00+00:00,,,,0.0,344,0.0,0.0
2021-03-29 00:00:00+00:00,,,,0.0,373,0.0,0.0
2021-03-30 00:00:00+00:00,,,,0.0,371,0.0,0.0
2021-03-31 00:00:00+00:00,,,,0.0,51438,0.0,0.0
2021-04-01 00:00:00+00:00,,,,0.0,62321,0.0,0.0
2021-04-02 00:00:00+00:00,,,,0.0,43223,0.0,0.0
2021-04-03 00:00:00+00:00,,,,0.0,106763,0.0,0.0
2021-04-04 00:00:00+00:00,,,,0.0,2041799,0.0,0.0
2021-04-05 00:00:00+00:00,,,,0.0,1043846,0.0,0.0
2021-04-06 00:00:00+00:00,,,,0.0,347338,0.0,0.0
2021-04-07 00:00:00+00:00,,,,0.0,203436,0.0,0.0
2021-04-08 00:00:00+00:00,,,,0.0,241273,0.0,0.0
2021-04-09 00:00:00+00:00,,,,0.0,267487,0.0,0.0
2021-04-10 00:00:00+00:00,,,,0.0,177424,0.0,0.0
