TIMESTAMP,YNBTCK_OPEN_PRICE_USD,YNBTCK_HIGH_PRICE_USD,YNBTCK_LOW_PRICE_USD,YNBTCK_CLOSE_PRICE_USD,YNBTCK_VOLUME_USD,YNBTCK_DIVIDENDS_USD,YNBTCK_STOCK_SPLITS_USD
2025-03-02 00:00:00+00:00,84393.9140625,93310.4609375,84393.9140625,93310.4609375,4,0.0,0.0
2025-03-03 00:00:00+00:00,93310.4609375,93310.4609375,89363.1015625,89363.1015625,9690,0.0,0.0
2025-03-04 00:00:00+00:00,89363.1015625,89363.1015625,81837.890625,87426.5234375,0,0.0,0.0
2025-03-05 00:00:00+00:00,87426.5234375,89613.2890625,86070.234375,88981.984375,0,0.0,0.0
2025-03-06 00:00:00+00:00,88981.984375,92641.8359375,88981.984375,89351.796875,0,0.0,0.0
2025-03-07 00:00:00+00:00,89351.796875,89351.796875,87120.7421875,87650.453125,0,0.0,0.0
2025-03-08 00:00:00+00:00,87650.453125,87650.453125,85613.375,86188.0859375,0,0.0,0.0
2025-03-09 00:00:00+00:00,86188.0859375,86188.0859375,82645.0859375,82744.3984375,0,0.0,0.0
2025-03-10 00:00:00+00:00,82744.3984375,82744.3984375,78875.8203125,78875.8203125,0,0.0,0.0
2025-03-11 00:00:00+00:00,78875.8203125,81542.015625,78875.8203125,79279.3046875,0,0.0,0.0
2025-03-12 00:00:00+00:00,79279.3046875,83946.1328125,79279.3046875,83946.1328125,0,0.0,0.0
2025-03-13 00:00:00+00:00,83946.1328125,84149.8828125,80834.5703125,80834.5703125,0,0.0,0.0
2025-03-14 00:00:00+00:00,80834.5703125,84984.0859375,80834.5703125,84106.7265625,0,0.0,0.0
2025-03-15 00:00:00+00:00,84106.7265625,84333.421875,83895.8359375,84174.5,0,0.0,0.0
2025-03-16 00:00:00+00:00,84174.5,84331.03125,82705.3359375,84331.03125,0,0.0,0.0
2025-03-17 00:00:00+00:00,84331.03125,84331.03125,83277.203125,84209.765625,0,0.0,0.0
2025-03-18 00:00:00+00:00,84209.765625,84209.765625,84209.765625,84209.765625,0,0.0,0.0
2025-03-19 00:00:00+00:00,84209.765625,86491.5,83854.375,86491.5,866,0.0,0.0
