TIMESTAMP,GOL_OPEN_PRICE_USD,GOL_HIGH_PRICE_USD,GOL_LOW_PRICE_USD,GOL_CLOSE_PRICE_USD,GOL_VOLUME_USD,GOL_DIVIDENDS_USD,GOL_STOCK_SPLITS_USD
2021-07-01 00:00:00+00:00,0.6255459785461426,0.6488369703292847,0.6201130151748657,0.6389999985694885,13767,0.0,0.0
2021-07-02 00:00:00+00:00,0.6389790177345276,0.8005110025405884,0.6250609755516052,0.6767249703407288,4821,0.0,0.0
2021-07-03 00:00:00+00:00,0.676688015460968,0.7702310085296631,0.6480900049209595,0.6516339778900146,57615,0.0,0.0
2021-07-04 00:00:00+00:00,0.6515960097312927,0.6626129746437073,0.6261929869651794,0.6262519955635071,85177,0.0,0.0
2021-07-05 00:00:00+00:00,0.6263129711151123,0.6285470128059387,0.602200984954834,0.6120010018348694,74745,0.0,0.0
2021-07-06 00:00:00+00:00,0.6119760274887085,0.660315990447998,0.5908349752426147,0.6050469875335693,83307,0.0,0.0
2021-07-07 00:00:00+00:00,0.6050819754600525,0.614171028137207,0.5300819873809814,0.5550959706306458,6522,0.0,0.0
2021-07-08 00:00:00+00:00,0.5551360249519348,0.555213987827301,0.5198429822921753,0.522553026676178,119,0.0,0.0
2021-07-09 00:00:00+00:00,0.5225480198860168,0.5300530195236206,0.14995799958705902,0.401883989572525,18012,0.0,0.0
2021-07-10 00:00:00+00:00,0.4018549919128418,1.048179030418396,0.3840799927711487,0.5583310127258301,158289,0.0,0.0
2021-07-11 00:00:00+00:00,0.5582799911499023,0.6305710077285767,0.3562769889831543,0.5256220102310181,66160,0.0,0.0
2021-07-12 00:00:00+00:00,0.5255979895591736,0.5979750156402588,0.4500890076160431,0.5102279782295227,8413,0.0,0.0
2021-07-13 00:00:00+00:00,0.5102130174636841,0.5965330004692078,0.4611020088195801,0.5800179839134216,30904,0.0,0.0
2021-07-14 00:00:00+00:00,0.579941987991333,0.5800459980964661,0.4651300013065338,0.4949679970741272,6314,0.0,0.0
2021-07-15 00:00:00+00:00,0.49500200152397156,0.5225980281829834,0.41690799593925476,0.4232119917869568,17460,0.0,0.0
2021-07-16 00:00:00+00:00,0.4232580065727234,0.4512700140476227,0.37008199095726013,0.4214859902858734,4627,0.0,0.0
2021-07-17 00:00:00+00:00,0.4214690029621124,0.5604109764099121,0.41314300894737244,0.469527006149292,46829,0.0,0.0
2021-07-18 00:00:00+00:00,0.4695279896259308,0.47895100712776184,0.43217700719833374,0.4452509880065918,2851,0.0,0.0
2021-07-19 00:00:00+00:00,0.44523701071739197,0.4495199918746948,0.4000079929828644,0.43757298588752747,3277,0.0,0.0
2021-07-20 00:00:00+00:00,0.43757298588752747,0.43980199098587036,0.3800179958343506,0.3859519958496094,1136,0.0,0.0
2021-07-21 00:00:00+00:00,0.3859559893608093,0.45015400648117065,0.35176900029182434,0.3669170141220093,6791,0.0,0.0
2021-07-22 00:00:00+00:00,0.3669170141220093,0.5480530261993408,0.3599030077457428,0.48010900616645813,14013,0.0,0.0
