TIMESTAMP,SMETX_OPEN_PRICE_USD,SMETX_HIGH_PRICE_USD,SMETX_LOW_PRICE_USD,SMETX_CLOSE_PRICE_USD,SMETX_VOLUME_USD,SMETX_DIVIDENDS_USD,SMETX_STOCK_SPLITS_USD
2024-10-15 00:00:00+00:00,1.3628170490264893,1.3648409843444824,1.3613560199737549,1.364145040512085,126833,0.0,0.0
2024-10-16 00:00:00+00:00,1.364145040512085,1.3647459745407104,1.3599259853363037,1.3633430004119873,124793,0.0,0.0
2024-10-17 00:00:00+00:00,1.3633430004119873,1.364601969718933,1.3600050210952759,1.3602219820022583,125736,0.0,0.0
2024-10-18 00:00:00+00:00,1.3602219820022583,1.3644429445266724,1.3596709966659546,1.3623809814453125,122031,0.0,0.0
2024-10-19 00:00:00+00:00,1.3623809814453125,1.3647680282592773,1.360177993774414,1.362069010734558,124740,0.0,0.0
2024-10-20 00:00:00+00:00,1.362069010734558,1.3643770217895508,1.3596349954605103,1.3626689910888672,122805,0.0,0.0
2024-10-21 00:00:00+00:00,1.3626689910888672,1.3644269704818726,1.3594919443130493,1.3625839948654175,121054,0.0,0.0
2024-10-22 00:00:00+00:00,1.3625839948654175,1.364691972732544,1.359555959701538,1.3635679483413696,124994,0.0,0.0
2024-10-23 00:00:00+00:00,1.3635679483413696,1.3642139434814453,1.3587690591812134,1.360437035560608,123586,0.0,0.0
2024-10-24 00:00:00+00:00,1.3615319728851318,1.364063024520874,1.3589799404144287,1.3635979890823364,118458,0.0,0.0
2024-10-25 00:00:00+00:00,1.3635979890823364,1.3832930326461792,1.359475016593933,1.3822200298309326,147564,0.0,0.0
2024-10-26 00:00:00+00:00,1.3822200298309326,1.3831080198287964,1.3781650066375732,1.380687952041626,215997,0.0,0.0
2024-10-27 00:00:00+00:00,1.380687952041626,1.3833190202713013,1.3783049583435059,1.3812470436096191,225657,0.0,0.0
2024-10-28 00:00:00+00:00,1.3812470436096191,1.3838059902191162,1.3779380321502686,1.3801649808883667,215805,0.0,0.0
2024-10-30 00:00:00+00:00,1.3824989795684814,1.3845629692077637,1.380128026008606,1.3808859586715698,200667,0.0,0.0
