TIMESTAMP,MGT34163_OPEN_PRICE_USD,MGT34163_HIGH_PRICE_USD,MGT34163_LOW_PRICE_USD,MGT34163_CLOSE_PRICE_USD,MGT34163_VOLUME_USD,MGT34163_DIVIDENDS_USD,MGT34163_STOCK_SPLITS_USD
2024-12-01 00:00:00+00:00,0.045148998498916626,0.0492900013923645,0.043765999376773834,0.04569099843502045,2363906,0.0,0.0
2024-12-02 00:00:00+00:00,0.04569099843502045,0.04595800116658211,0.03565699979662895,0.03745799884200096,1964611,0.0,0.0
2024-12-03 00:00:00+00:00,0.03745799884200096,0.04181100055575371,0.03623899817466736,0.03773200139403343,3209950,0.0,0.0
2024-12-04 00:00:00+00:00,0.03773200139403343,0.04814299941062927,0.036396998912096024,0.043598998337984085,4578033,0.0,0.0
2024-12-05 00:00:00+00:00,0.043598998337984085,0.04870299994945526,0.033750999718904495,0.03490399941802025,4715604,0.0,0.0
2024-12-06 00:00:00+00:00,0.03511200100183487,0.0385189987719059,0.03476699814200401,0.036382999271154404,756943,0.0,0.0
2024-12-07 00:00:00+00:00,0.036382999271154404,0.036607999354600906,0.03352800011634827,0.03376699984073639,649818,0.0,0.0
2024-12-08 00:00:00+00:00,0.032280001789331436,0.036772001534700394,0.03224699944257736,0.03623000159859657,793767,0.0,0.0
2024-12-09 00:00:00+00:00,0.03623000159859657,0.03663399815559387,0.025126999244093895,0.025126999244093895,1008373,0.0,0.0
2024-12-10 00:00:00+00:00,0.025126999244093895,0.027032999321818352,0.021184999495744705,0.022259000688791275,953555,0.0,0.0
2024-12-11 00:00:00+00:00,0.022259000688791275,0.027445999905467033,0.02208700031042099,0.025279000401496887,1526020,0.0,0.0
2024-12-12 00:00:00+00:00,0.025279000401496887,0.02642500028014183,0.023334000259637833,0.024416999891400337,975041,0.0,0.0
2024-12-13 00:00:00+00:00,0.024416999891400337,0.02553899958729744,0.022777000442147255,0.022804999724030495,512072,0.0,0.0
2024-12-14 00:00:00+00:00,0.022804999724030495,0.024455999955534935,0.020174000412225723,0.020222000777721405,477249,0.0,0.0
2024-12-15 00:00:00+00:00,0.02026900090277195,0.022065000608563423,0.020191000774502754,0.021505000069737434,520336,0.0,0.0
2024-12-16 00:00:00+00:00,0.021505000069737434,0.03014500066637993,0.02138499915599823,0.027295999228954315,1566193,0.0,0.0
2024-12-17 00:00:00+00:00,0.027295999228954315,0.03097499907016754,0.026052000001072884,0.026076000183820724,871679,0.0,0.0
2024-12-18 00:00:00+00:00,0.026074999943375587,0.02608500048518181,0.01995299942791462,0.019996000453829765,653329,0.0,0.0
2024-12-19 00:00:00+00:00,0.019996000453829765,0.022960999980568886,0.019968999549746513,0.021006999537348747,491725,0.0,0.0
2024-12-20 00:00:00+00:00,0.02100599929690361,0.021115999668836594,0.017413999885320663,0.018845999613404274,359906,0.0,0.0
2024-12-21 00:00:00+00:00,0.018845999613404274,0.018869999796152115,0.01855500042438507,0.01873200014233589,274534,0.0,0.0
2024-12-22 00:00:00+00:00,0.01873200014233589,0.021584000438451767,0.018547000363469124,0.01854800060391426,342603,0.0,0.0
2024-12-23 00:00:00+00:00,0.01854800060391426,0.018578000366687775,0.017965000122785568,0.018324000760912895,255025,0.0,0.0
2024-12-24 00:00:00+00:00,0.018324000760912895,0.020301999524235725,0.018293999135494232,0.02017500065267086,291728,0.0,0.0
2024-12-25 00:00:00+00:00,0.02017500065267086,0.020190000534057617,0.018299000337719917,0.018303999677300453,288919,0.0,0.0
2024-12-26 00:00:00+00:00,0.018303999677300453,0.019446000456809998,0.018303999677300453,0.01881900057196617,350156,0.0,0.0
2024-12-27 00:00:00+00:00,0.01881900057196617,0.018820999190211296,0.018369000405073166,0.018376000225543976,245490,0.0,0.0
