TIMESTAMP,SHIBDOGE_OPEN_PRICE_USD,SHIBDOGE_HIGH_PRICE_USD,SHIBDOGE_LOW_PRICE_USD,SHIBDOGE_CLOSE_PRICE_USD,SHIBDOGE_VOLUME_USD,SHIBDOGE_DIVIDENDS_USD,SHIBDOGE_STOCK_SPLITS_USD
2021-12-27 00:00:00+00:00,,,,0.0,9375320,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,3885030,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,2142235,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,813810,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,820782,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,356247,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,592960,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,389726,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,1639947,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,850853,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,1517873,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,761866,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,495809,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,904620,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,341448,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,640658,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,270241,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,569025,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,338079,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,769140,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,1048903,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,474048,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,1114675,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,1130537,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,1375410,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,227057,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,1474972,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,1267627,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,855511,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,1068413,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,2191470,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,4063151,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,1491776,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,4716399,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,14062943,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,6262030,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,2956768,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,3519384,0.0,0.0
2022-02-05 00:00:00+00:00,,,,0.0,1690075,0.0,0.0
2022-02-06 00:00:00+00:00,,,,0.0,5236414,0.0,0.0
2022-02-07 00:00:00+00:00,,,,0.0,1689677,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,2686289,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,2031061,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,1122123,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,1228393,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,1404322,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,2171841,0.0,0.0
2022-02-14 00:00:00+00:00,,,,0.0,757612,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,1770069,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,2077818,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,1268851,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,477943,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,519584,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,529978,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,419686,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,640456,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,1461103,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,1073005,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,1766308,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,470236,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,1553460,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,1091395,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,2038913,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,1400721,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,1398935,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,1330295,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,769926,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,764667,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,680571,0.0,0.0
2022-03-08 00:00:00+00:00,,,,0.0,433659,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,1566066,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,524230,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,430438,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,453689,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,393148,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,362321,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,1486178,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,488700,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,760052,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,721568,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,505603,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,939096,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,525248,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,1781933,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,544526,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,491418,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,686190,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,428891,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,570262,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,1983784,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,896539,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,695278,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,583752,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,694967,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,546255,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,570191,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,1094452,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,710114,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,630542,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,331117,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,370733,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,408918,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,380644,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,443583,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,450544,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,499161,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,400888,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,467185,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,480634,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,388212,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,534879,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,832365,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,1246355,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,1099706,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,768361,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,600734,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,469998,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,604901,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,691775,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,485463,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,421860,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,461941,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,969094,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,730751,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,892836,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,903050,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,931535,0.0,0.0
