TIMESTAMP,DTRUMP32355_OPEN_PRICE_USD,DTRUMP32355_HIGH_PRICE_USD,DTRUMP32355_LOW_PRICE_USD,DTRUMP32355_CLOSE_PRICE_USD,DTRUMP32355_VOLUME_USD,DTRUMP32355_DIVIDENDS_USD,DTRUMP32355_STOCK_SPLITS_USD
2024-07-23 00:00:00+00:00,,,,0.0,34764,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,24468,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,23128,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,120290,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,435468,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,54685,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,14785,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,4368,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,5206,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,3389,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,829,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,943,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,989,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,564,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,1185,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,471,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,832,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,703,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,584,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,251,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,7254,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,1312,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,414,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,1836,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,1522,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,1130,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,224,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,696,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,734,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,1306,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,1111,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,1139,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,688,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,2010,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,170,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,155,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,124,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,502,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,1301,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,2146,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,222,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,1071,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,1410,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,19534,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,10787,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,3195,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,3497,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,2198,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,543,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,297,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,373,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,307,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,825,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,79,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,143,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,515,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,70,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,447,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,1195,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,376,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,252,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,399,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,508,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,805,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,13732,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,81856,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,20956,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,6300,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,5784,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,5139,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,2434,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,19529,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,4643,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,9054,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,5704,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,4588,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,3796,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,3237,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,3640,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,2444,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,1413,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,2021,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,2775,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,2068,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,907,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,1701,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,8582,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,10641,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,4100,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,3169,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,1341,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,2252,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,11849,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,29932,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,33299,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,3484,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,1889,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,1823,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,666,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,1749,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,1213,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,1550,0.0,0.0
