TIMESTAMP,BITBEDR_OPEN_PRICE_USD,BITBEDR_HIGH_PRICE_USD,BITBEDR_LOW_PRICE_USD,BITBEDR_CLOSE_PRICE_USD,BITBEDR_VOLUME_USD,BITBEDR_DIVIDENDS_USD,BITBEDR_STOCK_SPLITS_USD
2024-05-27 00:00:00+00:00,388.51055908203125,398.9394226074219,384.85565185546875,385.593994140625,4167611,0.0,0.0
2024-05-28 00:00:00+00:00,386.0277404785156,386.664794921875,357.9301452636719,358.966796875,3866767,0.0,0.0
2024-05-29 00:00:00+00:00,359.0699157714844,360.287109375,243.4835662841797,243.84742736816406,2381875,0.0,0.0
2024-05-30 00:00:00+00:00,243.8170166015625,305.6637268066406,243.7948760986328,264.7986145019531,1375842,0.0,0.0
2024-05-31 00:00:00+00:00,264.7566833496094,266.1358642578125,244.03501892089844,244.9865264892578,2753174,0.0,0.0
2024-06-01 00:00:00+00:00,244.75595092773438,259.5144348144531,244.53292846679688,245.0244903564453,3425981,0.0,0.0
2024-06-02 00:00:00+00:00,245.34202575683594,246.3707275390625,225.33155822753906,225.38656616210938,3041863,0.0,0.0
2024-06-03 00:00:00+00:00,225.4071807861328,225.7537078857422,224.40805053710938,225.34310913085938,2638048,0.0,0.0
2024-06-04 00:00:00+00:00,225.31033325195312,225.682373046875,224.91229248046875,225.41981506347656,3198481,0.0,0.0
2024-06-05 00:00:00+00:00,225.4097137451172,225.7059783935547,224.90994262695312,225.34840393066406,3824516,0.0,0.0
2024-06-06 00:00:00+00:00,225.3765869140625,225.55227661132812,225.14956665039062,225.38526916503906,3809815,0.0,0.0
2024-06-07 00:00:00+00:00,225.37237548828125,225.5330352783203,225.16275024414062,225.35655212402344,3826233,0.0,0.0
2024-06-08 00:00:00+00:00,225.35655212402344,225.58694458007812,224.85812377929688,225.1124267578125,3802295,0.0,0.0
2024-06-09 00:00:00+00:00,225.1124267578125,225.6229248046875,225.07931518554688,225.49903869628906,3779864,0.0,0.0
2024-06-10 00:00:00+00:00,225.49903869628906,225.6028289794922,208.83892822265625,208.86749267578125,3157287,0.0,0.0
2024-06-11 00:00:00+00:00,208.86749267578125,225.41073608398438,208.7464141845703,208.99215698242188,3518580,0.0,0.0
2024-06-12 00:00:00+00:00,208.99215698242188,209.26295471191406,208.8377227783203,208.95492553710938,3537189,0.0,0.0
2024-06-13 00:00:00+00:00,208.95492553710938,209.22947692871094,208.54318237304688,208.8140106201172,3502443,0.0,0.0
2024-06-14 00:00:00+00:00,208.8140106201172,209.1175537109375,208.57733154296875,208.85899353027344,3353047,0.0,0.0
2024-06-15 00:00:00+00:00,208.85899353027344,208.99464416503906,208.64161682128906,208.85723876953125,3523390,0.0,0.0
2024-06-16 00:00:00+00:00,208.85723876953125,209.02420043945312,208.61009216308594,208.66317749023438,3531857,0.0,0.0
2024-06-17 00:00:00+00:00,208.66317749023438,209.04078674316406,208.5677947998047,208.7918701171875,3544693,0.0,0.0
2024-06-18 00:00:00+00:00,208.7918701171875,209.14695739746094,208.7239532470703,208.7677459716797,3535707,0.0,0.0
2024-06-19 00:00:00+00:00,208.7677459716797,209.02047729492188,208.69619750976562,208.7729949951172,3520406,0.0,0.0
2024-06-20 00:00:00+00:00,208.7729949951172,208.97496032714844,208.5500946044922,208.61944580078125,3502362,0.0,0.0
2024-06-21 00:00:00+00:00,208.61944580078125,208.91148376464844,208.54147338867188,208.70494079589844,3521015,0.0,0.0
2024-06-22 00:00:00+00:00,208.70494079589844,208.9239044189453,189.48605346679688,189.48605346679688,2930785,0.0,0.0
2024-06-23 00:00:00+00:00,189.48605346679688,190.0892333984375,189.3274688720703,189.40237426757812,3235411,0.0,0.0
2024-06-24 00:00:00+00:00,189.40237426757812,190.1096954345703,189.31381225585938,189.7948760986328,3223701,0.0,0.0
2024-06-25 00:00:00+00:00,189.7948760986328,189.93458557128906,189.33273315429688,189.50137329101562,3221109,0.0,0.0
2024-06-26 00:00:00+00:00,189.50137329101562,189.95953369140625,188.41323852539062,188.56150817871094,2551680,0.0,0.0
2024-06-27 00:00:00+00:00,188.56150817871094,189.40185546875,188.3158416748047,188.3895721435547,3282300,0.0,0.0
2024-06-28 00:00:00+00:00,188.3895721435547,189.27198791503906,188.32186889648438,188.54429626464844,3245601,0.0,0.0
2024-06-29 00:00:00+00:00,188.54429626464844,189.07142639160156,188.30145263671875,188.6437225341797,3221691,0.0,0.0
2024-06-30 00:00:00+00:00,188.6437225341797,189.178955078125,188.3209991455078,188.78347778320312,3333993,0.0,0.0
2024-07-01 00:00:00+00:00,188.78347778320312,189.40280151367188,188.3074493408203,188.65762329101562,3216485,0.0,0.0
2024-07-02 00:00:00+00:00,188.65762329101562,189.58485412597656,188.1229705810547,188.89230346679688,3297476,0.0,0.0
2024-07-03 00:00:00+00:00,188.89230346679688,189.54029846191406,188.46792602539062,188.95172119140625,2792733,0.0,0.0
2024-07-04 00:00:00+00:00,188.95172119140625,189.59767150878906,188.04867553710938,188.38198852539062,3332382,0.0,0.0
2024-07-05 00:00:00+00:00,188.38198852539062,189.08824157714844,181.5700225830078,181.6368865966797,3220054,0.0,0.0
2024-07-06 00:00:00+00:00,181.6368865966797,182.4494171142578,138.8534393310547,140.30003356933594,2344998,0.0,0.0
2024-07-07 00:00:00+00:00,140.30003356933594,140.99160766601562,139.49111938476562,140.35963439941406,2398553,0.0,0.0
2024-07-08 00:00:00+00:00,140.35963439941406,140.61268615722656,140.13601684570312,140.14797973632812,2431585,0.0,0.0
2024-07-09 00:00:00+00:00,140.14797973632812,140.2857666015625,139.54432678222656,140.12939453125,1269649,0.0,0.0
2024-07-10 00:00:00+00:00,140.12939453125,140.3240966796875,20.24313735961914,105.0209732055664,1290621,0.0,0.0
2024-07-11 00:00:00+00:00,105.0209732055664,138.8867950439453,104.45592498779297,134.1140899658203,1425703,0.0,0.0
2024-07-12 00:00:00+00:00,134.1140899658203,140.13320922851562,127.27796936035156,136.90550231933594,2107552,0.0,0.0
2024-07-13 00:00:00+00:00,136.90550231933594,189.9219207763672,135.9093780517578,155.32130432128906,2232821,0.0,0.0
2024-07-14 00:00:00+00:00,155.32130432128906,155.94822692871094,116.99320983886719,132.80857849121094,1226463,0.0,0.0
2024-07-15 00:00:00+00:00,132.80857849121094,142.62612915039062,41.357791900634766,136.7524871826172,1080720,0.0,0.0
