TIMESTAMP,FROP_OPEN_PRICE_USD,FROP_HIGH_PRICE_USD,FROP_LOW_PRICE_USD,FROP_CLOSE_PRICE_USD,FROP_VOLUME_USD,FROP_DIVIDENDS_USD,FROP_STOCK_SPLITS_USD
2024-10-14 00:00:00+00:00,0.0001500000071246177,0.00020599999697878957,0.00013699999544769526,0.00018400000408291817,67512,0.0,0.0
2024-10-15 00:00:00+00:00,0.00018400000408291817,0.000195999993593432,0.0001449999981559813,0.00017299999308306724,44591,0.0,0.0
2024-10-16 00:00:00+00:00,0.00017299999308306724,0.00017800000205170363,0.00014400000509340316,0.00015199999324977398,24245,0.0,0.0
2024-10-17 00:00:00+00:00,0.00015199999324977398,0.00015199999324977398,0.00011899999663000926,0.0001429999974789098,29025,0.0,0.0
2024-10-18 00:00:00+00:00,0.0001429999974789098,0.0001449999981559813,0.00012199999764561653,0.00014000000373926014,13811,0.0,0.0
2024-10-19 00:00:00+00:00,0.00014000000373926014,0.00014099999680183828,0.00011899999663000926,0.00012099999730708078,13792,0.0,0.0
2024-10-20 00:00:00+00:00,0.00012099999730708078,0.00015799999528098851,9.899999713525176e-05,0.00012799999967683107,36410,0.0,0.0
2024-10-21 00:00:00+00:00,0.00012799999967683107,0.00013499999477062374,0.00011700000322889537,0.00012399999832268804,9982,0.0,0.0
2024-10-22 00:00:00+00:00,0.00012399999832268804,0.00013499999477062374,9.999999747378752e-05,0.00011800000356743112,15468,0.0,0.0
2024-10-23 00:00:00+00:00,0.00011800000356743112,0.00012799999967683107,0.00010800000018207356,0.00011500000255182385,25985,0.0,0.0
2024-10-24 00:00:00+00:00,0.00011100000119768083,0.00011899999663000926,0.00010699999984353781,0.0001140000022132881,12965,0.0,0.0
2024-10-25 00:00:00+00:00,0.0001140000022132881,0.00011899999663000926,9.899999713525176e-05,0.00010399999882793054,13757,0.0,0.0
2024-10-26 00:00:00+00:00,0.00010399999882793054,0.0001880000054370612,9.500000305706635e-05,0.00018699999782256782,59508,0.0,0.0
2024-10-27 00:00:00+00:00,0.00018699999782256782,0.00019500000053085387,0.00014000000373926014,0.00015300000086426735,38957,0.0,0.0
2024-10-28 00:00:00+00:00,0.00015300000086426735,0.00016599999798927456,0.00013499999477062374,0.0001539999939268455,14917,0.0,0.0
