TIMESTAMP,VBSWAP_OPEN_PRICE_USD,VBSWAP_HIGH_PRICE_USD,VBSWAP_LOW_PRICE_USD,VBSWAP_CLOSE_PRICE_USD,VBSWAP_VOLUME_USD,VBSWAP_DIVIDENDS_USD,VBSWAP_STOCK_SPLITS_USD
2021-03-18 00:00:00+00:00,1338.435546875,1933.3936767578125,900.5167846679688,1298.60693359375,30260,0.0,0.0
2021-03-19 00:00:00+00:00,1298.5106201171875,1402.180419921875,1198.8936767578125,1200.3602294921875,37603,0.0,0.0
2021-03-20 00:00:00+00:00,1200.1810302734375,1214.365478515625,1197.9844970703125,1212.426513671875,38967,0.0,0.0
2021-03-21 00:00:00+00:00,1212.257568359375,1213.1064453125,1136.814697265625,1137.0068359375,21862,0.0,0.0
2021-03-22 00:00:00+00:00,1137.1336669921875,1305.0914306640625,1129.6558837890625,1301.539306640625,64137,0.0,0.0
2021-03-23 00:00:00+00:00,1301.6429443359375,1434.798095703125,1301.02490234375,1433.9757080078125,41714,0.0,0.0
2021-03-24 00:00:00+00:00,1434.2816162109375,1448.603759765625,1271.397216796875,1271.5142822265625,62043,0.0,0.0
2021-03-25 00:00:00+00:00,1271.512451171875,1271.512451171875,1073.844482421875,1094.491455078125,45688,0.0,0.0
2021-03-26 00:00:00+00:00,1094.441162109375,1175.92822265625,1001.5001831054688,1174.9237060546875,35473,0.0,0.0
2021-03-27 00:00:00+00:00,1174.7637939453125,1272.576171875,1097.5516357421875,1271.68212890625,41513,0.0,0.0
2021-03-28 00:00:00+00:00,1271.8037109375,1326.0792236328125,1270.2606201171875,1320.287841796875,39974,0.0,0.0
2021-03-29 00:00:00+00:00,1320.14111328125,1336.9482421875,1315.132568359375,1332.853271484375,76302,0.0,0.0
2021-03-30 00:00:00+00:00,1332.79833984375,1536.5303955078125,1308.6239013671875,1308.628662109375,42916,0.0,0.0
2021-03-31 00:00:00+00:00,1308.7515869140625,1394.4019775390625,1308.162841796875,1374.739990234375,50305,0.0,0.0
2021-04-01 00:00:00+00:00,1374.677490234375,1375.92236328125,1371.17041015625,1371.991943359375,43864,0.0,0.0
2021-04-02 00:00:00+00:00,1371.8460693359375,1393.05517578125,1368.9981689453125,1390.74267578125,46592,0.0,0.0
