,BTC,ETH,LTC,XMR,XRP,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
ANT,0.44350083508832866,0.5084176163121542,0.4816365282905838,0.3923375049815989,0.38432943974329326,1.0,0.23457729298638455,0.4932170588010813,0.3411948804382479,0.45880985678673375,0.31199180193636233,0.4267716385479975,0.18564286342371106,0.4209258268978057,0.3188809286201612,0.3085587849818811,0.40644440659546277,0.3545965911119893,0.42144742519061856,0.3324037260434365,0.4935008501587388,0.4281816270023984,0.4789810919171365,0.37557561166998166,0.430558746135213,0.4209390856276286,0.36343786221525826,0.39891993743769455,0.42084566440901516,0.4035447822519925,0.46747812625231955,0.4425189661446215
ARK,0.40698467938432165,0.44698817454070566,0.3847219692577195,0.16026738961552728,0.3063514600506033,0.23457729298638455,1.0,0.4836943502835208,0.1267075197693344,0.43368069769961526,0.34149339354006364,0.3611497604843924,0.39640067821035335,0.45450062571587446,0.27801827599525747,0.508940215667153,0.36214034467160783,0.3470917047702802,0.39992929894217905,0.36123192326020287,0.4233936906211588,0.4689828141944095,0.46465053229328196,0.41278691164021913,0.28410099456354854,0.4407214941127544,0.3155771807518024,0.35119368991000616,0.4078386835953014,0.29273019393819943,0.3747060200328776,0.28411138261788516
BAT,0.576616357107864,0.6238739204119967,0.6094030200803405,0.5204120909194869,0.5171771775731414,0.4932170588010813,0.4836943502835208,1.0,0.45582875182296856,0.5987235073278203,0.4337441756646072,0.5491940264098317,0.262400781518327,0.5598129612539091,0.3768539601459322,0.48472479058455165,0.51352709977545,0.46120773520317093,0.5349435645574756,0.49087420810137156,0.6530451899662869,0.5590745005606685,0.6206678609332893,0.3291801317278973,0.5636692107825395,0.569912604735418,0.45798934823169646,0.4690212575872741,0.578962239129947,0.5677025204326973,0.6044044786159815,0.5368001245217922
BTC,1.0,0.757129714166187,0.7467040662896332,0.6378769498084927,0.5272601881018975,0.44350083508832866,0.40698467938432165,0.576616357107864,0.49988116538085325,0.619273549680454,0.48654810562779716,0.6015950132172353,0.3535195495749744,0.6143660327992125,0.3969261198667152,0.406777555360482,0.6299198699713285,0.4331008374105036,0.5275149691999506,0.39360565798897174,0.624614105179505,0.4996810138355179,0.6437026982560079,0.31645986377480045,0.5627734293670589,0.47260455778778127,0.4668651386684735,0.45451586177849895,0.5364196216637918,0.5703895355809318,0.6127229777828203,0.4934325312450307
BTS,0.49988116538085325,0.4910224882305172,0.49136310536476774,0.4458045903545897,0.4054862657863185,0.3411948804382479,0.1267075197693344,0.45582875182296856,1.0,0.4881417433055568,0.32654153299276717,0.45509887935838217,0.2596869794109715,0.4499445626675918,0.40373380077684484,0.08403418751447075,0.4284211553064206,0.341936674726264,0.4247319759352995,0.08056917599605787,0.46317930315093686,0.23214919505086012,0.4663433571076637,0.2258086976689552,0.5131806036399695,0.32335777818009415,0.3106984074085678,0.37702022933264806,0.4253784781276183,0.44086071131519033,0.4812356829211345,0.40769622480795537
DASH,0.619273549680454,0.6522941952115542,0.7138451368254154,0.6394042313806461,0.5381785800389054,0.45880985678673375,0.43368069769961526,0.5987235073278203,0.4881417433055568,1.0,0.4486726859478092,0.5656229345207766,0.28932847495482367,0.6926539473153049,0.4154722069183868,0.4538194531542569,0.5307970618720663,0.4587631029987542,0.5575235091950439,0.4873275071145814,0.6354260511887607,0.557026409726082,0.6430469862047663,0.29734187221591113,0.5451963974877436,0.537643624585269,0.4846083682669725,0.46846724226143466,0.5412479523640041,0.5707945993658352,0.7708681906574345,0.6264970370175617
DCR,0.48654810562779716,0.48797879119457077,0.47824655730965643,0.3614459279240787,0.3378023056052071,0.31199180193636233,0.34149339354006364,0.4337441756646072,0.32654153299276717,0.4486726859478092,1.0,0.4181348319963099,0.20288344532372313,0.42541844931393324,0.29809399472312303,0.3160792080833608,0.4193866168086203,0.3895357793933744,0.38199369915513204,0.36999101962717296,0.4329124883334625,0.5411705437936525,0.4367718412853829,0.3510261325675149,0.3916456339509429,0.3917059778531675,0.3691440522774415,0.3362724815630943,0.4277728748894001,0.3752182429266841,0.4315519556273302,0.3718929646439555
DGB,0.6015950132172353,0.5837952919372356,0.5634302708716776,0.4901103859662772,0.44208207824431067,0.4267716385479975,0.3611497604843924,0.5491940264098317,0.45509887935838217,0.5656229345207766,0.4181348319963099,1.0,0.30790620524336815,0.5066435682052328,0.37259929865423563,0.38805823744361534,0.4964643381532573,0.4235822757395917,0.4680051101826436,0.42557549641634085,0.5619374593571816,0.4636742325042715,0.5385709111940564,0.4423119401433425,0.5623190531689388,0.4643928542742949,0.44803891246884703,0.4170201383927384,0.5213185952652198,0.4692233565371842,0.5572457006590803,0.5012165215588537
DOGE,0.3535195495749744,0.320626129169842,0.33221057956079725,0.2533689589647702,0.25908535920741393,0.18564286342371106,0.39640067821035335,0.262400781518327,0.2596869794109715,0.28932847495482367,0.20288344532372313,0.30790620524336815,1.0,0.35897068159445217,0.26878138774837307,0.36647927720305085,0.4748670800007006,0.20072590292898013,0.24055701439559313,0.3939528182218981,0.2770035488494904,0.5002580729420462,0.30936225357092917,0.11245543695707494,0.4259605263358434,0.44202765050793213,0.4137545373151634,0.18547583919022825,0.21483472691640948,0.3249018567892224,0.28418750011604066,0.27495830555392964
ETC,0.6143660327992125,0.7042854713388103,0.6908623284554196,0.5548971486810877,0.5329006665551239,0.4209258268978057,0.45450062571587446,0.5598129612539091,0.4499445626675918,0.6926539473153049,0.42541844931393324,0.5066435682052328,0.35897068159445217,1.0,0.36775851026917167,0.4926228925167425,0.592162137498732,0.44910627299858413,0.5277179625855225,0.4654684266934222,0.6101821406842736,0.5579582964044985,0.6829397562922275,0.30523494903767645,0.5095358778478386,0.479522511742814,0.4545436786285672,0.443162303944734,0.502544806532849,0.5720905886795281,0.6499106486659412,0.5451888524204368
