TIMESTAMP,MXNBC_OPEN_PRICE_USD,MXNBC_HIGH_PRICE_USD,MXNBC_LOW_PRICE_USD,MXNBC_CLOSE_PRICE_USD,MXNBC_VOLUME_USD,MXNBC_DIVIDENDS_USD,MXNBC_STOCK_SPLITS_USD
2025-03-09 00:00:00+00:00,8.399999933317304e-05,8.499999967170879e-05,7.500000356230885e-05,7.500000356230885e-05,0,0.0,0.0
2025-03-10 00:00:00+00:00,7.500000356230885e-05,7.599999662488699e-05,6.800000119255856e-05,6.800000119255856e-05,0,0.0,0.0
2025-03-11 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,6.600000051548705e-05,6.900000153109431e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,6.900000153109431e-05,6.900000153109431e-05,6.500000017695129e-05,6.800000119255856e-05,0,0.0,0.0
2025-03-13 00:00:00+00:00,6.800000119255856e-05,7.200000254670158e-05,6.800000119255856e-05,7.200000254670158e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,7.200000254670158e-05,7.999999797903001e-05,6.900000153109431e-05,7.999999797903001e-05,0,0.0,0.0
2025-03-15 00:00:00+00:00,7.999999797903001e-05,8.600000001024455e-05,7.999999797903001e-05,8.600000001024455e-05,0,0.0,0.0
2025-03-16 00:00:00+00:00,8.600000001024455e-05,8.600000001024455e-05,8.099999831756577e-05,8.099999831756577e-05,435,0.0,0.0
2025-03-17 00:00:00+00:00,8.099999831756577e-05,8.600000001024455e-05,8.099999831756577e-05,8.399999933317304e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,7.400000322377309e-05,7.400000322377309e-05,0,0.0,0.0
2025-03-19 00:00:00+00:00,7.400000322377309e-05,7.899999764049426e-05,7.300000288523734e-05,7.79999973019585e-05,44,0.0,0.0
2025-03-20 00:00:00+00:00,7.79999973019585e-05,7.79999973019585e-05,7.699999696342275e-05,7.699999696342275e-05,0,0.0,0.0
2025-03-21 00:00:00+00:00,7.699999696342275e-05,7.699999696342275e-05,7.599999662488699e-05,7.599999662488699e-05,0,0.0,0.0
2025-03-22 00:00:00+00:00,7.599999662488699e-05,8.299999899463728e-05,7.599999662488699e-05,8.299999899463728e-05,0,0.0,0.0
2025-03-23 00:00:00+00:00,8.299999899463728e-05,8.499999967170879e-05,8.299999899463728e-05,8.399999933317304e-05,0,0.0,0.0
2025-03-24 00:00:00+00:00,8.399999933317304e-05,9.200000204145908e-05,8.299999899463728e-05,8.900000102585182e-05,0,0.0,0.0
2025-03-25 00:00:00+00:00,8.900000102585182e-05,9.200000204145908e-05,8.800000068731606e-05,9.200000204145908e-05,0,0.0,0.0
2025-03-26 00:00:00+00:00,9.200000204145908e-05,9.200000204145908e-05,8.499999967170879e-05,8.499999967170879e-05,0,0.0,0.0
2025-03-27 00:00:00+00:00,8.499999967170879e-05,8.600000001024455e-05,8.299999899463728e-05,8.299999899463728e-05,0,0.0,0.0
2025-03-28 00:00:00+00:00,8.299999899463728e-05,8.299999899463728e-05,7.300000288523734e-05,7.300000288523734e-05,0,0.0,0.0
2025-03-29 00:00:00+00:00,7.300000288523734e-05,7.400000322377309e-05,6.900000153109431e-05,6.900000153109431e-05,0,0.0,0.0
2025-03-30 00:00:00+00:00,6.900000153109431e-05,7.000000186963007e-05,6.800000119255856e-05,6.800000119255856e-05,0,0.0,0.0
2025-03-31 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.500000017695129e-05,6.500000017695129e-05,0,0.0,0.0
2025-04-01 00:00:00+00:00,6.500000017695129e-05,6.800000119255856e-05,6.500000017695129e-05,6.800000119255856e-05,0,0.0,0.0
2025-04-02 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.500000017695129e-05,6.800000119255856e-05,0,0.0,0.0
2025-04-03 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.0999998822808266e-05,6.199999916134402e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,6.0999998822808266e-05,6.0999998822808266e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.8000001445179805e-05,5.900000178371556e-05,101,0.0,0.0
2025-04-06 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.0999999075429514e-05,5.0999999075429514e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.999999873689376e-05,5.199999941396527e-05,85,0.0,0.0
2025-04-08 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,5.0999999075429514e-05,5.199999941396527e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,4.8000001697801054e-05,5.2999999752501026e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,5.199999941396527e-05,5.199999941396527e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,5.199999941396527e-05,5.900000178371556e-05,4.8999998398358e-05,5.700000110664405e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,5.700000110664405e-05,6.600000051548705e-05,5.700000110664405e-05,6.600000051548705e-05,2,0.0,0.0
2025-04-13 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.299999949987978e-05,6.299999949987978e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,6.299999949987978e-05,6.299999949987978e-05,6.0999998822808266e-05,6.199999916134402e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,6.199999916134402e-05,6.900000153109431e-05,6.199999916134402e-05,6.500000017695129e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,6.500000017695129e-05,6.500000017695129e-05,6.0999998822808266e-05,6.0999998822808266e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,6.0999998822808266e-05,6.299999949987978e-05,5.900000178371556e-05,6.299999949987978e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,6.299999949987978e-05,6.399999983841553e-05,6.299999949987978e-05,6.399999983841553e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,6.399999983841553e-05,6.600000051548705e-05,6.399999983841553e-05,6.500000017695129e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,6.500000017695129e-05,6.500000017695129e-05,6.199999916134402e-05,6.199999916134402e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,6.199999916134402e-05,6.199999916134402e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,6.199999916134402e-05,7.100000220816582e-05,6.199999916134402e-05,7.100000220816582e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,7.100000220816582e-05,9.200000204145908e-05,7.100000220816582e-05,8.299999899463728e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,8.299999899463728e-05,8.299999899463728e-05,7.699999696342275e-05,8.299999899463728e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,8.299999899463728e-05,0.00010599999950500205,8.299999899463728e-05,0.00010299999848939478,320,0.0,0.0
2025-04-26 00:00:00+00:00,0.00010299999848939478,0.00013000000035390258,0.00010299999848939478,0.00013000000035390258,794,0.0,0.0
2025-04-27 00:00:00+00:00,0.00013000000035390258,0.00014800000644754618,0.00013000000035390258,0.00014800000644754618,0,0.0,0.0
2025-04-28 00:00:00+00:00,0.00014800000644754618,0.00019200000679120421,0.00013899999612476677,0.0001880000054370612,1338,0.0,0.0
2025-04-29 00:00:00+00:00,0.0001880000054370612,0.00022600000374950469,0.0001880000054370612,0.00021300000662449747,3243,0.0,0.0
2025-04-30 00:00:00+00:00,0.00021300000662449747,0.00021300000662449747,0.0001539999939268455,0.00020399999630171806,5122,0.0,0.0
2025-05-01 00:00:00+00:00,0.00020399999630171806,0.0002680000034160912,0.00020199999562464654,0.00021399999968707561,7930,0.0,0.0
2025-05-02 00:00:00+00:00,0.00021399999968707561,0.0002460000105202198,0.00021399999968707561,0.00024300000222865492,0,0.0,0.0
2025-05-03 00:00:00+00:00,0.00024300000222865492,0.00024300000222865492,0.00022400000307243317,0.00022899999748915434,0,0.0,0.0
2025-05-04 00:00:00+00:00,0.00022899999748915434,0.00022899999748915434,0.0002119999990100041,0.0002229999954579398,0,0.0,0.0
2025-05-05 00:00:00+00:00,0.0002229999954579398,0.00023400000645779073,0.00021399999968707561,0.00022499999613501132,157,0.0,0.0
2025-05-06 00:00:00+00:00,0.00022499999613501132,0.00022499999613501132,0.0001880000054370612,0.00019700000120792538,31,0.0,0.0
2025-05-07 00:00:00+00:00,0.00019700000120792538,0.0002010000025620684,0.00016500000492669642,0.00016500000492669642,0,0.0,0.0
2025-05-08 00:00:00+00:00,0.00016500000492669642,0.00025499999173916876,0.00016500000492669642,0.0002519999979995191,3002,0.0,0.0
2025-05-09 00:00:00+00:00,0.0002519999979995191,0.0002570000069681555,0.0002280000044265762,0.00023400000645779073,877,0.0,0.0
2025-05-10 00:00:00+00:00,0.00023400000645779073,0.00024199999461416155,0.0002280000044265762,0.00024199999461416155,78,0.0,0.0
2025-05-11 00:00:00+00:00,0.00024199999461416155,0.00024199999461416155,0.0002229999954579398,0.00022600000374950469,0,0.0,0.0
2025-05-12 00:00:00+00:00,0.00022600000374950469,0.0002610000083222985,0.00022600000374950469,0.00024300000222865492,0,0.0,0.0
2025-05-13 00:00:00+00:00,0.00024300000222865492,0.00026699999580159783,0.00024199999461416155,0.00025599999935366213,1019,0.0,0.0
2025-05-14 00:00:00+00:00,0.00025599999935366213,0.00025599999935366213,0.0002390000008745119,0.00024399999529123306,0,0.0,0.0
2025-05-15 00:00:00+00:00,0.00024399999529123306,0.00024399999529123306,0.0002209999947808683,0.0002209999947808683,317,0.0,0.0
2025-05-16 00:00:00+00:00,0.0002209999947808683,0.00023200000578071922,0.00021300000662449747,0.00021399999968707561,627,0.0,0.0
2025-05-17 00:00:00+00:00,0.00021399999968707561,0.00021399999968707561,0.000195999993593432,0.000195999993593432,0,0.0,0.0
2025-05-18 00:00:00+00:00,0.000195999993593432,0.0002479999966453761,0.000195999993593432,0.00023700000019744039,334,0.0,0.0
2025-05-19 00:00:00+00:00,0.00023700000019744039,0.0002410000015515834,0.0002099999983329326,0.00022699999681208283,369,0.0,0.0
2025-05-20 00:00:00+00:00,0.00022699999681208283,0.00023099999816622585,0.00022000000171829015,0.00022499999613501132,214,0.0,0.0
2025-05-21 00:00:00+00:00,0.00022499999613501132,0.00023400000645779073,0.0002209999947808683,0.00022600000374950469,0,0.0,0.0
2025-05-22 00:00:00+00:00,0.00022600000374950469,0.00023200000578071922,0.0002209999947808683,0.00022699999681208283,426,0.0,0.0
2025-05-23 00:00:00+00:00,0.00022699999681208283,0.00024500000290572643,0.00021800000104121864,0.00021800000104121864,124,0.0,0.0
2025-05-24 00:00:00+00:00,0.00021800000104121864,0.00023200000578071922,0.00021699999342672527,0.00021699999342672527,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.00021699999342672527,0.00021699999342672527,0.00020199999562464654,0.00020700000459328294,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.00020700000459328294,0.00023999999393709004,0.00020700000459328294,0.00022600000374950469,353,0.0,0.0
2025-05-27 00:00:00+00:00,0.00022600000374950469,0.00027200000477023423,0.00022600000374950469,0.0002500000118743628,0,0.0,0.0
2025-05-28 00:00:00+00:00,0.0002500000118743628,0.0002500000118743628,0.00022899999748915434,0.0002300000051036477,135,0.0,0.0
2025-05-29 00:00:00+00:00,0.0002300000051036477,0.0002390000008745119,0.0002209999947808683,0.00022499999613501132,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.00022499999613501132,0.00022499999613501132,0.000195999993593432,0.000195999993593432,0,0.0,0.0
2025-05-31 00:00:00+00:00,0.000195999993593432,0.00019799999427050352,0.00017699999443721026,0.00019799999427050352,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.0001983187103178352,0.0001983187103178352,0.00018489878857508302,0.0001956235064426437,516,0.0,0.0
