TIMESTAMP,HADES23405_OPEN_PRICE_USD,HADES23405_HIGH_PRICE_USD,HADES23405_LOW_PRICE_USD,HADES23405_CLOSE_PRICE_USD,HADES23405_VOLUME_USD,HADES23405_DIVIDENDS_USD,HADES23405_STOCK_SPLITS_USD
2023-02-05 00:00:00+00:00,2.8253180980682373,3.035460948944092,2.7918601036071777,3.035460948944092,790222,0.0,0.0
2023-02-06 00:00:00+00:00,3.0408849716186523,3.350325107574463,2.7754859924316406,2.776078939437866,770893,0.0,0.0
2023-02-07 00:00:00+00:00,2.7785511016845703,3.454116106033325,2.7500810623168945,2.8891708850860596,848943,0.0,0.0
2023-02-08 00:00:00+00:00,2.8886029720306396,2.994265079498291,2.4674460887908936,2.472364902496338,695936,0.0,0.0
2023-02-09 00:00:00+00:00,2.4721109867095947,2.4762771129608154,2.0307469367980957,2.0408880710601807,671979,0.0,0.0
2023-02-10 00:00:00+00:00,2.035813093185425,2.610508918762207,1.9926550388336182,2.6054420471191406,363122,0.0,0.0
2023-02-11 00:00:00+00:00,2.6057939529418945,2.7934250831604004,2.2917890548706055,2.6957740783691406,301001,0.0,0.0
2023-02-12 00:00:00+00:00,2.6949989795684814,2.9745020866394043,2.3823249340057373,2.9095699787139893,277233,0.0,0.0
2023-02-13 00:00:00+00:00,2.909014940261841,3.7291300296783447,2.2892870903015137,2.5062038898468018,526021,0.0,0.0
2023-02-14 00:00:00+00:00,2.506201982498169,2.5870919227600098,2.18351411819458,2.2350590229034424,240122,0.0,0.0
2023-02-15 00:00:00+00:00,2.2351269721984863,2.3913090229034424,1.8645429611206055,2.0448250770568848,324654,0.0,0.0
2023-02-16 00:00:00+00:00,2.044792890548706,2.0461668968200684,1.791509985923767,1.7946850061416626,298463,0.0,0.0
2023-02-17 00:00:00+00:00,1.7946670055389404,1.921990990638733,1.755599021911621,1.7572970390319824,193113,0.0,0.0
2023-02-18 00:00:00+00:00,1.7576040029525757,1.8263510465621948,1.6616179943084717,1.677935004234314,167411,0.0,0.0
2023-02-19 00:00:00+00:00,1.678117036819458,1.6923290491104126,1.5158029794692993,1.5407730340957642,212955,0.0,0.0
2023-02-20 00:00:00+00:00,1.540621042251587,1.54680597782135,1.3027249574661255,1.314378023147583,209822,0.0,0.0
