TIMESTAMP,ASRR_OPEN_PRICE_USD,ASRR_HIGH_PRICE_USD,ASRR_LOW_PRICE_USD,ASRR_CLOSE_PRICE_USD,Adj Close,ASRR_VOLUME_USD,ASRR_DIVIDENDS_USD,ASRR_STOCK_SPLITS_USD
,0.27087873220443726,0.3794967830181122,0.27050232887268066,0.35666754841804504,,17692680.0,0.0,0.0
