TIMESTAMP,CPS_OPEN_PRICE_USD,CPS_HIGH_PRICE_USD,CPS_LOW_PRICE_USD,CPS_CLOSE_PRICE_USD,CPS_VOLUME_USD,CPS_DIVIDENDS_USD,CPS_STOCK_SPLITS_USD
2022-06-30 00:00:00+00:00,0.0038159999530762434,0.003920000046491623,0.0037899999879300594,0.003918999806046486,204577,0.0,0.0
2022-07-01 00:00:00+00:00,0.003920999821275473,0.004005999770015478,0.0038769999518990517,0.003965000156313181,409787,0.0,0.0
2022-07-02 00:00:00+00:00,0.003965999931097031,0.003971000202000141,0.0038079998921602964,0.0038429999258369207,468140,0.0,0.0
2022-07-03 00:00:00+00:00,0.0038429999258369207,0.003845999948680401,0.0037120000924915075,0.0037559999618679285,395772,0.0,0.0
2022-07-04 00:00:00+00:00,0.0037559999618679285,0.004219000227749348,0.0034719998948276043,0.003515999997034669,653218,0.0,0.0
2022-07-05 00:00:00+00:00,0.003515999997034669,0.0035280000884085894,0.0032760000322014093,0.0033160001039505005,231721,0.0,0.0
2022-07-06 00:00:00+00:00,0.0033160001039505005,0.0035069999285042286,0.002604000037536025,0.0034829999785870314,372198,0.0,0.0
2022-07-07 00:00:00+00:00,0.0034829999785870314,0.0035310001112520695,0.0034580000210553408,0.0034990001004189253,484845,0.0,0.0
2022-07-08 00:00:00+00:00,0.0034990001004189253,0.0035210000351071358,0.003469000104814768,0.0035089999437332153,471438,0.0,0.0
2022-07-09 00:00:00+00:00,0.003507999936118722,0.0035490000154823065,0.0034860000014305115,0.003531999886035919,499174,0.0,0.0
2022-07-10 00:00:00+00:00,0.003531999886035919,0.0035379999317228794,0.003355999942868948,0.003355999942868948,443948,0.0,0.0
2022-07-11 00:00:00+00:00,0.003355999942868948,0.003425000002607703,0.003252000082284212,0.0033909999765455723,392877,0.0,0.0
2022-07-12 00:00:00+00:00,0.003389999968931079,0.003389999968931079,0.0033309999853372574,0.0033519999124109745,375318,0.0,0.0
2022-07-13 00:00:00+00:00,0.0033519999124109745,0.003389999968931079,0.003326999954879284,0.0033859999384731054,356901,0.0,0.0
2022-07-14 00:00:00+00:00,0.0033859999384731054,0.0034149999264627695,0.003367000026628375,0.0034030000679194927,504776,0.0,0.0
2022-07-15 00:00:00+00:00,0.0034030000679194927,0.003415999934077263,0.003346000099554658,0.0033939999993890524,537595,0.0,0.0
2022-07-16 00:00:00+00:00,0.0033939999993890524,0.00342399999499321,0.003364000003784895,0.0034179999493062496,526077,0.0,0.0
2022-07-17 00:00:00+00:00,0.0034179999493062496,0.003444999922066927,0.003398000029847026,0.0034020000603049994,471711,0.0,0.0
2022-07-18 00:00:00+00:00,0.0034020000603049994,0.003452999982982874,0.0033809999004006386,0.0034199999645352364,476675,0.0,0.0
2022-07-19 00:00:00+00:00,0.0034179999493062496,0.0034469999372959137,0.003387999953702092,0.003438000101596117,440595,0.0,0.0
2022-07-20 00:00:00+00:00,0.003438000101596117,0.003444999922066927,0.0033889999613165855,0.003406000090762973,1461170,0.0,0.0
2022-07-21 00:00:00+00:00,0.003406000090762973,0.0034169999416917562,0.003364000003784895,0.003392999991774559,2127226,0.0,0.0
2022-07-22 00:00:00+00:00,0.003392999991774559,0.0036150000523775816,0.0033710000570863485,0.003493000054731965,2086711,0.0,0.0
2022-07-23 00:00:00+00:00,0.0034920000471174717,0.0035329998936504126,0.003473999910056591,0.0035290000960230827,2585235,0.0,0.0
2022-07-24 00:00:00+00:00,0.0035290000960230827,0.0036959999706596136,0.0035260000731796026,0.0036830001045018435,2337356,0.0,0.0
2022-07-25 00:00:00+00:00,0.0036830001045018435,0.0037879999727010727,0.0032550001051276922,0.0034149999264627695,1763793,0.0,0.0
2022-07-26 00:00:00+00:00,0.0034149999264627695,0.003513999981805682,0.003240999998524785,0.0033660000190138817,2492123,0.0,0.0
2022-07-27 00:00:00+00:00,0.0033660000190138817,0.0033909999765455723,0.0032289999071508646,0.00330400001257658,3644756,0.0,0.0
2022-07-28 00:00:00+00:00,0.00330400001257658,0.00330700003542006,0.003080999944359064,0.003306000027805567,4246383,0.0,0.0
