,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.021943747951642698,0.14744337608474642,0.12151641760350408,0.06055974754957003,6483202.777407393,2534.3387671213854,2088.691700520834,0.057358906623760864,-0.18080939053566306
1,0.0214081118972294,0.1440661183180791,0.1128506433486155,0.059474435428029826,6324954.453906684,2476.289255046099,1939.740365423387,0.05614021834747431,0.33882386277341814
2,0.023112960749478467,0.15153378107756796,0.13060657674426135,0.052567761662373626,6828641.960012569,2604.6468093073777,2244.9383383736554,0.050297921440814464,0.3362413842404888
3,0.024987628818575833,0.15517714049904838,0.12770492403308134,0.048767579403292134,7382512.614762307,2667.2720687371675,2195.0639878472216,0.046766395764846036,0.22573971098604495
4,0.08902807346438957,0.28505667831234444,0.256738397075992,0.0780149089307406,26303051.835367214,4899.71484595994,4412.96443716398,0.07544215824789109,-0.06409696035452266
5,0.0235313370606232,0.15047349421109682,0.12335821779088983,0.04348464266385757,10569233.174132891,3189.028799137506,2614.3667309027774,0.04213795141127807,0.18102992746536728
6,0.005737838252947,0.0725179835542572,0.05864522977667027,0.04779398890245953,8579610.548907356,2804.1766161520645,2267.735152889785,0.045936241780383434,-0.20741721279280242
7,0.0043861973566477665,0.0657754477165365,0.054814234843807874,0.0555664942386441,6558547.390981237,2543.452032931687,2119.5960080645164,0.0528905639914116,0.4376004969997984
8,0.0055558232681697664,0.0702606850329074,0.060073778712822636,0.08887152483691342,17109911.48249511,3899.0791691870195,3333.7622135416664,0.0845430914104367,-1.7405730507998793
9,0.0040135605394130336,0.057250775132917466,0.05214616070915531,0.079113556251297,14101410.024489524,3393.499005504071,3090.9265860215055,0.07540405492630477,-0.6847671132255226
10,0.006515946035100366,0.06935017565461037,0.06410063450573066,0.10105823234591717,24774051.663072754,4276.193183312858,3952.5016440972227,0.09633068749699514,-2.961968224086059
11,0.0057432155304943,0.0756528946049239,0.0700262399034776,0.15129243034938564,21836074.20484704,4664.824112467637,4317.879438844086,0.141735677821204,-0.9211955969358877
Mean,0.01966370341039262,0.12037987918325303,0.10271512125400072,0.07221377521354005,13070933.510865174,3329.376222072068,2881.5138836408864,0.06874865577190004,-0.43678268052210156
