TIMESTAMP,EZI_OPEN_PRICE_USD,EZI_HIGH_PRICE_USD,EZI_LOW_PRICE_USD,EZI_CLOSE_PRICE_USD,EZI_VOLUME_USD,EZI_DIVIDENDS_USD,EZI_STOCK_SPLITS_USD
2022-05-23 00:00:00+00:00,,,,0.0,87331,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,92012,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,17534,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,9175,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,23708,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,22308,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,4455,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,4677,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,6571,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,5724,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,5470,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,3574,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,734,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,576,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,1156,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,1518,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,1924,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,2115,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,1882,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,2692,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,3134,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,1815,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,1386,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,872,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,680,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,948,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,841,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,671,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,1094,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,1022,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,596,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,251,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,131,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,873,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,1242,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,574,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,212,0.0,0.0
2022-06-29 00:00:00+00:00,,,,0.0,1432,0.0,0.0
2022-06-30 00:00:00+00:00,,,,0.0,2228,0.0,0.0
2022-07-01 00:00:00+00:00,,,,0.0,1162,0.0,0.0
2022-07-02 00:00:00+00:00,,,,0.0,382,0.0,0.0
2022-07-03 00:00:00+00:00,,,,0.0,506,0.0,0.0
2022-07-04 00:00:00+00:00,,,,0.0,369,0.0,0.0
2022-07-05 00:00:00+00:00,,,,0.0,2371,0.0,0.0
2022-07-06 00:00:00+00:00,,,,0.0,869,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,677,0.0,0.0
2022-07-08 00:00:00+00:00,,,,0.0,175,0.0,0.0
2022-07-09 00:00:00+00:00,,,,0.0,240,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,168,0.0,0.0
2022-07-11 00:00:00+00:00,,,,0.0,87,0.0,0.0
2022-07-12 00:00:00+00:00,,,,0.0,276,0.0,0.0
2022-07-13 00:00:00+00:00,,,,0.0,290,0.0,0.0
2022-07-14 00:00:00+00:00,,,,0.0,1907,0.0,0.0
2022-07-15 00:00:00+00:00,,,,0.0,2714,0.0,0.0
2022-07-16 00:00:00+00:00,,,,0.0,959,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,196,0.0,0.0
2022-07-18 00:00:00+00:00,,,,0.0,127,0.0,0.0
2022-07-19 00:00:00+00:00,,,,0.0,219,0.0,0.0
2022-07-20 00:00:00+00:00,,,,0.0,178,0.0,0.0
2022-07-21 00:00:00+00:00,,,,0.0,2726,0.0,0.0
2022-07-22 00:00:00+00:00,,,,0.0,333,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,221,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,65,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,376,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,703,0.0,0.0
2022-07-27 00:00:00+00:00,,,,0.0,864,0.0,0.0
2022-07-28 00:00:00+00:00,,,,0.0,533,0.0,0.0
2022-07-29 00:00:00+00:00,,,,0.0,614,0.0,0.0
2022-07-30 00:00:00+00:00,,,,0.0,919,0.0,0.0
2022-07-31 00:00:00+00:00,,,,0.0,427,0.0,0.0
2022-08-01 00:00:00+00:00,,,,0.0,131,0.0,0.0
2022-12-07 00:00:00+00:00,,,,0.0,2,0.0,0.0
2022-12-11 00:00:00+00:00,,,,0.0,54,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-06-01 00:00:00+00:00,2.961218215080663e-10,2.9817626145955956e-10,2.8905092208653116e-10,2.920968189545903e-10,1,0.0,0.0
