TIMESTAMP,CBK_OPEN_PRICE_USD,CBK_HIGH_PRICE_USD,CBK_LOW_PRICE_USD,CBK_CLOSE_PRICE_USD,CBK_VOLUME_USD,CBK_DIVIDENDS_USD,CBK_STOCK_SPLITS_USD
2020-12-24 00:00:00+00:00,6.773976802825928,6.773976802825928,5.884014129638672,6.389739036560059,55608055,0.0,0.0
2020-12-25 00:00:00+00:00,6.397934913635254,7.876070022583008,5.257582187652588,5.798503875732422,79580604,0.0,0.0
2020-12-26 00:00:00+00:00,5.798548221588135,5.798548221588135,4.681743144989014,4.8404130935668945,18920842,0.0,0.0
2020-12-27 00:00:00+00:00,4.872176170349121,4.872176170349121,4.0707221031188965,4.334959983825684,22514132,0.0,0.0
2020-12-28 00:00:00+00:00,4.31724214553833,4.31724214553833,3.7928950786590576,3.890507936477661,3958851,0.0,0.0
2020-12-29 00:00:00+00:00,3.843513011932373,4.732344150543213,3.5029830932617188,4.296041965484619,22284721,0.0,0.0
2020-12-30 00:00:00+00:00,4.2245659828186035,4.2245659828186035,3.5727179050445557,3.826033115386963,3564448,0.0,0.0
2020-12-31 00:00:00+00:00,3.8345580101013184,3.8391029834747314,3.144547939300537,3.44063401222229,75397,0.0,0.0
2021-01-01 00:00:00+00:00,3.440448045730591,4.40547513961792,3.3743960857391357,4.102060794830322,28928399,0.0,0.0
2021-01-02 00:00:00+00:00,4.102071762084961,4.19751501083374,3.4884419441223145,3.8348169326782227,4106227,0.0,0.0
2021-01-03 00:00:00+00:00,3.834861993789673,3.834861993789673,3.349165916442871,3.655910015106201,2116528,0.0,0.0
2021-01-04 00:00:00+00:00,3.6560781002044678,3.6649789810180664,2.8233609199523926,2.99188494682312,122108,0.0,0.0
2021-01-05 00:00:00+00:00,2.9779679775238037,3.1234819889068604,2.8375749588012695,3.0866448879241943,59843,0.0,0.0
2021-01-06 00:00:00+00:00,3.0892560482025146,3.395237922668457,3.0358479022979736,3.386198043823242,1850730,0.0,0.0
2021-01-07 00:00:00+00:00,3.3587989807128906,3.381618022918701,3.069322109222412,3.3035008907318115,2087707,0.0,0.0
2021-01-08 00:00:00+00:00,3.283036947250366,3.299294948577881,2.693557024002075,2.793174982070923,59755,0.0,0.0
2021-01-09 00:00:00+00:00,2.773758888244629,3.063965082168579,2.6841399669647217,3.0215721130371094,60105,0.0,0.0
2021-01-10 00:00:00+00:00,3.0243608951568604,3.229274034500122,2.8969740867614746,2.950428009033203,111605,0.0,0.0
2021-01-11 00:00:00+00:00,2.9535279273986816,3.143946886062622,2.542433977127075,2.8091390132904053,139910,0.0,0.0
2021-01-12 00:00:00+00:00,2.8093650341033936,2.8192780017852783,2.615938901901245,2.760607957839966,31539,0.0,0.0
