TIMESTAMP,BABYSOL_OPEN_PRICE_USD,BABYSOL_HIGH_PRICE_USD,BABYSOL_LOW_PRICE_USD,BABYSOL_CLOSE_PRICE_USD,BABYSOL_VOLUME_USD,BABYSOL_DIVIDENDS_USD,BABYSOL_STOCK_SPLITS_USD
2024-03-14 00:00:00+00:00,0.020002000033855438,0.029044000431895256,0.013837999664247036,0.017054999247193336,780470,0.0,0.0
2024-03-15 00:00:00+00:00,0.017054999247193336,0.021661000326275826,0.010444999672472477,0.011834999546408653,311221,0.0,0.0
2024-03-16 00:00:00+00:00,0.011834999546408653,0.012701000086963177,0.008716999553143978,0.009366000071167946,124360,0.0,0.0
2024-03-17 00:00:00+00:00,0.009366000071167946,0.14959600567817688,0.009366000071167946,0.14920899271965027,4874591,0.0,0.0
2024-03-18 00:00:00+00:00,0.19609099626541138,0.22569599747657776,0.057388000190258026,0.060972001403570175,15027818,0.0,0.0
2024-03-19 00:00:00+00:00,0.08912000060081482,0.09620500355958939,0.037324000149965286,0.048243001103401184,2382990,0.0,0.0
2024-03-20 00:00:00+00:00,0.0481019988656044,0.0979669988155365,0.040199000388383865,0.0655599981546402,1826601,0.0,0.0
2024-03-21 00:00:00+00:00,0.0655599981546402,0.07567500323057175,0.05534299835562706,0.062125999480485916,968340,0.0,0.0
2024-03-22 00:00:00+00:00,0.062088001519441605,0.06397800147533417,0.04031600058078766,0.04778100177645683,857544,0.0,0.0
2024-03-23 00:00:00+00:00,0.04778699949383736,0.050287000834941864,0.029934000223875046,0.03432999923825264,585156,0.0,0.0
2024-03-24 00:00:00+00:00,0.03432999923825264,0.045903000980615616,0.01968199945986271,0.025908000767230988,826842,0.0,0.0
2024-03-25 00:00:00+00:00,0.025908000767230988,0.03381999954581261,0.022321999073028564,0.02253600023686886,402162,0.0,0.0
2024-03-26 00:00:00+00:00,0.02253600023686886,0.0257789995521307,0.020406000316143036,0.022012000903487206,242438,0.0,0.0
2024-03-27 00:00:00+00:00,0.022012000903487206,0.041429001837968826,0.01967800036072731,0.028408000245690346,802692,0.0,0.0
2024-03-28 00:00:00+00:00,0.028404999524354935,0.0322749987244606,0.0226610004901886,0.026846999302506447,382775,0.0,0.0
2024-03-29 00:00:00+00:00,0.026846999302506447,0.03267600014805794,0.019999999552965164,0.024379000067710876,605615,0.0,0.0
2024-03-30 00:00:00+00:00,0.024379000067710876,0.02505899965763092,0.019272999837994576,0.02114900015294552,324640,0.0,0.0
2024-03-31 00:00:00+00:00,0.02114900015294552,0.026984000578522682,0.018290000036358833,0.024188000708818436,270277,0.0,0.0
2024-04-01 00:00:00+00:00,0.024188000708818436,0.028894999995827675,0.018379999324679375,0.02643200010061264,283936,0.0,0.0
2024-04-02 00:00:00+00:00,0.02643200010061264,0.03371800109744072,0.020440999418497086,0.028737999498844147,337706,0.0,0.0
2024-04-03 00:00:00+00:00,0.028737999498844147,0.03216499835252762,0.024880999699234962,0.025092000141739845,159312,0.0,0.0
2024-04-04 00:00:00+00:00,0.025092000141739845,0.026657000184059143,0.023358000442385674,0.02428700029850006,108105,0.0,0.0
2024-04-05 00:00:00+00:00,0.02428700029850006,0.025766000151634216,0.020374000072479248,0.02434000000357628,83141,0.0,0.0
2024-04-06 00:00:00+00:00,0.02434000000357628,0.0266100000590086,0.02318600006401539,0.024706000462174416,85905,0.0,0.0
2024-04-07 00:00:00+00:00,0.024706000462174416,0.026221999898552895,0.0223229993134737,0.023652000352740288,67490,0.0,0.0
2024-04-08 00:00:00+00:00,0.023652000352740288,0.02609100006520748,0.020886000245809555,0.021417999640107155,87937,0.0,0.0
2024-04-09 00:00:00+00:00,0.021417999640107155,0.02283100038766861,0.019315000623464584,0.0196749996393919,92059,0.0,0.0
2024-04-10 00:00:00+00:00,0.0196749996393919,0.023000000044703484,0.01883300021290779,0.022148000076413155,90317,0.0,0.0
2024-04-11 00:00:00+00:00,0.022148000076413155,0.02228200063109398,0.018069999292492867,0.01978299953043461,77472,0.0,0.0
2024-04-12 00:00:00+00:00,0.01978299953043461,0.020831000059843063,0.015931999310851097,0.01789199933409691,74857,0.0,0.0
2024-04-13 00:00:00+00:00,0.01789199933409691,0.017955999821424484,0.014580000191926956,0.017062999308109283,38595,0.0,0.0
2024-04-14 00:00:00+00:00,0.017062999308109283,0.017118999734520912,0.01345099974423647,0.015845000743865967,64918,0.0,0.0
2024-04-15 00:00:00+00:00,0.015994999557733536,0.0167820006608963,0.014809999614953995,0.014840999618172646,31896,0.0,0.0
