TIMESTAMP,DAR_OPEN_PRICE_USD,DAR_HIGH_PRICE_USD,DAR_LOW_PRICE_USD,DAR_CLOSE_PRICE_USD,DAR_VOLUME_USD,DAR_DIVIDENDS_USD,DAR_STOCK_SPLITS_USD
2021-11-04 00:00:00+00:00,4.905875205993652,4.906280994415283,2.511441946029663,3.313309907913208,1224132413,0.0,0.0
2021-11-05 00:00:00+00:00,3.306298017501831,3.3829751014709473,2.513279914855957,2.6130900382995605,292588932,0.0,0.0
2021-11-06 00:00:00+00:00,2.6014881134033203,2.796081066131592,2.1857850551605225,2.2013649940490723,113289202,0.0,0.0
2021-11-07 00:00:00+00:00,2.2047460079193115,2.366873025894165,2.054374933242798,2.086116075515747,55750644,0.0,0.0
2021-11-08 00:00:00+00:00,2.083237886428833,2.083237886428833,1.816838026046753,1.9150530099868774,68601235,0.0,0.0
2021-11-09 00:00:00+00:00,1.9149889945983887,2.1031908988952637,1.8527710437774658,1.8534140586853027,53583298,0.0,0.0
2021-11-10 00:00:00+00:00,1.853430986404419,2.229741096496582,1.8505430221557617,1.9630850553512573,90790949,0.0,0.0
2021-11-11 00:00:00+00:00,1.9672050476074219,1.9672050476074219,1.872027039527893,1.8853700160980225,28521161,0.0,0.0
2021-11-12 00:00:00+00:00,1.8830809593200684,1.8936549425125122,1.6840360164642334,1.7812089920043945,31801535,0.0,0.0
2021-11-13 00:00:00+00:00,1.7794159650802612,2.8300909996032715,1.761167049407959,2.3036611080169678,409948105,0.0,0.0
2021-11-14 00:00:00+00:00,2.2980270385742188,2.3084468841552734,2.0647759437561035,2.129369020462036,88266679,0.0,0.0
2021-11-15 00:00:00+00:00,2.127121925354004,2.327958106994629,1.9605740308761597,1.9755150079727173,49104762,0.0,0.0
2021-11-16 00:00:00+00:00,1.9824819564819336,2.040168046951294,1.7627509832382202,1.9112019538879395,38166757,0.0,0.0
