TIMESTAMP,MAHA33008_OPEN_PRICE_USD,MAHA33008_HIGH_PRICE_USD,MAHA33008_LOW_PRICE_USD,MAHA33008_CLOSE_PRICE_USD,MAHA33008_VOLUME_USD,MAHA33008_DIVIDENDS_USD,MAHA33008_STOCK_SPLITS_USD
2024-09-13 00:00:00+00:00,0.0002589999930933118,0.00030300000798888505,0.00018200000340584666,0.00018400000408291817,68827,0.0,0.0
2024-09-14 00:00:00+00:00,0.00018400000408291817,0.0002099999983329326,0.00018099999579135329,0.00020500000391621143,25337,0.0,0.0
2024-09-15 00:00:00+00:00,0.00020500000391621143,0.00020500000391621143,9.899999713525176e-05,0.00014400000509340316,61264,0.0,0.0
2024-09-16 00:00:00+00:00,0.00014400000509340316,0.00014400000509340316,0.00010800000018207356,0.00011100000119768083,18323,0.0,0.0
2024-09-17 00:00:00+00:00,0.00011100000119768083,0.00011100000119768083,7.599999662488699e-05,0.00010399999882793054,72981,0.0,0.0
2024-09-18 00:00:00+00:00,0.00010399999882793054,0.00012700000661425292,9.000000136438757e-05,9.100000170292333e-05,66317,0.0,0.0
2024-09-19 00:00:00+00:00,9.100000170292333e-05,9.300000237999484e-05,7.599999662488699e-05,7.899999764049426e-05,7933,0.0,0.0
2024-09-20 00:00:00+00:00,7.899999764049426e-05,8.199999865610152e-05,7.000000186963007e-05,7.000000186963007e-05,9208,0.0,0.0
2024-09-21 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,5.6000000768108293e-05,6.600000051548705e-05,9664,0.0,0.0
2024-09-22 00:00:00+00:00,6.600000051548705e-05,8.600000001024455e-05,6.600000051548705e-05,7.300000288523734e-05,14329,0.0,0.0
2024-09-23 00:00:00+00:00,7.300000288523734e-05,0.00010900000052060932,7.300000288523734e-05,8.800000068731606e-05,34994,0.0,0.0
2024-09-24 00:00:00+00:00,8.800000068731606e-05,8.800000068731606e-05,7.699999696342275e-05,7.699999696342275e-05,5849,0.0,0.0
2024-09-25 00:00:00+00:00,7.699999696342275e-05,7.899999764049426e-05,7.699999696342275e-05,7.899999764049426e-05,693,0.0,0.0
2024-09-26 00:00:00+00:00,7.899999764049426e-05,9.300000237999484e-05,7.79999973019585e-05,9.300000237999484e-05,7218,0.0,0.0
2024-09-27 00:00:00+00:00,9.300000237999484e-05,9.300000237999484e-05,7.699999696342275e-05,7.699999696342275e-05,8141,0.0,0.0
2024-09-28 00:00:00+00:00,7.699999696342275e-05,8.299999899463728e-05,7.699999696342275e-05,7.899999764049426e-05,4833,0.0,0.0
2024-09-29 00:00:00+00:00,7.899999764049426e-05,7.899999764049426e-05,7.400000322377309e-05,7.400000322377309e-05,2340,0.0,0.0
2024-09-30 00:00:00+00:00,7.400000322377309e-05,7.400000322377309e-05,4.199999966658652e-05,4.199999966658652e-05,13514,0.0,0.0
2024-10-01 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.099999958067201e-05,3.199999991920777e-05,5616,0.0,0.0
2024-10-02 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.9000000722589903e-05,2.9000000722589903e-05,2327,0.0,0.0
2024-10-03 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.8000000384054147e-05,2.8000000384054147e-05,196,0.0,0.0
2024-10-04 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.5999999706982635e-05,1763,0.0,0.0
2024-10-05 00:00:00+00:00,2.5999999706982635e-05,3.099999958067201e-05,2.5999999706982635e-05,2.9999999242136255e-05,3706,0.0,0.0
2024-10-06 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.8000000384054147e-05,1327,0.0,0.0
2024-10-07 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2024-10-08 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,83,0.0,0.0
2024-10-09 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.300000051036477e-05,2.300000051036477e-05,2704,0.0,0.0
2024-10-10 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.300000051036477e-05,2.300000051036477e-05,295,0.0,0.0
2024-10-11 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.300000051036477e-05,2.300000051036477e-05,88,0.0,0.0
2024-10-12 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.300000051036477e-05,2.4000000848900527e-05,727,0.0,0.0
2024-10-13 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.4000000848900527e-05,2.4000000848900527e-05,43,0.0,0.0
2024-10-14 00:00:00+00:00,2.4000000848900527e-05,3.099999958067201e-05,2.4000000848900527e-05,2.9000000722589903e-05,6292,0.0,0.0
2024-10-15 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,413,0.0,0.0
2024-10-16 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,0,0.0,0.0
2024-10-17 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.5999999706982635e-05,1530,0.0,0.0
2024-10-18 00:00:00+00:00,2.5999999706982635e-05,3.099999958067201e-05,2.5999999706982635e-05,3.099999958067201e-05,6946,0.0,0.0
2024-10-19 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2024-10-20 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2024-10-21 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.8000000384054147e-05,2.8000000384054147e-05,1779,0.0,0.0
2024-10-22 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,79,0.0,0.0
2024-10-23 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2024-10-24 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.5999999706982635e-05,638,0.0,0.0
2024-10-25 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2024-10-26 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2024-10-27 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2024-10-28 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.499999936844688e-05,2.499999936844688e-05,27,0.0,0.0
2024-10-29 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,760,0.0,0.0
2024-10-30 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.700000004551839e-05,2.700000004551839e-05,0,0.0,0.0
2024-10-31 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.700000004551839e-05,2.700000004551839e-05,140,0.0,0.0
2024-11-01 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,162,0.0,0.0
2024-11-02 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.4000000848900527e-05,730,0.0,0.0
2024-11-03 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.4000000848900527e-05,2.499999936844688e-05,1023,0.0,0.0
2024-11-04 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.300000051036477e-05,2.300000051036477e-05,1355,0.0,0.0
2024-11-05 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.2000000171829015e-05,2.300000051036477e-05,693,0.0,0.0
2024-11-06 00:00:00+00:00,2.300000051036477e-05,6.900000153109431e-05,2.300000051036477e-05,3.9999998989515007e-05,61811,0.0,0.0
2024-11-07 00:00:00+00:00,3.9999998989515007e-05,5.400000009103678e-05,3.9999998989515007e-05,5.400000009103678e-05,13095,0.0,0.0
2024-11-08 00:00:00+00:00,5.400000009103678e-05,0.00016700000560376793,5.400000009103678e-05,9.600000339560211e-05,69249,0.0,0.0
2024-11-09 00:00:00+00:00,9.600000339560211e-05,0.0001449999981559813,8.600000001024455e-05,0.0001230000052601099,42173,0.0,0.0
2024-11-10 00:00:00+00:00,0.0001230000052601099,0.00013099999341648072,0.00010199999815085903,0.00011300000187475234,123175,0.0,0.0
2024-11-11 00:00:00+00:00,0.00011300000187475234,0.00019999999494757503,0.00011200000153621659,0.00015900000289548188,47748,0.0,0.0
2024-11-12 00:00:00+00:00,0.00015900000289548188,0.00017100000695791095,0.00013299999409355223,0.00016700000560376793,31111,0.0,0.0
2024-11-13 00:00:00+00:00,0.00016700000560376793,0.00048099999548867345,0.00016700000560376793,0.00038899999344721437,359015,0.0,0.0
2024-11-14 00:00:00+00:00,0.00038899999344721437,0.0008609999786131084,0.00031999999191612005,0.0004360000020824373,798050,0.0,0.0
2024-11-15 00:00:00+00:00,0.0004360000020824373,0.0007329999934881926,0.0004360000020824373,0.0005869999877177179,263613,0.0,0.0
2024-11-16 00:00:00+00:00,0.0005869999877177179,0.0005869999877177179,0.00025499999173916876,0.00030899999546818435,146978,0.0,0.0
2024-11-17 00:00:00+00:00,0.00030899999546818435,0.0004199999966658652,0.0002479999966453761,0.00024900000425986946,122425,0.0,0.0
2024-11-18 00:00:00+00:00,0.00024900000425986946,0.0002530000056140125,0.00019500000053085387,0.0002530000056140125,57944,0.0,0.0
2024-11-19 00:00:00+00:00,0.0002530000056140125,0.0002570000069681555,0.00016799999866634607,0.0001720000000204891,59025,0.0,0.0
2024-11-20 00:00:00+00:00,0.0001720000000204891,0.00017499999376013875,0.0001500000071246177,0.00015100000018719584,25199,0.0,0.0
