TIMESTAMP,BOMI_OPEN_PRICE_USD,BOMI_HIGH_PRICE_USD,BOMI_LOW_PRICE_USD,BOMI_CLOSE_PRICE_USD,BOMI_VOLUME_USD,BOMI_DIVIDENDS_USD,BOMI_STOCK_SPLITS_USD
2025-02-08 00:00:00+00:00,0.9388059973716736,0.9789369702339172,0.9388059973716736,0.9698870182037354,1127,0.0,0.0
2025-02-09 00:00:00+00:00,0.9698870182037354,0.9780319929122925,0.9282680153846741,0.9282680153846741,1394,0.0,0.0
2025-02-10 00:00:00+00:00,0.9282680153846741,0.935903012752533,0.9282680153846741,0.9293779730796814,421,0.0,0.0
2025-02-11 00:00:00+00:00,0.9293779730796814,1.03814697265625,0.9293779730796814,0.9592880010604858,2837,0.0,0.0
2025-02-12 00:00:00+00:00,0.9592880010604858,0.9606339931488037,0.939300000667572,0.939300000667572,394,0.0,0.0
2025-02-13 00:00:00+00:00,0.939300000667572,0.9864299893379211,0.939300000667572,0.9816359877586365,1303,0.0,0.0
2025-02-14 00:00:00+00:00,0.9816359877586365,1.0509779453277588,0.9816359877586365,1.0058070421218872,3057,0.0,0.0
2025-02-15 00:00:00+00:00,1.0058070421218872,1.0058070421218872,0.9482809901237488,0.965054988861084,2057,0.0,0.0
2025-02-16 00:00:00+00:00,0.965054988861084,0.965054988861084,0.9419980049133301,0.9498310089111328,539,0.0,0.0
2025-02-17 00:00:00+00:00,0.9498310089111328,0.9867929816246033,0.8466169834136963,0.8466169834136963,3725,0.0,0.0
2025-02-18 00:00:00+00:00,0.8466169834136963,0.8466169834136963,0.8466169834136963,0.8466169834136963,0,0.0,0.0
2025-02-19 00:00:00+00:00,0.8466169834136963,0.8466169834136963,0.8150990009307861,0.8409339785575867,712,0.0,0.0
2025-02-20 00:00:00+00:00,0.8409339785575867,0.8409339785575867,0.7257680296897888,0.7330179810523987,3943,0.0,0.0
2025-02-21 00:00:00+00:00,0.7330179810523987,0.7387049794197083,0.663657009601593,0.663657009601593,1983,0.0,0.0
2025-02-22 00:00:00+00:00,0.663657009601593,0.6669170260429382,0.6017619967460632,0.607450008392334,2725,0.0,0.0
2025-02-23 00:00:00+00:00,0.607450008392334,0.6166449785232544,0.607450008392334,0.6130470037460327,35,0.0,0.0
2025-02-24 00:00:00+00:00,0.6130470037460327,0.6130470037460327,0.5410330295562744,0.5410330295562744,819,0.0,0.0
2025-02-25 00:00:00+00:00,0.5410330295562744,0.5517669916152954,0.5238010287284851,0.5517669916152954,389,0.0,0.0
2025-02-26 00:00:00+00:00,0.5517669916152954,0.5535150170326233,0.5119919776916504,0.5240920186042786,1684,0.0,0.0
2025-02-27 00:00:00+00:00,0.5240920186042786,0.5537769794464111,0.5240920186042786,0.5523939728736877,553,0.0,0.0
