TIMESTAMP,CIRCLE34783_OPEN_PRICE_USD,CIRCLE34783_HIGH_PRICE_USD,CIRCLE34783_LOW_PRICE_USD,CIRCLE34783_CLOSE_PRICE_USD,CIRCLE34783_VOLUME_USD,CIRCLE34783_DIVIDENDS_USD,CIRCLE34783_STOCK_SPLITS_USD
2025-02-13 00:00:00+00:00,1.6600300073623657,1.6600300073623657,1.5768109560012817,1.5911719799041748,6948,0.0,0.0
2025-02-14 00:00:00+00:00,1.5911719799041748,1.6260260343551636,1.5911719799041748,1.6021900177001953,11382,0.0,0.0
2025-02-15 00:00:00+00:00,1.6021900177001953,1.6033689975738525,1.510903000831604,1.5130339860916138,10087,0.0,0.0
2025-02-16 00:00:00+00:00,1.5130339860916138,1.5217989683151245,1.4830549955368042,1.4830549955368042,6170,0.0,0.0
2025-02-17 00:00:00+00:00,1.4830549955368042,1.4830549955368042,1.3370909690856934,1.342421054840088,17154,0.0,0.0
2025-02-18 00:00:00+00:00,1.342421054840088,1.3526769876480103,1.2797249555587769,1.2805969715118408,8070,0.0,0.0
2025-02-19 00:00:00+00:00,1.2805969715118408,1.3091399669647217,1.2805969715118408,1.3037209510803223,5203,0.0,0.0
2025-02-20 00:00:00+00:00,1.3037209510803223,1.3411109447479248,1.3014349937438965,1.3045519590377808,10492,0.0,0.0
2025-02-21 00:00:00+00:00,1.3045519590377808,1.3276170492172241,1.2328490018844604,1.2328490018844604,7422,0.0,0.0
2025-02-22 00:00:00+00:00,1.2328490018844604,1.2835890054702759,1.207306981086731,1.2766989469528198,17041,0.0,0.0
2025-02-23 00:00:00+00:00,1.2766989469528198,1.296373963356018,1.2733139991760254,1.2913039922714233,4607,0.0,0.0
2025-02-24 00:00:00+00:00,1.2957210540771484,1.2957210540771484,1.039039969444275,1.039039969444275,22035,0.0,0.0
2025-02-25 00:00:00+00:00,1.039039969444275,1.039039969444275,0.9363920092582703,1.0136929750442505,24807,0.0,0.0
2025-02-26 00:00:00+00:00,1.0136929750442505,1.0530019998550415,0.8834450244903564,0.9041879773139954,183241,0.0,0.0
2025-02-27 00:00:00+00:00,0.9041879773139954,0.9254220128059387,0.8786450028419495,0.880495011806488,16536,0.0,0.0
2025-02-28 00:00:00+00:00,0.880495011806488,0.8970350027084351,0.8202769756317139,0.8592579960823059,31063,0.0,0.0
2025-03-01 00:00:00+00:00,0.8592579960823059,0.8784310221672058,0.8382850289344788,0.8533840179443359,10405,0.0,0.0
2025-03-02 00:00:00+00:00,0.8533840179443359,0.9589080214500427,0.8533840179443359,0.9572589993476868,17712,0.0,0.0
2025-03-03 00:00:00+00:00,0.9572589993476868,0.9572589993476868,0.8080040216445923,0.8163880109786987,15637,0.0,0.0
2025-03-04 00:00:00+00:00,0.8163880109786987,0.8446019887924194,0.7884529829025269,0.8421549797058105,28742,0.0,0.0
