TIMESTAMP,SPXC_OPEN_PRICE_USD,SPXC_HIGH_PRICE_USD,SPXC_LOW_PRICE_USD,SPXC_CLOSE_PRICE_USD,SPXC_VOLUME_USD,SPXC_DIVIDENDS_USD,SPXC_STOCK_SPLITS_USD
2022-12-09 00:00:00+00:00,,,,0.0,89873,0.0,0.0
2022-12-10 00:00:00+00:00,,,,0.0,157534,0.0,0.0
2022-12-11 00:00:00+00:00,,,,0.0,78667,0.0,0.0
2022-12-12 00:00:00+00:00,,,,0.0,48009,0.0,0.0
2022-12-13 00:00:00+00:00,,,,0.0,26654,0.0,0.0
2022-12-14 00:00:00+00:00,,,,0.0,23181,0.0,0.0
2022-12-15 00:00:00+00:00,,,,0.0,10062,0.0,0.0
2022-12-16 00:00:00+00:00,,,,0.0,133273,0.0,0.0
2022-12-17 00:00:00+00:00,,,,0.0,145762,0.0,0.0
2022-12-18 00:00:00+00:00,,,,0.0,181243,0.0,0.0
2022-12-19 00:00:00+00:00,,,,0.0,137187,0.0,0.0
2022-12-20 00:00:00+00:00,,,,0.0,74118,0.0,0.0
2022-12-21 00:00:00+00:00,,,,0.0,187644,0.0,0.0
2022-12-22 00:00:00+00:00,,,,0.0,68391,0.0,0.0
2022-12-23 00:00:00+00:00,,,,0.0,64110,0.0,0.0
2022-12-24 00:00:00+00:00,,,,0.0,65623,0.0,0.0
2022-12-25 00:00:00+00:00,,,,0.0,137118,0.0,0.0
2022-12-26 00:00:00+00:00,,,,0.0,63612,0.0,0.0
2022-12-27 00:00:00+00:00,,,,0.0,63870,0.0,0.0
2022-12-28 00:00:00+00:00,,,,0.0,65492,0.0,0.0
2022-12-29 00:00:00+00:00,,,,0.0,77216,0.0,0.0
2022-12-30 00:00:00+00:00,,,,0.0,188845,0.0,0.0
2022-12-31 00:00:00+00:00,,,,0.0,128253,0.0,0.0
2023-01-01 00:00:00+00:00,,,,0.0,61661,0.0,0.0
2023-01-02 00:00:00+00:00,,,,0.0,70553,0.0,0.0
2023-01-03 00:00:00+00:00,,,,0.0,63154,0.0,0.0
2023-01-04 00:00:00+00:00,,,,0.0,63606,0.0,0.0
2023-01-05 00:00:00+00:00,,,,0.0,62591,0.0,0.0
2023-01-06 00:00:00+00:00,,,,0.0,103479,0.0,0.0
2023-01-07 00:00:00+00:00,,,,0.0,63126,0.0,0.0
2023-01-08 00:00:00+00:00,,,,0.0,63099,0.0,0.0
2023-01-09 00:00:00+00:00,,,,0.0,44910,0.0,0.0
2023-01-10 00:00:00+00:00,,,,0.0,164800,0.0,0.0
2023-01-11 00:00:00+00:00,,,,0.0,66815,0.0,0.0
2023-01-12 00:00:00+00:00,,,,0.0,66356,0.0,0.0
2023-01-13 00:00:00+00:00,,,,0.0,59699,0.0,0.0
2023-01-14 00:00:00+00:00,,,,0.0,61630,0.0,0.0
2023-01-15 00:00:00+00:00,,,,0.0,58112,0.0,0.0
2023-01-16 00:00:00+00:00,,,,0.0,63568,0.0,0.0
2023-01-17 00:00:00+00:00,,,,0.0,56053,0.0,0.0
2023-01-18 00:00:00+00:00,,,,0.0,52053,0.0,0.0
2023-01-19 00:00:00+00:00,,,,0.0,104245,0.0,0.0
2023-01-20 00:00:00+00:00,,,,0.0,58609,0.0,0.0
2023-01-21 00:00:00+00:00,,,,0.0,53562,0.0,0.0
2023-01-22 00:00:00+00:00,,,,0.0,71481,0.0,0.0
2023-01-23 00:00:00+00:00,,,,0.0,245580,0.0,0.0
2023-01-24 00:00:00+00:00,,,,0.0,110326,0.0,0.0
2023-01-25 00:00:00+00:00,,,,0.0,144491,0.0,0.0
2023-01-26 00:00:00+00:00,,,,0.0,65007,0.0,0.0
2023-01-27 00:00:00+00:00,,,,0.0,75024,0.0,0.0
2023-01-28 00:00:00+00:00,,,,0.0,76471,0.0,0.0
2023-01-29 00:00:00+00:00,,,,0.0,58543,0.0,0.0
2023-01-30 00:00:00+00:00,,,,0.0,54498,0.0,0.0
2023-01-31 00:00:00+00:00,,,,0.0,43547,0.0,0.0
2023-02-01 00:00:00+00:00,,,,0.0,10641,0.0,0.0
