TIMESTAMP,VITE_OPEN_PRICE_USD,VITE_HIGH_PRICE_USD,VITE_LOW_PRICE_USD,VITE_CLOSE_PRICE_USD,VITE_VOLUME_USD,VITE_DIVIDENDS_USD,VITE_STOCK_SPLITS_USD
2018-07-18 00:00:00+00:00,0.10576699674129486,0.11487500369548798,0.10290300101041794,0.10661700367927551,623905,0.0,0.0
2018-07-19 00:00:00+00:00,0.1065870001912117,0.10943599790334702,0.10061199963092804,0.1014380007982254,332581,0.0,0.0
2018-07-20 00:00:00+00:00,0.10147199779748917,0.10545200109481812,0.08891099691390991,0.09077399969100952,213732,0.0,0.0
2018-07-21 00:00:00+00:00,0.09077700227499008,0.09843599796295166,0.08897300064563751,0.09475400298833847,352513,0.0,0.0
2018-07-22 00:00:00+00:00,0.09470199793577194,0.09724400192499161,0.09340699762105942,0.09373000264167786,612037,0.0,0.0
2018-07-23 00:00:00+00:00,0.09370800107717514,0.09661299735307693,0.09121300280094147,0.0928419977426529,44099,0.0,0.0
2018-07-24 00:00:00+00:00,0.09283000230789185,0.09750699996948242,0.09039799869060516,0.09587600082159042,134465,0.0,0.0
2018-07-25 00:00:00+00:00,0.09603100270032883,0.09955000132322311,0.09442199766635895,0.09608499705791473,211797,0.0,0.0
2018-07-26 00:00:00+00:00,0.09599699825048447,0.10250099748373032,0.09511400014162064,0.09557200223207474,185381,0.0,0.0
2018-07-27 00:00:00+00:00,0.09553100168704987,0.09787099808454514,0.09301000088453293,0.096049003303051,216302,0.0,0.0
2018-07-28 00:00:00+00:00,0.09606599807739258,0.09861599653959274,0.09469500184059143,0.09615399688482285,159128,0.0,0.0
2018-07-29 00:00:00+00:00,0.0961420014500618,0.09711900353431702,0.09374099969863892,0.0946739986538887,53704,0.0,0.0
2018-07-30 00:00:00+00:00,0.09469100087881088,0.09619899839162827,0.0896029993891716,0.09312400221824646,19246,0.0,0.0
2018-07-31 00:00:00+00:00,0.09251199662685394,0.0928340032696724,0.08462099730968475,0.08545099943876266,41686,0.0,0.0
