TIMESTAMP,ASUSDF_OPEN_PRICE_USD,ASUSDF_HIGH_PRICE_USD,ASUSDF_LOW_PRICE_USD,ASUSDF_CLOSE_PRICE_USD,ASUSDF_VOLUME_USD,ASUSDF_DIVIDENDS_USD,ASUSDF_STOCK_SPLITS_USD
2025-03-14 00:00:00+00:00,1.012470006942749,1.0150959491729736,1.0122580528259277,1.014219045639038,0,0.0,0.0
2025-03-15 00:00:00+00:00,1.014219045639038,1.014220952987671,1.0117000341415405,1.0117000341415405,22036,0.0,0.0
2025-03-16 00:00:00+00:00,1.0117000341415405,1.0149129629135132,1.0104470252990723,1.0138980150222778,0,0.0,0.0
2025-03-17 00:00:00+00:00,1.0138980150222778,1.0149539709091187,1.0119249820709229,1.0120619535446167,119337,0.0,0.0
2025-03-18 00:00:00+00:00,1.0120619535446167,1.0126110315322876,1.0067939758300781,1.0109339952468872,135375,0.0,0.0
2025-03-19 00:00:00+00:00,1.0109339952468872,1.0121569633483887,1.0105129480361938,1.011978030204773,82620,0.0,0.0
2025-03-20 00:00:00+00:00,1.011978030204773,1.0121630430221558,1.0098439455032349,1.0110989809036255,115089,0.0,0.0
2025-03-21 00:00:00+00:00,1.0110989809036255,1.0114179849624634,1.0108829736709595,1.01139497756958,0,0.0,0.0
2025-03-22 00:00:00+00:00,1.01139497756958,1.011654019355774,1.0109909772872925,1.0111850500106812,15173,0.0,0.0
2025-03-23 00:00:00+00:00,1.0111850500106812,1.012436032295227,1.010545015335083,1.0120259523391724,126277,0.0,0.0
2025-03-24 00:00:00+00:00,1.0120259523391724,1.0130120515823364,1.011841058731079,1.0125590562820435,0,0.0,0.0
2025-03-25 00:00:00+00:00,1.0125080347061157,1.012990951538086,1.0115580558776855,1.0126819610595703,84679,0.0,0.0
2025-03-26 00:00:00+00:00,1.0126819610595703,1.0136109590530396,1.0113669633865356,1.0127240419387817,129577,0.0,0.0
2025-03-27 00:00:00+00:00,1.0127240419387817,1.0131280422210693,1.0084949731826782,1.0084949731826782,239235,0.0,0.0
2025-03-28 00:00:00+00:00,1.0084949731826782,1.014840006828308,1.0084949731826782,1.0124319791793823,157291,0.0,0.0
2025-03-29 00:00:00+00:00,1.0124319791793823,1.0142149925231934,1.0118989944458008,1.0133320093154907,0,0.0,0.0
2025-03-30 00:00:00+00:00,1.0133320093154907,1.013651967048645,1.0119980573654175,1.013031005859375,95236,0.0,0.0
2025-03-31 00:00:00+00:00,1.013031005859375,1.0133819580078125,1.0111110210418701,1.0128940343856812,186659,0.0,0.0
