TIMESTAMP,ITHEUM_OPEN_PRICE_USD,ITHEUM_HIGH_PRICE_USD,ITHEUM_LOW_PRICE_USD,ITHEUM_CLOSE_PRICE_USD,ITHEUM_VOLUME_USD,ITHEUM_DIVIDENDS_USD,ITHEUM_STOCK_SPLITS_USD
2022-04-30 00:00:00+00:00,0.7435879707336426,0.7435879707336426,0.6701480150222778,0.6862850189208984,2858108,0.0,0.0
2022-05-01 00:00:00+00:00,0.6862850189208984,0.6974449753761292,0.5985469818115234,0.6191340088844299,2532774,0.0,0.0
2022-05-02 00:00:00+00:00,0.6191340088844299,0.6294469833374023,0.6002359986305237,0.6140400171279907,1291927,0.0,0.0
2022-05-03 00:00:00+00:00,0.6140400171279907,0.6580680012702942,0.6096829771995544,0.6350430250167847,1614453,0.0,0.0
2022-05-04 00:00:00+00:00,0.6350430250167847,0.7147060036659241,0.6350430250167847,0.6960369944572449,1594779,0.0,0.0
2022-05-05 00:00:00+00:00,0.6960369944572449,0.7142410278320312,0.5771260261535645,0.5861129760742188,1975920,0.0,0.0
2022-05-06 00:00:00+00:00,0.5861129760742188,0.5909709930419922,0.5028129816055298,0.5293359756469727,1394528,0.0,0.0
2022-05-07 00:00:00+00:00,0.5293359756469727,0.5293359756469727,0.46941399574279785,0.480771005153656,693795,0.0,0.0
2022-05-08 00:00:00+00:00,0.480771005153656,0.4822779893875122,0.42269399762153625,0.4278370141983032,1329104,0.0,0.0
2022-05-09 00:00:00+00:00,0.4278370141983032,0.43397200107574463,0.387796014547348,0.3930090069770813,465328,0.0,0.0
2022-05-10 00:00:00+00:00,0.3930090069770813,0.43243899941444397,0.3909069895744324,0.4029090106487274,435084,0.0,0.0
2022-05-11 00:00:00+00:00,0.4029090106487274,0.40746599435806274,0.2960279881954193,0.30442601442337036,486529,0.0,0.0
2022-05-12 00:00:00+00:00,0.30442601442337036,0.3144589960575104,0.26355698704719543,0.2746169865131378,274466,0.0,0.0
2022-05-13 00:00:00+00:00,0.2746169865131378,0.32638099789619446,0.27304500341415405,0.30828800797462463,220504,0.0,0.0
