TIMESTAMP,314DAO_OPEN_PRICE_USD,314DAO_HIGH_PRICE_USD,314DAO_LOW_PRICE_USD,314DAO_CLOSE_PRICE_USD,314DAO_VOLUME_USD,314DAO_DIVIDENDS_USD,314DAO_STOCK_SPLITS_USD
2024-06-03 00:00:00+00:00,346.0989990234375,354.77532958984375,238.8154754638672,325.9343566894531,346354,0.0,0.0
2024-06-04 00:00:00+00:00,323.29034423828125,330.57904052734375,252.5818328857422,291.81768798828125,176096,0.0,0.0
2024-06-05 00:00:00+00:00,289.75518798828125,321.2170715332031,252.626220703125,310.3619384765625,168195,0.0,0.0
2024-06-06 00:00:00+00:00,308.3179931640625,317.9461364746094,261.14935302734375,302.9933166503906,136962,0.0,0.0
2024-06-07 00:00:00+00:00,304.01153564453125,334.1222229003906,273.7661437988281,300.37310791015625,122004,0.0,0.0
2024-06-08 00:00:00+00:00,300.37310791015625,321.63250732421875,280.6707458496094,301.27447509765625,63129,0.0,0.0
2024-06-09 00:00:00+00:00,301.3406066894531,321.9039611816406,291.586669921875,311.09088134765625,60960,0.0,0.0
2024-06-10 00:00:00+00:00,310.8314208984375,356.9593200683594,304.90679931640625,320.3302307128906,77453,0.0,0.0
2024-06-11 00:00:00+00:00,320.3302307128906,361.37371826171875,305.83941650390625,325.0719909667969,138541,0.0,0.0
2024-06-12 00:00:00+00:00,324.9073791503906,381.069580078125,316.62615966796875,326.2182922363281,76002,0.0,0.0
2024-06-13 00:00:00+00:00,326.2182922363281,335.42474365234375,282.0981140136719,285.8534851074219,89595,0.0,0.0
2024-06-14 00:00:00+00:00,285.8534851074219,302.3922119140625,220.8695068359375,241.9381103515625,148788,0.0,0.0
2024-06-15 00:00:00+00:00,241.9381103515625,280.6661682128906,240.95762634277344,266.9804992675781,50419,0.0,0.0
2024-06-16 00:00:00+00:00,266.9804992675781,289.92498779296875,251.50888061523438,253.7301025390625,58378,0.0,0.0
2024-06-17 00:00:00+00:00,253.7301025390625,259.1823425292969,217.48355102539062,236.7223663330078,88086,0.0,0.0
2024-06-18 00:00:00+00:00,236.7223663330078,239.4122314453125,183.02381896972656,233.99847412109375,121579,0.0,0.0
2024-06-19 00:00:00+00:00,233.99847412109375,255.48915100097656,224.61773681640625,225.1031494140625,46067,0.0,0.0
2024-06-20 00:00:00+00:00,225.1031494140625,226.1995086669922,181.62850952148438,194.15037536621094,55171,0.0,0.0
2024-06-21 00:00:00+00:00,194.15037536621094,201.72593688964844,162.51956176757812,201.52317810058594,89210,0.0,0.0
2024-06-22 00:00:00+00:00,201.42051696777344,201.72019958496094,165.9269561767578,179.28187561035156,50158,0.0,0.0
2024-06-23 00:00:00+00:00,179.28187561035156,186.8608856201172,146.32945251464844,154.51190185546875,63480,0.0,0.0
2024-06-24 00:00:00+00:00,154.51190185546875,158.09439086914062,102.50208282470703,125.21722412109375,104204,0.0,0.0
2024-06-25 00:00:00+00:00,125.21722412109375,134.80287170410156,105.40234375,111.70354461669922,50835,0.0,0.0
2024-06-26 00:00:00+00:00,111.70354461669922,162.75062561035156,111.70354461669922,145.40753173828125,97879,0.0,0.0
2024-06-27 00:00:00+00:00,145.4279022216797,149.8566436767578,133.94070434570312,146.9561309814453,32733,0.0,0.0
2024-06-28 00:00:00+00:00,146.9561309814453,151.5110626220703,118.99063110351562,119.06121063232422,31724,0.0,0.0
2024-06-29 00:00:00+00:00,119.06121063232422,123.82051849365234,107.31903839111328,108.653564453125,17398,0.0,0.0
2024-06-30 00:00:00+00:00,108.653564453125,110.77025604248047,93.64716339111328,102.16851043701172,32484,0.0,0.0
