TIMESTAMP,PEEPA_OPEN_PRICE_USD,PEEPA_HIGH_PRICE_USD,PEEPA_LOW_PRICE_USD,PEEPA_CLOSE_PRICE_USD,PEEPA_VOLUME_USD,PEEPA_DIVIDENDS_USD,PEEPA_STOCK_SPLITS_USD
2023-07-10 00:00:00+00:00,,,,0.0,62422,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,39579,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,27482,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,17222,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,7245,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,4762,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,97834,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,28476,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,188391,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,274099,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,49352,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,35917,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,32880,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,19446,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,26961,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,5067,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,7287,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,10134,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,3236,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,5349,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,2086,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,1368,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,2402,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,2014,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,2129,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,1544,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,1950,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,1403,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,2186,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,422,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,69,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,1173,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,884,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,759,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,1281,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,3790,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,6838,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,535,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,549,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,869,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,983,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,896,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,166,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,1742,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,337,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,6023,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,891,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,209,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,21114,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,18884,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,1409,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,294,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,2274,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,1027,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,109,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,1113,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,2144,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,1194,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,1517,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,2012,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,991,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,770,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,280,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,696,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,1605,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,508,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,127,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,419,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,187,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,608,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,901,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,328,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,314,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,61,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,314,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,722,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,384,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,44,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,394,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,117,0.0,0.0
