TIMESTAMP,SHARE_OPEN_PRICE_USD,SHARE_HIGH_PRICE_USD,SHARE_LOW_PRICE_USD,SHARE_CLOSE_PRICE_USD,SHARE_VOLUME_USD,SHARE_DIVIDENDS_USD,SHARE_STOCK_SPLITS_USD
2020-09-03 00:00:00+00:00,1.3803839683532715,1.5091010332107544,1.0257879495620728,1.0771880149841309,53748,0.0,0.0
2020-09-04 00:00:00+00:00,1.0805519819259644,1.0814679861068726,0.5222769975662231,0.5922939777374268,22484,0.0,0.0
2020-09-05 00:00:00+00:00,0.592503011226654,2.6678268909454346,0.5821030139923096,1.581923007965088,88001,0.0,0.0
2020-09-06 00:00:00+00:00,1.580124020576477,2.758080005645752,1.5795890092849731,2.1115710735321045,194071,0.0,0.0
2020-09-07 00:00:00+00:00,2.1115710735321045,2.2833139896392822,1.2700649499893188,1.4535080194473267,184621,0.0,0.0
2020-09-08 00:00:00+00:00,1.453644037246704,1.4965089559555054,0.9857860207557678,1.0158610343933105,51027,0.0,0.0
2020-09-09 00:00:00+00:00,1.0163010358810425,1.2009429931640625,1.0128250122070312,1.1928399801254272,29505,0.0,0.0
2020-09-10 00:00:00+00:00,1.1928399801254272,1.361219048500061,1.1340889930725098,1.238489031791687,43511,0.0,0.0
2020-09-11 00:00:00+00:00,1.239135980606079,1.3461530208587646,1.0448720455169678,1.1406689882278442,48075,0.0,0.0
2020-09-12 00:00:00+00:00,1.1405069828033447,1.2221779823303223,0.9676129817962646,1.0409519672393799,56254,0.0,0.0
2020-09-13 00:00:00+00:00,1.0410219430923462,1.0421439409255981,0.7728589773178101,0.8068510293960571,67492,0.0,0.0
2020-09-14 00:00:00+00:00,0.8079100251197815,0.8810160160064697,0.7012079954147339,0.8520339727401733,77404,0.0,0.0
2020-09-15 00:00:00+00:00,0.8520339727401733,1.0436660051345825,0.8037539720535278,0.8806710243225098,48766,0.0,0.0
2020-09-16 00:00:00+00:00,0.880316972732544,1.0445289611816406,0.8225499987602234,0.8817790150642395,183932,0.0,0.0
2020-09-17 00:00:00+00:00,0.881434977054596,1.012294054031372,0.8811150193214417,0.9274749755859375,45377,0.0,0.0
2020-09-18 00:00:00+00:00,0.9261350035667419,1.1681389808654785,0.833404004573822,0.9381629824638367,73395,0.0,0.0
2020-09-19 00:00:00+00:00,0.9381629824638367,0.9899669885635376,0.7973160147666931,0.8231970071792603,69756,0.0,0.0
2020-09-20 00:00:00+00:00,0.8241260051727295,0.8241260051727295,0.6782450079917908,0.6835259795188904,60150,0.0,0.0
2020-09-21 00:00:00+00:00,0.6835259795188904,0.6906229853630066,0.6321110129356384,0.6351460218429565,0,0.0,0.0
2020-09-22 00:00:00+00:00,0.6351460218429565,0.6351460218429565,0.4179390072822571,0.42525699734687805,15691,0.0,0.0
2020-09-23 00:00:00+00:00,0.422868013381958,0.6239230036735535,0.25285300612449646,0.25299400091171265,32382,0.0,0.0
2020-09-24 00:00:00+00:00,0.25299400091171265,0.623341977596283,0.2049729973077774,0.2366970032453537,12446,0.0,0.0
2020-09-25 00:00:00+00:00,0.2366970032453537,0.6427770256996155,0.21615900099277496,0.2234790027141571,9359,0.0,0.0
2020-09-26 00:00:00+00:00,0.2234790027141571,0.6408489942550659,0.1912049949169159,0.19601799547672272,3019,0.0,0.0
2020-09-27 00:00:00+00:00,0.19601799547672272,0.6536470055580139,0.08723799884319305,0.09153400361537933,21742,0.0,0.0
2020-09-28 00:00:00+00:00,0.6518080234527588,0.6632239818572998,0.07276500016450882,0.10385899990797043,13415,0.0,0.0
2020-09-29 00:00:00+00:00,0.10385899990797043,0.6551240086555481,0.10158699750900269,0.6537899971008301,0,0.0,0.0
2020-09-30 00:00:00+00:00,0.6537899971008301,0.6559510231018066,0.6472309827804565,0.6559510231018066,0,0.0,0.0
2020-10-01 00:00:00+00:00,0.6559510231018066,0.6699619889259338,0.6432639956474304,0.6484799981117249,0,0.0,0.0
2020-10-02 00:00:00+00:00,0.6484799981117249,0.6488459706306458,0.6258950233459473,0.6304900050163269,0,0.0,0.0
2020-10-03 00:00:00+00:00,0.6304900050163269,0.6388069987297058,0.6298519968986511,0.6363490223884583,0,0.0,0.0
2020-10-04 00:00:00+00:00,0.6363490223884583,0.642117977142334,0.6335219740867615,0.6410080194473267,0,0.0,0.0
2020-10-05 00:00:00+00:00,0.6409860253334045,0.6462889909744263,0.6406710147857666,0.6453400254249573,0,0.0,0.0
2020-10-06 00:00:00+00:00,0.6453400254249573,0.6468089818954468,0.6251170039176941,0.6261829733848572,0,0.0,0.0
2020-10-07 00:00:00+00:00,0.6261829733848572,0.6261829733848572,0.6187189817428589,0.6220449805259705,0,0.0,0.0
2020-10-08 00:00:00+00:00,0.6220449805259705,0.6356809735298157,0.6177160143852234,0.635549008846283,0,0.0,0.0
2020-10-09 00:00:00+00:00,0.635549008846283,0.6631460189819336,0.6351519823074341,0.6626089811325073,0,0.0,0.0
2020-10-10 00:00:00+00:00,0.6626089811325073,0.685496985912323,0.6622310280799866,0.6818850040435791,0,0.0,0.0
2020-10-11 00:00:00+00:00,0.6818850040435791,0.6877400279045105,0.6802870035171509,0.6837999820709229,0,0.0,0.0
2020-10-12 00:00:00+00:00,0.6837999820709229,0.708774983882904,0.6737189888954163,0.7031490206718445,0,0.0,0.0
2020-10-13 00:00:00+00:00,0.7031490206718445,0.706275999546051,0.6889470219612122,0.6986250281333923,0,0.0,0.0
2020-10-14 00:00:00+00:00,0.6986250281333923,0.7072740197181702,0.6863660216331482,0.6930760145187378,0,0.0,0.0
2020-10-15 00:00:00+00:00,0.6930760145187378,0.6960070133209229,0.680420994758606,0.6915109753608704,0,0.0,0.0
2020-10-16 00:00:00+00:00,0.6915109753608704,0.6942629814147949,0.6660910248756409,0.6710039973258972,0,0.0,0.0
2020-10-17 00:00:00+00:00,0.6710039973258972,0.6749029755592346,0.6671379804611206,0.6737350225448608,0,0.0,0.0
2020-10-18 00:00:00+00:00,0.6734179854393005,0.6911849975585938,0.6726319789886475,0.6910369992256165,0,0.0,0.0
2020-10-19 00:00:00+00:00,0.6910369992256165,0.7016500234603882,0.6834030151367188,0.6947320103645325,0,0.0,0.0
2020-10-20 00:00:00+00:00,0.6947320103645325,0.6955839991569519,0.6734089851379395,0.6744610071182251,0,0.0,0.0
