TIMESTAMP,FETS_OPEN_PRICE_USD,FETS_HIGH_PRICE_USD,FETS_LOW_PRICE_USD,FETS_CLOSE_PRICE_USD,FETS_VOLUME_USD,FETS_DIVIDENDS_USD,FETS_STOCK_SPLITS_USD
2023-06-16 00:00:00+00:00,5.700000110664405e-05,6.0999998822808266e-05,5.6000000768108293e-05,5.999999848427251e-05,524,0.0,0.0
2023-06-17 00:00:00+00:00,5.999999848427251e-05,6.299999949987978e-05,5.900000178371556e-05,5.999999848427251e-05,188,0.0,0.0
2023-06-18 00:00:00+00:00,5.999999848427251e-05,7.400000322377309e-05,5.999999848427251e-05,7.400000322377309e-05,1315,0.0,0.0
2023-06-19 00:00:00+00:00,7.400000322377309e-05,7.400000322377309e-05,6.900000153109431e-05,7.000000186963007e-05,342,0.0,0.0
2023-06-20 00:00:00+00:00,7.000000186963007e-05,7.300000288523734e-05,7.000000186963007e-05,7.300000288523734e-05,97,0.0,0.0
2023-06-21 00:00:00+00:00,7.300000288523734e-05,7.699999696342275e-05,7.100000220816582e-05,7.599999662488699e-05,420,0.0,0.0
2023-06-22 00:00:00+00:00,7.599999662488699e-05,9.40000027185306e-05,7.599999662488699e-05,8.299999899463728e-05,1276,0.0,0.0
2023-06-23 00:00:00+00:00,8.299999899463728e-05,8.70000003487803e-05,8.199999865610152e-05,8.600000001024455e-05,125,0.0,0.0
2023-06-24 00:00:00+00:00,8.600000001024455e-05,8.70000003487803e-05,7.899999764049426e-05,7.899999764049426e-05,171,0.0,0.0
2023-06-25 00:00:00+00:00,7.899999764049426e-05,8.099999831756577e-05,6.900000153109431e-05,7.000000186963007e-05,661,0.0,0.0
2023-06-26 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,6.0999998822808266e-05,6.299999949987978e-05,666,0.0,0.0
2023-06-27 00:00:00+00:00,6.299999949987978e-05,6.399999983841553e-05,6.199999916134402e-05,6.199999916134402e-05,84,0.0,0.0
2023-06-28 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,5.700000110664405e-05,5.999999848427251e-05,0,0.0,0.0
2023-06-29 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.500000042957254e-05,5.500000042957254e-05,319,0.0,0.0
2023-06-30 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.500000042957254e-05,5.6000000768108293e-05,66,0.0,0.0
2023-07-01 00:00:00+00:00,5.6000000768108293e-05,5.8000001445179805e-05,5.6000000768108293e-05,5.700000110664405e-05,38,0.0,0.0
2023-07-02 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,5.500000042957254e-05,5.500000042957254e-05,115,0.0,0.0
2023-07-03 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,5.400000009103678e-05,5.500000042957254e-05,118,0.0,0.0
2023-07-04 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,5.199999941396527e-05,5.199999941396527e-05,141,0.0,0.0
2023-07-05 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,5.0999999075429514e-05,5.0999999075429514e-05,60,0.0,0.0
2023-07-06 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,4.999999873689376e-05,4.999999873689376e-05,1,0.0,0.0
2023-07-07 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,4.8000001697801054e-05,4.8999998398358e-05,213,0.0,0.0
2023-07-08 00:00:00+00:00,4.8999998398358e-05,5.0999999075429514e-05,4.5000000682193786e-05,5.0999999075429514e-05,708,0.0,0.0
2023-07-09 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,5.0999999075429514e-05,5.0999999075429514e-05,97,0.0,0.0
2023-07-10 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,4.999999873689376e-05,5.199999941396527e-05,132,0.0,0.0
2023-07-11 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,4.999999873689376e-05,5.0999999075429514e-05,225,0.0,0.0
2023-07-12 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.8999998398358e-05,4.8999998398358e-05,15,0.0,0.0
2023-07-13 00:00:00+00:00,4.8999998398358e-05,4.999999873689376e-05,4.8999998398358e-05,4.999999873689376e-05,0,0.0,0.0
2023-07-14 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,0.0
2023-07-15 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,4.999999873689376e-05,5.0999999075429514e-05,3,0.0,0.0
2023-07-16 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.400000034365803e-05,4.400000034365803e-05,381,0.0,0.0
2023-07-17 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.3000000005122274e-05,4.400000034365803e-05,37,0.0,0.0
2023-07-18 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.3000000005122274e-05,4.3000000005122274e-05,4,0.0,0.0
2023-07-19 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,4.199999966658652e-05,4.199999966658652e-05,63,0.0,0.0
