TIMESTAMP,WBS31290_OPEN_PRICE_USD,WBS31290_HIGH_PRICE_USD,WBS31290_LOW_PRICE_USD,WBS31290_CLOSE_PRICE_USD,WBS31290_VOLUME_USD,WBS31290_DIVIDENDS_USD,WBS31290_STOCK_SPLITS_USD
2024-05-17 00:00:00+00:00,0.017629999667406082,0.02694999985396862,0.01563500054180622,0.023365000262856483,5217328,0.0,0.0
2024-05-18 00:00:00+00:00,0.02279599942266941,0.025606000795960426,0.015110000036656857,0.017862999811768532,2608726,0.0,0.0
2024-05-19 00:00:00+00:00,0.016620999202132225,0.0196749996393919,0.012780999764800072,0.014921999536454678,2244639,0.0,0.0
2024-05-20 00:00:00+00:00,0.0168210007250309,0.017079999670386314,0.012382999993860722,0.013257999904453754,2419793,0.0,0.0
2024-05-21 00:00:00+00:00,0.013256000354886055,0.016321999952197075,0.012881999835371971,0.014042999595403671,1881862,0.0,0.0
2024-05-22 00:00:00+00:00,0.014050000347197056,0.022752000018954277,0.014050000347197056,0.019113000482320786,2178544,0.0,0.0
2024-05-23 00:00:00+00:00,0.019061999395489693,0.02635600045323372,0.015447000041604042,0.01787099987268448,2862025,0.0,0.0
2024-05-24 00:00:00+00:00,0.01722699962556362,0.01838899962604046,0.012354999780654907,0.014462999999523163,1507525,0.0,0.0
2024-05-25 00:00:00+00:00,0.014462999999523163,0.017866000533103943,0.013566000387072563,0.015227999538183212,904194,0.0,0.0
2024-05-26 00:00:00+00:00,0.014837999828159809,0.014933999627828598,0.011641999706625938,0.012382999993860722,1420196,0.0,0.0
2024-05-27 00:00:00+00:00,0.012330000288784504,0.012438000179827213,0.006521999835968018,0.009949999861419201,3064793,0.0,0.0
2024-05-28 00:00:00+00:00,0.008824000135064125,0.010989000089466572,0.007561999838799238,0.010325999930500984,1146317,0.0,0.0
2024-05-29 00:00:00+00:00,0.010343999601900578,0.010966000147163868,0.006953000091016293,0.007747999858111143,1154503,0.0,0.0
2024-05-30 00:00:00+00:00,0.007829000242054462,0.00827800016850233,0.0060270000249147415,0.006730000022798777,675238,0.0,0.0
2024-05-31 00:00:00+00:00,0.00672800000756979,0.006874999962747097,0.00482300017029047,0.005127999931573868,940763,0.0,0.0
2024-06-01 00:00:00+00:00,0.005270000081509352,0.005607000086456537,0.0047900001518428326,0.004941000137478113,564831,0.0,0.0
2024-06-02 00:00:00+00:00,0.004916000179946423,0.007656999863684177,0.004910000134259462,0.0071749999187886715,963134,0.0,0.0
2024-06-03 00:00:00+00:00,0.009208999574184418,0.009208999574184418,0.0062049999833106995,0.008592999540269375,993483,0.0,0.0
2024-06-04 00:00:00+00:00,0.008119000121951103,0.008183999918401241,0.005985999945551157,0.00635599996894598,566814,0.0,0.0
2024-06-05 00:00:00+00:00,0.006451999768614769,0.00671500014141202,0.004575000144541264,0.005007000174373388,679644,0.0,0.0
2024-06-06 00:00:00+00:00,0.004991999827325344,0.007720000110566616,0.003792000003159046,0.005797000136226416,1101301,0.0,0.0
2024-06-07 00:00:00+00:00,0.005671000108122826,0.006455000024288893,0.004403000231832266,0.0050050001591444016,387773,0.0,0.0
2024-06-08 00:00:00+00:00,0.0050050001591444016,0.0050050001591444016,0.003567999927327037,0.0037159998901188374,377765,0.0,0.0
2024-06-09 00:00:00+00:00,0.003705000039190054,0.004304000176489353,0.002899999963119626,0.003389999968931079,559435,0.0,0.0
2024-06-10 00:00:00+00:00,0.0033809999004006386,0.003413999918848276,0.002297000028192997,0.002982999896630645,360643,0.0,0.0
2024-06-11 00:00:00+00:00,0.0029810001142323017,0.003074999898672104,0.0019650000613182783,0.0022780001163482666,374848,0.0,0.0
2024-06-12 00:00:00+00:00,0.0022789998911321163,0.002328000031411648,0.0013040000339969993,0.0017310000257566571,695839,0.0,0.0
2024-06-13 00:00:00+00:00,0.0017310000257566571,0.002474999986588955,0.0016740000573918223,0.002348999958485365,367872,0.0,0.0
2024-06-14 00:00:00+00:00,0.002348999958485365,0.0023539999965578318,0.0021180000621825457,0.002194999950006604,233213,0.0,0.0
2024-06-15 00:00:00+00:00,0.002194999950006604,0.0022869999520480633,0.0021230001002550125,0.0022100000642240047,176707,0.0,0.0
2024-06-16 00:00:00+00:00,0.0022100000642240047,0.002211000071838498,0.0013330000219866633,0.001661999966017902,442793,0.0,0.0
2024-06-17 00:00:00+00:00,0.0016570000443607569,0.0017960000550374389,0.00152299995534122,0.0015849999617785215,240804,0.0,0.0
2024-06-18 00:00:00+00:00,0.0015849999617785215,0.0017760000191628933,0.0014990000054240227,0.0017760000191628933,236111,0.0,0.0
2024-06-19 00:00:00+00:00,0.0017760000191628933,0.0021520000882446766,0.0016599999507889152,0.0019940000493079424,241184,0.0,0.0
2024-06-20 00:00:00+00:00,0.0019940000493079424,0.0021329999435693026,0.0015269999857991934,0.0015300000086426735,175784,0.0,0.0
2024-06-21 00:00:00+00:00,0.0015300000086426735,0.0015409999759867787,0.0013899999903514981,0.0014979999978095293,115726,0.0,0.0
2024-06-22 00:00:00+00:00,0.0014979999978095293,0.0015450000064447522,0.0014359999913722277,0.0015379999531432986,82868,0.0,0.0
2024-06-23 00:00:00+00:00,0.0015379999531432986,0.0016009999671950936,0.0015360000543296337,0.001560000004246831,66768,0.0,0.0
2024-06-24 00:00:00+00:00,0.001560000004246831,0.0015650000423192978,0.0011660000309348106,0.0012359999818727374,132467,0.0,0.0
2024-06-25 00:00:00+00:00,0.0012359999818727374,0.0014410000294446945,0.0009529999806545675,0.001370999962091446,142503,0.0,0.0
2024-06-26 00:00:00+00:00,0.001370999962091446,0.0014819999923929572,0.0011390000581741333,0.0011449999874457717,107945,0.0,0.0
2024-06-27 00:00:00+00:00,0.0011449999874457717,0.0012110000243410468,0.0011030000168830156,0.0011099999537691474,81721,0.0,0.0
2024-06-28 00:00:00+00:00,0.0011099999537691474,0.0011099999537691474,0.0010789999505504966,0.0010989999864250422,53897,0.0,0.0
2024-06-29 00:00:00+00:00,0.0010989999864250422,0.0010999999940395355,0.001019999966956675,0.0010430000256747007,67234,0.0,0.0
2024-06-30 00:00:00+00:00,0.0010430000256747007,0.0013289999915286899,0.0010389999952167273,0.0012540000025182962,108977,0.0,0.0
2024-07-01 00:00:00+00:00,0.0012540000025182962,0.0019499999471008778,0.0012540000025182962,0.0016840000171214342,180720,0.0,0.0
