TIMESTAMP,SHICO_OPEN_PRICE_USD,SHICO_HIGH_PRICE_USD,SHICO_LOW_PRICE_USD,SHICO_CLOSE_PRICE_USD,SHICO_VOLUME_USD,SHICO_DIVIDENDS_USD,SHICO_STOCK_SPLITS_USD
2021-10-05 00:00:00+00:00,,,,0.0,397500,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,493400,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,145667,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,89287,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,75923,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,41277,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,39676,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,43246,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,39209,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,34525,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,34346,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,35402,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,53264,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,53703,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,38201,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,42583,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,35556,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,42993,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,53775,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,43881,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,33636,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,34620,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,35629,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,44867,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,79207,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,136701,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,140416,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,256939,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,712700,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,1177491,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,900736,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,434052,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,307441,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,285190,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,242436,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,254965,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,965776,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,1160052,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,430197,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,282325,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,241570,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,204017,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,186506,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,526515,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,687869,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,329297,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,233577,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,203858,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,169780,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,142592,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,47317,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,68342,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,91195,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,62903,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,80628,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,71763,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,46172,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,78803,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,94503,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,64921,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,42748,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,55617,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,58632,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,47852,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,41696,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,46078,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,37148,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,20769,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,23361,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,28697,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,38307,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,53725,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,55379,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,48229,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,39295,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,30965,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,25043,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,28384,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,30659,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,30428,0.0,0.0
