,XRP,Lag
USDT,3.4002886199192017e-11,11
IOTA,4.538481711212076e-09,26
ETC,8.413190299953739e-09,26
LTC,1.7842433946011806e-07,29
QTUM,6.797101605141178e-07,25
DOGE,1.366549975841748e-06,13
XLM,1.0579823971807376e-05,25
DCR,2.681872324820144e-05,8
BAT,0.0001023469598362,29
BTC,0.0012130243659738,28
ETH,0.0035966462901372,11
DASH,0.0101941915374276,9
ZEC,0.0176660143349022,7
XMR,0.0513388358278538,11
GNO,0.1570245269836032,6
