TIMESTAMP,GAYPEPE_OPEN_PRICE_USD,GAYPEPE_HIGH_PRICE_USD,GAYPEPE_LOW_PRICE_USD,GAYPEPE_CLOSE_PRICE_USD,GAYPEPE_VOLUME_USD,GAYPEPE_DIVIDENDS_USD,GAYPEPE_STOCK_SPLITS_USD
2023-07-11 00:00:00+00:00,0.000455000001238659,0.000455000001238659,0.0003600000054575503,0.00039500001003034413,1029286,0.0,0.0
2023-07-12 00:00:00+00:00,0.00039500001003034413,0.00041199999395757914,0.00034500000765547156,0.00034500000765547156,1066754,0.0,0.0
2023-07-13 00:00:00+00:00,0.00034500000765547156,0.0004309999931138009,0.0002969999914057553,0.0003000000142492354,926420,0.0,0.0
2023-07-14 00:00:00+00:00,0.0003000000142492354,0.0003229999856557697,0.0002800000074785203,0.00028199999360367656,445963,0.0,0.0
2023-07-15 00:00:00+00:00,0.00028199999360367656,0.00033400001120753586,0.0002789999998640269,0.000295000005280599,839665,0.0,0.0
2023-07-16 00:00:00+00:00,0.000295000005280599,0.000686999992467463,0.000295000005280599,0.0005699999746866524,1472999,0.0,0.0
2023-07-17 00:00:00+00:00,0.0005699999746866524,0.0006990000256337225,0.0003260000084992498,0.00037799999699927866,521870,0.0,0.0
2023-07-18 00:00:00+00:00,0.00037799999699927866,0.0005089999758638442,0.0003539999888744205,0.00036899998667649925,771975,0.0,0.0
2023-07-19 00:00:00+00:00,0.00036899998667649925,0.001180000021122396,0.0003499999875202775,0.000770999991800636,1947652,0.0,0.0
2023-07-20 00:00:00+00:00,0.000770999991800636,0.0010319999419152737,0.0006730000022798777,0.0006910000229254365,1414796,0.0,0.0
2023-07-21 00:00:00+00:00,0.0006910000229254365,0.0006910000229254365,0.0004990000161342323,0.0005939999828115106,846475,0.0,0.0
2023-07-22 00:00:00+00:00,0.0005939999828115106,0.0008219999726861715,0.0005239999736659229,0.0007379999733529985,910007,0.0,0.0
2023-07-23 00:00:00+00:00,0.0007379999733529985,0.0009350000182166696,0.0007009999826550484,0.0008800000068731606,1110251,0.0,0.0
2023-07-24 00:00:00+00:00,0.0008800000068731606,0.0009030000073835254,0.0006699999794363976,0.0006769999745301902,964515,0.0,0.0
2023-07-25 00:00:00+00:00,0.0006769999745301902,0.0007559999939985573,0.0005890000029467046,0.000590000010561198,1029491,0.0,0.0
2023-07-26 00:00:00+00:00,0.000590000010561198,0.0007389999809674919,0.000577000027988106,0.0007259999983943999,245138,0.0,0.0
2023-07-27 00:00:00+00:00,0.0007259999983943999,0.0007699999841861427,0.0002849999873433262,0.00030399998649954796,493423,0.0,0.0
2023-07-28 00:00:00+00:00,0.00030399998649954796,0.0003699999942909926,0.00026699999580159783,0.0002770000137388706,197857,0.0,0.0
2023-07-29 00:00:00+00:00,0.0002770000137388706,0.00028199999360367656,0.00022899999748915434,0.00023400000645779073,62998,0.0,0.0
2023-07-30 00:00:00+00:00,0.00023400000645779073,0.00028700000257231295,0.00022200000239536166,0.00024900000425986946,895271,0.0,0.0
2023-07-31 00:00:00+00:00,0.00024900000425986946,0.0002690000110305846,0.00019299999985378236,0.00019700000120792538,75157,0.0,0.0
2023-08-01 00:00:00+00:00,0.00019700000120792538,0.0002010000025620684,0.00014800000644754618,0.00016399999731220305,75601,0.0,0.0
2023-08-02 00:00:00+00:00,0.00016399999731220305,0.00016599999798927456,0.0001140000022132881,0.00012700000661425292,74789,0.0,0.0
2023-08-03 00:00:00+00:00,0.00012700000661425292,0.00014600000577047467,9.699999645818025e-05,0.00010099999781232327,114543,0.0,0.0
2023-08-04 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,7.500000356230885e-05,8.299999899463728e-05,71091,0.0,0.0
2023-08-05 00:00:00+00:00,8.299999899463728e-05,8.800000068731606e-05,7.300000288523734e-05,7.699999696342275e-05,34959,0.0,0.0
2023-08-06 00:00:00+00:00,7.699999696342275e-05,8.299999899463728e-05,7.400000322377309e-05,7.599999662488699e-05,32381,0.0,0.0
2023-08-07 00:00:00+00:00,7.599999662488699e-05,8.099999831756577e-05,5.700000110664405e-05,5.999999848427251e-05,34748,0.0,0.0
2023-08-08 00:00:00+00:00,5.999999848427251e-05,6.199999916134402e-05,5.2999999752501026e-05,5.500000042957254e-05,26934,0.0,0.0
