TIMESTAMP,BTC_CLOSE_PRICE_USD,BTC_HIGH_PRICE_USD,BTC_LOW_PRICE_USD,BTC_OPEN_PRICE_USD,BTC_VOLUME_FROM_USD,BTC_VOLUME_TO_USD
2010-12-07,0.2402,0.2477,0.1701,0.204,24592.92,5411.8
2010-12-08,0.2388,0.2402,0.22,0.2402,3430.41,789.86
2010-12-09,0.2,0.2388,0.1701,0.2388,21336.33,4411.94
2010-12-10,0.204,0.204,0.1825,0.2,1684.25,328.17
2010-12-11,0.228,0.228,0.1907,0.204,5788.69,1267.2
2010-12-12,0.22,0.228,0.2068,0.228,1963.56,418.8
2010-12-13,0.2299,0.23,0.21,0.22,6415.59,1425.92
2010-12-14,0.2467,0.2468,0.21,0.2299,10388.1,2403.83
2010-12-15,0.24,0.2467,0.238,0.2467,3684.68,901.15
2010-12-16,0.25,0.255,0.2222,0.24,14355.33,3522.62
2010-12-17,0.24,0.25,0.24,0.25,525.51,130.19
2010-12-18,0.241,0.2488,0.24,0.24,169.11,41.67
2010-12-19,0.2401,0.2499,0.24,0.241,2000.76,487.49
2010-12-20,0.267,0.275,0.24,0.2401,10682.71,2769.88
2010-12-21,0.24,0.267,0.24,0.267,9225.79,2291.81
2010-12-22,0.25,0.25,0.24,0.24,3800.46,949.38
2010-12-23,0.25,0.25,0.241,0.25,8650.15,2160.74
2010-12-24,0.248,0.25,0.242,0.25,5033.25,1252.05
2010-12-25,0.2499,0.25,0.2475,0.248,703.0,175.44
2010-12-26,0.265,0.27,0.2464,0.2499,16584.97,4203.03
2010-12-27,0.265,0.27,0.251,0.265,4935.49,1270.15
2010-12-28,0.281,0.281,0.2612,0.265,15438.71,4238.98
2010-12-29,0.3,0.301,0.271,0.281,18609.14,5363.75
2010-12-30,0.3,0.3,0.291,0.3,2539.87,759.92
2010-12-31,0.3,0.3,0.292,0.3,1453.72,428.44
2011-01-01,0.3,0.3,0.292,0.3,2821.24,841.95
2011-01-02,0.3,0.3,0.289,0.3,5352.11,1584.66
2011-01-03,0.295,0.3,0.29,0.3,1425.19,420.85
2011-01-04,0.2989,0.2999,0.289,0.295,1879.0,548.33
2011-01-05,0.299,0.299,0.29,0.2989,357.16,106.19
2011-01-06,0.298,0.299,0.29,0.299,3456.49,1031.28
2011-01-07,0.32,0.322,0.2975,0.298,42601.12,13152.15
2011-01-08,0.3229,0.3229,0.309,0.32,1629.44,512.04
2011-01-09,0.323,0.323,0.3229,0.3229,1691.37,546.18
2011-01-10,0.3266,0.329,0.3175,0.323,10355.83,3360.65
2011-01-11,0.3266,0.3266,0.3176,0.3266,4857.8,1578.66
2011-01-12,0.3188,0.3557,0.318,0.3266,31359.77,10508.17
2011-01-13,0.3176,0.405,0.3176,0.3188,20118.9,7147.03
2011-01-14,0.4,0.45,0.3176,0.3176,27130.96,10691.11
2011-01-15,0.3861,0.4,0.385,0.4,1515.66,591.15
2011-01-16,0.3868,0.4,0.386,0.3861,2778.71,1085.16
2011-01-17,0.3495,0.3868,0.315,0.3868,18241.15,6360.69
2011-01-18,0.313,0.3495,0.305,0.3495,15671.51,4950.51
2011-01-19,0.313,0.313,0.305,0.313,7291.63,2247.62
2011-01-20,0.39,0.39,0.31,0.313,19881.98,6900.05
2011-01-21,0.4199,0.44,0.368,0.39,8477.55,3351.62
2011-01-22,0.4443,0.4443,0.39,0.4199,10534.27,4513.91
2011-01-23,0.4424,0.4443,0.42,0.4443,1148.4,505.83
2011-01-24,0.4199,0.4424,0.381,0.4424,11061.94,4516.68
2011-01-25,0.41,0.425,0.4,0.4199,2163.72,901.25
2011-01-26,0.417,0.42,0.3904,0.41,15564.81,6315.95
2011-01-27,0.4212,0.45,0.4085,0.417,27708.2,12086.9
2011-01-28,0.446,0.446,0.4212,0.4212,5324.5,2301.77
2011-01-29,0.439,0.446,0.43,0.446,1448.38,643.63
2011-01-30,0.4799,0.48,0.439,0.439,10383.59,4775.81
2011-01-31,0.5501,0.95,0.47,0.4799,63516.08,32708.4
2011-02-01,0.7077,0.85,0.5201,0.5501,31562.12,23264.18
2011-02-02,0.716,0.76,0.69,0.7077,5627.48,4126.02
2011-02-03,0.6964,0.75,0.6501,0.716,8524.5,6064.12
2011-02-04,0.811,0.88,0.67,0.6964,42222.19,33965.74
2011-02-05,0.92,0.92,0.811,0.811,15786.81,13634.2
2011-02-06,0.8997,0.92,0.83,0.92,8744.11,7608.77
2011-02-07,0.89,0.9,0.83,0.8997,2264.28,1949.54
2011-02-08,0.918,0.918,0.8617,0.89,7021.29,6306.77
2011-02-09,1.09,1.09,0.82,0.918,49632.5,47455.01
2011-02-10,0.9803,1.1,0.8,1.09,26559.64,25568.81
2011-02-11,1.07,1.09,0.9264,0.9803,13299.18,13213.54
2011-02-12,1.08,1.08,0.9906,1.07,4118.92,4353.79
2011-02-13,1.05,1.08,1.02,1.08,3240.64,3398.3
2011-02-14,1.07,1.08,1.033,1.05,7096.55,7532.41
2011-02-15,1.05,1.085,1.035,1.07,8616.58,9085.5
2011-02-16,1.045,1.05,1.02,1.05,7192.38,7465.03
2011-02-17,1.04,1.05,1.02,1.045,4009.84,4184.96
2011-02-18,0.8989,1.04,0.7801,1.04,36948.16,32719.75
2011-02-19,0.949,0.98,0.8376,0.8989,3798.71,3454.72
2011-02-20,0.865,0.949,0.83,0.949,9974.05,8503.38
2011-02-21,0.8345,0.8796,0.8313,0.865,1700.12,1435.86
2011-02-22,0.8702,0.95,0.8313,0.8345,12095.26,10650.29
2011-02-23,0.9,0.945,0.8681,0.8702,6718.87,6057.77
2011-02-24,0.9974,1.0,0.9,0.9,13418.69,12708.12
2011-02-25,0.9112,0.9998,0.9111,0.9974,4461.06,4276.3
2011-02-26,0.958,0.97,0.9106,0.9112,4744.41,4452.63
2011-02-27,0.89,0.958,0.89,0.958,23268.75,21576.82
2011-02-28,0.8702,0.92,0.845,0.89,4651.67,4108.6
2011-03-01,0.9202,0.97,0.8502,0.8702,22569.78,21413.43
2011-03-02,0.9399,0.94,0.9102,0.9202,2741.87,2533.96
2011-03-03,0.9391,0.9399,0.91,0.9399,2746.67,2520.58
2011-03-04,0.9012,0.9391,0.9001,0.9391,2711.89,2469.56
2011-03-05,0.9103,0.9189,0.8111,0.9012,12570.59,11115.04
2011-03-06,0.8999,0.9103,0.81,0.9103,12626.49,10775.11
2011-03-07,0.885,0.909,0.846,0.8999,15271.27,13527.3
2011-03-08,0.87,0.885,0.85,0.885,4527.85,3931.42
2011-03-09,0.8645,0.87,0.85,0.87,4546.05,3881.22
2011-03-10,0.9329,0.9329,0.8497,0.8645,8869.01,7895.07
2011-03-11,0.88,0.9329,0.8601,0.9329,3725.51,3301.73
2011-03-12,0.918,0.9197,0.88,0.88,4822.83,4319.6
2011-03-13,0.8925,0.918,0.8898,0.918,660.31,595.42
2011-03-14,0.8949,0.9,0.88,0.8925,5269.24,4676.62
2011-03-15,0.87,0.8949,0.87,0.8949,2732.16,2405.41
2011-03-16,0.86,0.88,0.836,0.87,7929.62,6761.32
2011-03-17,0.8254,0.88,0.81,0.86,7159.78,6042.77
2011-03-18,0.8165,0.8506,0.71,0.8254,14226.22,10971.32
2011-03-19,0.765,0.8165,0.7313,0.8165,9875.04,7457.83
2011-03-20,0.7522,0.79,0.7402,0.765,5815.32,4502.62
2011-03-21,0.759,0.7724,0.7405,0.7522,3695.96,2780.45
2011-03-22,0.809,0.81,0.7405,0.759,12147.72,9499.24
2011-03-23,0.8497,0.85,0.78,0.809,13262.26,11029.25
2011-03-24,0.8669,0.9,0.8266,0.8497,14009.37,12259.77
2011-03-25,0.8838,0.89,0.861,0.8669,4819.42,4225.53
2011-03-26,0.8552,0.905,0.841,0.8838,11756.42,10250.98
2011-03-27,0.8275,0.8721,0.8152,0.8552,5337.15,4439.07
2011-03-28,0.799,0.85,0.76,0.8275,12565.15,10141.7
2011-03-29,0.7925,0.7997,0.7648,0.799,4215.02,3312.3
2011-03-30,0.7897,0.795,0.766,0.7925,3218.22,2532.13
2011-03-31,0.7846,0.801,0.768,0.7897,6875.08,5429.16
2011-04-01,0.7741,0.797,0.7741,0.7846,3186.77,2483.69
2011-04-02,0.782,0.7998,0.7741,0.7741,2493.59,1965.23
2011-04-03,0.779,0.7949,0.777,0.782,3931.39,3074.76
2011-04-04,0.68,0.785,0.5619,0.779,31155.46,21652.69
2011-04-05,0.71,0.7478,0.58,0.68,9730.3,6522.71
2011-04-06,0.74,0.75,0.6902,0.71,8703.95,6264.04
2011-04-07,0.7538,0.7849,0.7205,0.74,10832.99,8178.14
2011-04-08,0.75,0.799,0.7309,0.7538,18207.3,13854.66
2011-04-09,0.73,0.7676,0.7205,0.75,12119.4,8940.96
2011-04-10,0.7369,0.7589,0.71,0.73,5348.98,3946.44
2011-04-11,0.77,0.799,0.7103,0.7369,14645.93,11255.96
2011-04-12,0.86,0.899,0.77,0.77,48417.6,41333.11
2011-04-13,0.9225,1.0,0.86,0.86,43397.56,40467.74
2011-04-14,1.0,1.0,0.91,0.9225,31111.88,29643.61
2011-04-15,0.9899,1.09,0.911,1.0,50304.61,50488.94
2011-04-16,1.05,1.095,0.9541,0.9899,28869.3,30097.18
2011-04-17,1.112,1.14,1.026,1.05,24225.7,26085.25
2011-04-18,1.162,1.2,1.11,1.112,27478.69,31552.55
2011-04-19,1.198,1.198,1.144,1.162,12556.73,14782.06
2011-04-20,1.142,1.198,1.13,1.198,21344.95,24691.86
2011-04-21,1.21,1.21,1.14,1.142,39295.69,46345.35
2011-04-22,1.409,1.41,1.189,1.21,39415.39,50929.92
2011-04-23,1.7,1.95,1.32,1.409,66620.36,103242.84
2011-04-24,1.631,1.95,1.6,1.7,21541.69,36076.01
2011-04-25,1.559,1.701,1.521,1.631,13471.6,21226.89
2011-04-26,1.795,1.795,1.53,1.559,24054.31,40211.17
2011-04-27,1.9,1.95,1.72,1.795,33055.26,62403.35
2011-04-28,2.211,2.65,1.66,1.9,100238.23,203392.46
2011-04-29,2.88,2.95,2.21,2.211,57577.32,148954.47
2011-04-30,3.55,4.15,2.75,2.88,65427.8,214977.24
2011-05-01,3.033,3.87,2.5,3.55,45772.07,143521.98
2011-05-02,3.2,3.495,3.029,3.033,18333.83,59421.72
2011-05-03,3.41,3.49,3.11,3.2,16919.18,56187.48
2011-05-04,3.406,3.58,3.25,3.41,17278.29,59434.11
2011-05-05,3.333,3.45,3.333,3.406,15350.34,52331.39
2011-05-06,3.452,3.61,3.29,3.333,23014.7,80063.98
2011-05-07,3.641,3.7,3.425,3.452,17833.29,64359.68
2011-05-08,3.866,3.937,3.63,3.641,21132.51,79620.81
2011-05-09,3.8,3.9,3.691,3.866,11520.93,43805.92
2011-05-10,5.81,5.99,3.8,3.8,56217.32,266466.71
2011-05-11,5.5,6.065,4.6,5.81,52569.15,281496.86
2011-05-12,6.3,6.49,5.22,5.5,31722.46,184839.99
2011-05-13,8.198,8.45,6.3,6.3,64003.37,478840.49
2011-05-14,7.198,8.9,5.83,8.198,55390.45,435571.02
2011-05-15,6.987,7.78,6.2,7.198,18294.87,123255.5
2011-05-16,8.034,8.5,6.75,6.987,44141.41,343050.47
2011-05-17,7.19,8.389,6.98,8.034,35345.46,265868.95
2011-05-18,6.88,7.5,6.6,7.19,25403.44,181331.16
2011-05-19,6.811,7.34,6.607,6.88,24436.41,170134.8
2011-05-20,5.59,7.1,5.577,6.811,44460.44,278992.34
2011-05-21,6.12,6.52,5.577,5.59,31111.9,185640.17
2011-05-22,6.69,6.759,5.99,6.12,23872.15,154432.52
2011-05-23,7.15,7.45,6.69,6.69,35279.88,250601.3
2011-05-24,7.42,7.51,6.96,7.15,29282.48,211827.28
2011-05-25,8.4,9.33,7.216,7.42,64049.94,510905.18
2011-05-26,8.798,8.987,8.01,8.4,28644.99,244820.48
2011-05-27,8.5,8.83,8.5,8.798,14431.84,125149.05
2011-05-28,8.3,8.7,8.11,8.5,12247.72,103463.69
2011-05-29,8.43,8.49,8.102,8.3,7487.54,62138.87
2011-05-30,8.8,9.0,8.25,8.43,17680.15,154258.85
2011-05-31,8.741,9.5,8.1,8.8,45794.43,406882.27
2011-06-01,9.57,9.699,8.3,8.741,43479.96,400564.35
2011-06-02,10.6,10.89,9.5,9.57,41047.27,415112.72
2011-06-03,14.29,14.5,10.58,10.6,72980.24,954513.54
2011-06-04,18.89,18.89,14.04,14.29,44475.34,729670.85
2011-06-05,16.7,19.0,16.2,18.89,24278.97,420612.47
2011-06-06,18.55,19.23,16.45,16.7,55092.47,1016927.39
2011-06-07,23.92,24.32,18.26,18.55,53715.04,1068903.32
2011-06-08,29.6,31.91,22.21,23.92,104925.16,2858820.38
2011-06-09,28.92,31.5,26.15,29.6,62933.66,1861589.64
2011-06-10,23.95,29.4,20.01,28.92,92208.2,2274786.4
2011-06-11,14.65,23.99,13.0,23.95,121869.97,2146587.96
2011-06-12,18.55,24.99,10.25,14.65,151194.16,2451134.56
2011-06-13,19.84,24.5,16.0,18.55,73421.79,1476239.59
2011-06-14,19.28,20.5,18.0,19.84,36155.99,696003.98
2011-06-15,19.49,20.0,19.02,19.28,27711.9,545336.14
2011-06-16,17.0,19.89,17.0,19.49,49202.14,927743.42
2011-06-17,15.68,18.34,13.0,17.0,108623.77,1684353.23
2011-06-18,16.89,16.95,15.05,15.68,35536.55,569949.34
2011-06-19,17.51,18.88,16.85,16.89,30176.74,536267.38
2011-06-20,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-21,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-22,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-23,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-24,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-25,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-26,16.45,17.51,14.01,17.51,15053.93,234621.8
2011-06-27,16.75,18.0,15.0,16.45,31452.54,535096.37
2011-06-28,16.95,17.52,16.5,16.75,24398.15,413032.22
2011-06-29,16.85,17.2,16.67,16.95,21043.37,355303.18
2011-06-30,16.1,17.0,15.73,16.85,34961.19,577145.55
2011-07-01,15.4,16.74,15.26,16.1,33284.45,529197.49
2011-07-02,15.4,15.8,15.27,15.4,19453.24,302134.7
2011-07-03,15.44,15.69,15.31,15.4,16792.29,259875.51
2011-07-04,13.86,15.49,13.14,15.44,52276.99,756913.59
2011-07-05,12.91,15.0,11.0,13.86,84081.15,1076305.46
2011-07-06,14.8,16.5,12.67,12.91,111818.32,1655319.63
2011-07-07,14.78,15.9,14.5,14.8,54465.7,825452.25
2011-07-08,14.31,15.64,13.9,14.78,34853.42,500143.38
2011-07-09,14.38,14.7,14.02,14.31,11909.17,171329.27
2011-07-10,14.9,15.68,14.35,14.38,45284.42,682903.16
2011-07-11,14.21,15.2,13.8,14.9,49160.01,706457.52
2011-07-12,14.01,14.64,13.9,14.21,26356.51,372986.55
2011-07-13,13.95,14.15,13.91,14.01,10338.15,145032.07
2011-07-14,14.0,14.07,13.7,13.95,17661.16,245982.11
2011-07-15,13.81,14.09,13.5,14.0,24819.54,344982.1
2011-07-16,13.72,13.81,13.5,13.81,17264.49,235142.97
2011-07-17,13.16,13.75,13.02,13.72,34375.47,458510.19
2011-07-18,13.48,13.92,12.51,13.16,75896.31,988903.24
2011-07-19,13.85,14.7,13.44,13.48,67575.61,948485.72
2011-07-20,13.71,14.0,13.4,13.85,23177.9,317332.3
2011-07-21,13.61,13.78,13.4,13.71,25018.37,341665.52
2011-07-22,13.7,13.81,13.45,13.61,15165.62,207044.15
2011-07-23,13.68,13.76,13.51,13.7,22455.6,306380.16
2011-07-24,13.98,14.1,13.6,13.68,26623.26,369041.82
2011-07-25,14.05,14.72,13.76,13.98,31577.96,448277.2
2011-07-26,13.88,14.05,13.77,14.05,16793.86,233585.08
2011-07-27,13.94,14.13,13.85,13.88,11508.66,160645.54
2011-07-28,13.49,13.94,13.31,13.94,32738.27,445690.58
2011-07-29,13.5,13.7,13.33,13.49,7257.51,98020.73
2011-07-30,13.53,13.63,13.45,13.5,6104.38,82590.44
2011-07-31,13.35,14.9,12.83,13.53,45723.44,618135.5
2011-08-01,13.09,13.55,12.85,13.35,21748.09,286373.02
2011-08-02,12.05,13.1,11.5,13.09,57242.69,709463.16
2011-08-03,9.26,12.16,8.7,12.05,90287.33,943628.17
2011-08-04,10.75,11.15,9.26,9.26,50094.1,529876.35
2011-08-05,9.8,10.99,9.5,10.75,30765.69,315866.93
2011-08-06,6.55,9.95,5.742,9.8,102411.73,801213.08
2011-08-07,7.9,9.47,6.01,6.55,89830.96,693796.98
2011-08-08,7.8,8.16,7.055,7.9,34042.22,263570.19
2011-08-09,9.99,12.1,7.671,7.8,114472.78,1112123.77
2011-08-10,10.0,10.4,9.5,9.99,24254.45,242598.48
2011-08-11,9.462,10.5,8.451,10.0,58114.56,550577.88
2011-08-12,9.461,9.8,8.91,9.462,41592.12,387476.18
2011-08-13,10.13,10.25,9.28,9.461,29759.76,291543.08
2011-08-14,10.8,11.24,9.62,10.13,44125.5,468353.91
2011-08-15,11.15,11.89,10.72,10.8,38155.54,431203.74
2011-08-16,10.96,11.32,10.81,11.15,15325.44,169357.89
2011-08-17,10.95,11.1,10.66,10.96,22898.69,249104.68
2011-08-18,10.83,11.05,10.81,10.95,8210.38,89515.28
2011-08-19,11.65,11.81,10.83,10.83,33721.05,384289.87
2011-08-20,11.45,11.69,11.4,11.65,9915.0,113880.29
2011-08-21,11.31,11.51,11.31,11.45,8720.35,99220.98
2011-08-22,10.9,11.5,10.51,11.31,36996.14,407895.13
2011-08-23,10.94,11.3,10.81,10.9,12779.51,141019.11
2011-08-24,10.85,11.08,10.83,10.94,7815.83,85516.17
