TIMESTAMP,DOLLY36196_OPEN_PRICE_USD,DOLLY36196_HIGH_PRICE_USD,DOLLY36196_LOW_PRICE_USD,DOLLY36196_CLOSE_PRICE_USD,DOLLY36196_VOLUME_USD,DOLLY36196_DIVIDENDS_USD,DOLLY36196_STOCK_SPLITS_USD
2025-04-03 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.300000051036477e-05,2.700000004551839e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,2.700000004551839e-05,3.7999998312443495e-05,2.5999999706982635e-05,3.5000000934815034e-05,6229,0.0,0.0
2025-04-05 00:00:00+00:00,3.5000000934815034e-05,5.199999941396527e-05,3.5000000934815034e-05,4.8999998398358e-05,18308,0.0,0.0
2025-04-06 00:00:00+00:00,4.8999998398358e-05,5.500000042957254e-05,3.199999991920777e-05,3.199999991920777e-05,9556,0.0,0.0
2025-04-07 00:00:00+00:00,3.199999991920777e-05,3.7000001611886546e-05,2.8000000384054147e-05,3.199999991920777e-05,7006,0.0,0.0
2025-04-08 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.099999983329326e-05,2.2000000171829015e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,2.2000000171829015e-05,2.499999936844688e-05,2.099999983329326e-05,2.499999936844688e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,1.1000000085914508e-05,1.1000000085914508e-05,8798,0.0,0.0
2025-04-11 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.2000000424450263e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,0,0.0,0.0
2025-04-13 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,1.2999999853491317e-05,1.700000029813964e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,1.700000029813964e-05,2.099999983329326e-05,1.5999999959603883e-05,1.9999999494757503e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,117,0.0,0.0
2025-04-17 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.9999999494757503e-05,72,0.0,0.0
2025-04-20 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.9999999494757503e-05,2.2000000171829015e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,2.099999983329326e-05,2.4000000848900527e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.300000051036477e-05,2.300000051036477e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.2000000171829015e-05,2.2000000171829015e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,2.099999983329326e-05,2.099999983329326e-05,0,0.0,0.0
