TIMESTAMP,CRISPR_OPEN_PRICE_USD,CRISPR_HIGH_PRICE_USD,CRISPR_LOW_PRICE_USD,CRISPR_CLOSE_PRICE_USD,CRISPR_VOLUME_USD,CRISPR_DIVIDENDS_USD,CRISPR_STOCK_SPLITS_USD
2024-12-08 00:00:00+00:00,,,,0.0,3516,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,4070,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,6656,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,2143,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,2262,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,2949,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,1954,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,7109,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,2426,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,1685,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,1115,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,2730,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,1216,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,756,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,630,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,362,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,334666,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,116503,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,5135,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,3252,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,5930,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,1602,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,928,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,1687,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,640,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,1883,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,1614,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,1046,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,232,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,850,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,248,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,1395,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,170,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,144,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,165,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,316,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,279,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,698,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,431,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,334,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,227,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,294,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,233,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,118,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,427,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,67,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,520,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,529,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,570,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,1715,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,681,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,3306,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,2334,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,343,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,89,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,285,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,174,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,164,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,879,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,87,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,108,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,95,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,381,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,78,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,72,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,183,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,113,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,691,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,68,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,270,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,247,0.0,0.0
2025-06-01 00:00:00+00:00,4.341449888391885e-13,4.341449888391885e-13,4.2763161718292753e-13,4.2763161718292753e-13,28,0.0,0.0
