TIMESTAMP,KUMA_OPEN_PRICE_USD,KUMA_HIGH_PRICE_USD,KUMA_LOW_PRICE_USD,KUMA_CLOSE_PRICE_USD,KUMA_VOLUME_USD,KUMA_DIVIDENDS_USD,KUMA_STOCK_SPLITS_USD
2021-06-10 00:00:00+00:00,,,,0.0,872097,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,603164,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,328424,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,144971,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,135575,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,125134,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,43287,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,18707,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,606105,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,634780,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,884128,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,591257,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,564923,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,550546,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,551712,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,553106,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,530787,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,541412,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,612331,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,598232,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,514176,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,642057,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,688550,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,610898,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,588377,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,497733,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,546201,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,470198,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,547359,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,554876,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,540881,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,558361,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,476563,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,581637,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,540215,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,593833,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,509484,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,502728,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,566418,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,579975,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,614563,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,550855,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,557889,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,539414,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,502833,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,410598,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,329073,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,282679,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,288024,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,282885,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,311295,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,313630,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,309356,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,379493,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,387117,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,434686,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,374360,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,432002,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,424229,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,382407,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,329299,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,364450,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,385917,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,279604,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,530634,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,897275,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,49471,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,4719,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,14125,0.0,0.0
2021-10-11 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,8333059,0.0,0.0
2021-10-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,11810624,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,9290520,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,2082764,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,7103177,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,7467673,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,5437875,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,11273151,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,12236077,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,9185206,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,5414859,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,3459370,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,5162174,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,4395358,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,4134772,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,2796568,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,17026394,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,17335545,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,11988090,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,7295473,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,9195639,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,3785600,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,13363181,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,13474881,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,7326553,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,4455063,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,5925833,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,7088434,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,3400648,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,2342010,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,3246886,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,3476560,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,1445260,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,1755050,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,1208778,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,1234063,0.0,0.0
