TIMESTAMP,HYDRA32545_OPEN_PRICE_USD,HYDRA32545_HIGH_PRICE_USD,HYDRA32545_LOW_PRICE_USD,HYDRA32545_CLOSE_PRICE_USD,HYDRA32545_VOLUME_USD,HYDRA32545_DIVIDENDS_USD,HYDRA32545_STOCK_SPLITS_USD
2024-08-03 00:00:00+00:00,10.214184761047363,10.569642066955566,9.609841346740723,9.997211456298828,144968,0.0,0.0
2024-08-04 00:00:00+00:00,9.997211456298828,10.558158874511719,9.795724868774414,10.071792602539062,150251,0.0,0.0
2024-08-05 00:00:00+00:00,10.022197723388672,10.039212226867676,7.922529220581055,8.6107759475708,132407,0.0,0.0
2024-08-06 00:00:00+00:00,8.6107759475708,9.262914657592773,8.60961627960205,9.21316909790039,87888,0.0,0.0
2024-08-07 00:00:00+00:00,9.184274673461914,9.251028060913086,8.506973266601562,8.69345474243164,79601,0.0,0.0
2024-08-08 00:00:00+00:00,8.69345474243164,10.135175704956055,8.650618553161621,9.578347206115723,103125,0.0,0.0
2024-08-09 00:00:00+00:00,9.635310173034668,10.42859935760498,9.606096267700195,10.131143569946289,55645,0.0,0.0
2024-08-10 00:00:00+00:00,10.131143569946289,10.656540870666504,10.131143569946289,10.580015182495117,55194,0.0,0.0
2024-08-11 00:00:00+00:00,10.580015182495117,10.626730918884277,9.969367027282715,10.00273609161377,59084,0.0,0.0
2024-08-12 00:00:00+00:00,10.00273609161377,10.440135955810547,9.794547080993652,10.045313835144043,56873,0.0,0.0
2024-08-13 00:00:00+00:00,10.045313835144043,10.48907470703125,10.011069297790527,10.463573455810547,49636,0.0,0.0
2024-08-14 00:00:00+00:00,10.463566780090332,11.455810546875,10.366053581237793,10.56672191619873,106176,0.0,0.0
2024-08-15 00:00:00+00:00,10.56672191619873,10.56672191619873,9.919986724853516,10.0468168258667,68021,0.0,0.0
2024-08-16 00:00:00+00:00,10.043231964111328,10.365959167480469,9.669556617736816,9.70886516571045,47245,0.0,0.0
2024-08-17 00:00:00+00:00,9.71704387664795,9.827021598815918,9.596661567687988,9.65378189086914,39178,0.0,0.0
2024-08-18 00:00:00+00:00,9.651786804199219,10.542648315429688,9.63277530670166,10.417632102966309,41864,0.0,0.0
2024-08-19 00:00:00+00:00,10.417632102966309,10.525553703308105,10.077237129211426,10.137686729431152,36364,0.0,0.0
2024-08-20 00:00:00+00:00,10.12294864654541,10.213521957397461,9.728492736816406,9.955485343933105,60895,0.0,0.0
2024-08-21 00:00:00+00:00,9.923007011413574,10.080845832824707,9.663827896118164,9.706941604614258,71501,0.0,0.0
2024-08-22 00:00:00+00:00,9.682568550109863,9.860913276672363,9.575003623962402,9.725000381469727,199762,0.0,0.0
2024-08-23 00:00:00+00:00,9.55341625213623,9.991705894470215,9.087615013122559,9.927322387695312,557670,0.0,0.0
2024-08-24 00:00:00+00:00,9.826739311218262,10.014616012573242,7.240645885467529,7.595517158508301,206536,0.0,0.0
2024-08-25 00:00:00+00:00,7.970708847045898,8.121063232421875,7.2603759765625,7.809463024139404,401157,0.0,0.0
2024-08-26 00:00:00+00:00,7.809463024139404,7.837942123413086,6.902428150177002,6.935445785522461,169749,0.0,0.0
2024-08-27 00:00:00+00:00,6.937729835510254,7.455700874328613,6.926767826080322,7.276357173919678,54194,0.0,0.0
2024-08-28 00:00:00+00:00,7.276357173919678,7.561614036560059,7.0850019454956055,7.275534152984619,53333,0.0,0.0
