TIMESTAMP,TEM15288_OPEN_PRICE_USD,TEM15288_HIGH_PRICE_USD,TEM15288_LOW_PRICE_USD,TEM15288_CLOSE_PRICE_USD,TEM15288_VOLUME_USD,TEM15288_DIVIDENDS_USD,TEM15288_STOCK_SPLITS_USD
2021-11-30 00:00:00+00:00,722.314697265625,722.3473510742188,515.7933349609375,601.694580078125,1387195,0.0,0.0
2021-12-01 00:00:00+00:00,601.694580078125,1122.967041015625,600.9318237304688,782.23193359375,2079270,0.0,0.0
2021-12-02 00:00:00+00:00,782.1608276367188,1930.7926025390625,423.1858215332031,624.02294921875,3031513,0.0,0.0
2021-12-03 00:00:00+00:00,625.0464477539062,848.7958984375,600.0782470703125,700.7903442382812,1826889,0.0,0.0
2021-12-04 00:00:00+00:00,700.754638671875,700.754638671875,495.6231384277344,580.8967895507812,555307,0.0,0.0
2021-12-05 00:00:00+00:00,580.8828735351562,618.9838256835938,521.1710205078125,532.0615844726562,1501278,0.0,0.0
2021-12-06 00:00:00+00:00,532.0109252929688,628.9664916992188,445.8369140625,501.8888854980469,1269717,0.0,0.0
2021-12-07 00:00:00+00:00,501.87884521484375,508.7179870605469,392.8049621582031,426.16314697265625,429482,0.0,0.0
2021-12-08 00:00:00+00:00,426.1764221191406,483.2730407714844,359.2980041503906,397.93975830078125,740732,0.0,0.0
2021-12-09 00:00:00+00:00,397.8683776855469,599.2296142578125,291.335205078125,553.9205322265625,1078442,0.0,0.0
2021-12-10 00:00:00+00:00,553.6492309570312,884.105712890625,553.6492309570312,841.3483276367188,1480257,0.0,0.0
2021-12-11 00:00:00+00:00,841.3483276367188,964.1611938476562,639.8199462890625,761.748291015625,2010581,0.0,0.0
2021-12-12 00:00:00+00:00,762.4304809570312,842.36962890625,606.9508056640625,631.276123046875,1689603,0.0,0.0
2021-12-13 00:00:00+00:00,630.6669311523438,785.060546875,628.91552734375,666.0455932617188,1378631,0.0,0.0
2021-12-14 00:00:00+00:00,666.4817504882812,667.7669067382812,522.2291259765625,613.0440063476562,1261691,0.0,0.0
2021-12-15 00:00:00+00:00,612.7517700195312,847.7160034179688,608.330078125,767.1723022460938,1433759,0.0,0.0
2021-12-16 00:00:00+00:00,767.4883422851562,959.0916748046875,747.7081298828125,802.0289916992188,1655294,0.0,0.0
2021-12-17 00:00:00+00:00,801.918701171875,1473.4864501953125,801.533447265625,1338.6756591796875,3739266,0.0,0.0
2021-12-18 00:00:00+00:00,1338.892333984375,1363.646728515625,877.0886840820312,1147.29150390625,4415469,0.0,0.0
2021-12-19 00:00:00+00:00,1147.296630859375,1188.3369140625,972.8980712890625,1098.395751953125,2655701,0.0,0.0
2021-12-20 00:00:00+00:00,1098.79833984375,1352.966064453125,1095.913818359375,1312.0174560546875,2648643,0.0,0.0
2021-12-21 00:00:00+00:00,1312.1806640625,1438.323974609375,1127.9296875,1297.6868896484375,3673692,0.0,0.0
2021-12-22 00:00:00+00:00,1298.1827392578125,1346.4967041015625,741.2076416015625,838.0068969726562,4483946,0.0,0.0
