TIMESTAMP,DAAPL_OPEN_PRICE_USD,DAAPL_HIGH_PRICE_USD,DAAPL_LOW_PRICE_USD,DAAPL_CLOSE_PRICE_USD,DAAPL_VOLUME_USD,DAAPL_DIVIDENDS_USD,DAAPL_STOCK_SPLITS_USD
2022-03-24 00:00:00+00:00,189.0799560546875,190.99366760253906,186.19888305664062,189.8586883544922,184165,0.0,0.0
2022-03-25 00:00:00+00:00,189.8586883544922,196.30517578125,187.50987243652344,196.2069854736328,92651,0.0,0.0
2022-03-26 00:00:00+00:00,196.2069854736328,197.30950927734375,189.17271423339844,190.308349609375,114792,0.0,0.0
2022-03-27 00:00:00+00:00,190.308349609375,192.1156005859375,188.65977478027344,190.58409118652344,86413,0.0,0.0
2022-03-28 00:00:00+00:00,190.58409118652344,192.21157836914062,178.78208923339844,186.63600158691406,343147,0.0,0.0
2022-03-29 00:00:00+00:00,186.63600158691406,200.78842163085938,178.99697875976562,183.07586669921875,622496,0.0,0.0
2022-03-30 00:00:00+00:00,183.07586669921875,197.4644775390625,180.68374633789062,194.5539093017578,190533,0.0,0.0
2022-03-31 00:00:00+00:00,194.5539093017578,209.46926879882812,183.0691680908203,196.21389770507812,226336,0.0,0.0
2022-04-01 00:00:00+00:00,196.21389770507812,198.87469482421875,173.110107421875,177.9689483642578,211332,0.0,0.0
2022-04-02 00:00:00+00:00,177.9689483642578,187.3157501220703,170.7517547607422,176.71522521972656,351637,0.0,0.0
2022-04-03 00:00:00+00:00,176.71522521972656,187.49122619628906,174.1346893310547,184.8072967529297,154632,0.0,0.0
2022-04-04 00:00:00+00:00,184.8072967529297,188.97689819335938,181.70510864257812,186.9263916015625,193442,0.0,0.0
2022-04-05 00:00:00+00:00,186.9263916015625,189.19578552246094,183.87823486328125,185.08932495117188,139960,0.0,0.0
2022-04-06 00:00:00+00:00,185.08932495117188,189.04132080078125,177.48434448242188,183.20657348632812,601401,0.0,0.0
2022-04-07 00:00:00+00:00,183.20657348632812,185.92527770996094,173.7829132080078,182.12539672851562,496117,0.0,0.0
2022-04-08 00:00:00+00:00,182.12539672851562,184.58758544921875,180.13067626953125,181.81466674804688,191906,0.0,0.0
2022-04-09 00:00:00+00:00,181.81466674804688,183.54269409179688,177.8998260498047,179.77728271484375,129712,0.0,0.0
2022-04-10 00:00:00+00:00,179.77728271484375,185.40350341796875,177.02993774414062,180.2464599609375,538767,0.0,0.0
2022-04-11 00:00:00+00:00,180.2464599609375,185.11404418945312,178.5225372314453,179.43968200683594,385601,0.0,0.0
2022-04-12 00:00:00+00:00,179.43968200683594,184.43588256835938,175.58587646484375,183.91456604003906,396355,0.0,0.0
2022-04-13 00:00:00+00:00,183.91456604003906,184.572509765625,178.9892120361328,182.57432556152344,265570,0.0,0.0
2022-04-14 00:00:00+00:00,182.57432556152344,190.44976806640625,180.33973693847656,186.93331909179688,876821,0.0,0.0
2022-04-15 00:00:00+00:00,186.93331909179688,191.88877868652344,182.6032257080078,184.06625366210938,435850,0.0,0.0
2022-04-16 00:00:00+00:00,184.06625366210938,185.06761169433594,180.73373413085938,181.78359985351562,83257,0.0,0.0
2022-04-17 00:00:00+00:00,181.78359985351562,184.89317321777344,179.13327026367188,181.0821075439453,71465,0.0,0.0
2022-04-18 00:00:00+00:00,181.0821075439453,183.8214111328125,177.92587280273438,182.30044555664062,102400,0.0,0.0
2022-04-19 00:00:00+00:00,182.30044555664062,184.93101501464844,181.10125732421875,183.69354248046875,358748,0.0,0.0
2022-04-20 00:00:00+00:00,183.69354248046875,184.79908752441406,175.6298065185547,179.69264221191406,1049852,0.0,0.0
2022-04-21 00:00:00+00:00,179.69264221191406,189.58963012695312,179.1017608642578,181.6591339111328,405432,0.0,0.0
2022-04-22 00:00:00+00:00,181.6591339111328,187.07781982421875,178.0536346435547,178.0536346435547,202057,0.0,0.0
2022-04-23 00:00:00+00:00,178.0536346435547,178.72036743164062,173.5957794189453,176.59764099121094,110621,0.0,0.0
2022-04-24 00:00:00+00:00,176.59764099121094,180.96231079101562,175.92567443847656,177.8720245361328,126347,0.0,0.0
2022-04-25 00:00:00+00:00,177.8720245361328,181.27487182617188,174.3955841064453,177.84214782714844,676134,0.0,0.0
2022-04-26 00:00:00+00:00,177.84214782714844,183.1426544189453,167.58184814453125,168.8326873779297,511321,0.0,0.0
2022-04-27 00:00:00+00:00,168.8326873779297,174.46559143066406,167.7289581298828,171.5877685546875,1010029,0.0,0.0
2022-04-28 00:00:00+00:00,171.5877685546875,178.34059143066406,165.95938110351562,172.86268615722656,682632,0.0,0.0
2022-04-29 00:00:00+00:00,172.86268615722656,174.97787475585938,168.5498046875,172.2389373779297,177116,0.0,0.0
2022-04-30 00:00:00+00:00,172.2389373779297,173.6226806640625,169.6997528076172,170.28997802734375,30991,0.0,0.0
2022-05-01 00:00:00+00:00,170.28997802734375,174.7720184326172,169.0934600830078,174.313720703125,80943,0.0,0.0
2022-05-02 00:00:00+00:00,174.313720703125,176.39466857910156,165.77191162109375,168.6111602783203,188650,0.0,0.0
2022-05-03 00:00:00+00:00,168.6111602783203,172.29342651367188,167.9947967529297,170.9880828857422,58943,0.0,0.0
2022-05-04 00:00:00+00:00,170.9880828857422,176.91664123535156,170.3874053955078,176.39952087402344,176719,0.0,0.0
2022-05-05 00:00:00+00:00,176.39952087402344,177.68624877929688,161.63351440429688,166.8717498779297,572576,0.0,0.0
2022-05-06 00:00:00+00:00,166.8717498779297,170.14569091796875,163.64788818359375,169.41647338867188,287241,0.0,0.0
2022-05-07 00:00:00+00:00,169.41647338867188,172.69081115722656,168.1275634765625,170.35678100585938,91131,0.0,0.0
2022-05-08 00:00:00+00:00,170.35678100585938,174.34727478027344,166.32896423339844,168.99986267089844,121613,0.0,0.0
2022-05-09 00:00:00+00:00,168.99986267089844,171.6951141357422,157.7513885498047,159.08551025390625,153388,0.0,0.0
2022-05-10 00:00:00+00:00,159.08551025390625,166.42193603515625,155.6237030029297,158.48365783691406,185767,0.0,0.0
2022-05-11 00:00:00+00:00,158.48365783691406,164.5806884765625,130.4595489501953,147.88629150390625,481378,0.0,0.0
2022-05-12 00:00:00+00:00,147.88629150390625,151.0877685546875,135.50686645507812,144.04074096679688,202453,0.0,0.0
2022-05-13 00:00:00+00:00,144.04074096679688,149.11373901367188,140.38404846191406,142.7703399658203,59977,0.0,0.0
