,0
0,38.034953125
1,57.1743671875
2,20.903369140625
3,18.0858125
4,23.2693046875
5,34.9766328125
6,67.025546875
7,45.3230234375
8,11.3215546875
9,28.662208984375
10,26.0981171875
11,13.49081640625
