TIMESTAMP,EGC15368_OPEN_PRICE_USD,EGC15368_HIGH_PRICE_USD,EGC15368_LOW_PRICE_USD,EGC15368_CLOSE_PRICE_USD,EGC15368_VOLUME_USD,EGC15368_DIVIDENDS_USD,EGC15368_STOCK_SPLITS_USD
2021-12-01 00:00:00+00:00,95.0428237915039,150.9535675048828,88.73722839355469,141.800048828125,1818323,0.0,0.0
2021-12-02 00:00:00+00:00,141.79820251464844,145.498291015625,80.55195617675781,85.38457489013672,633072,0.0,0.0
2021-12-03 00:00:00+00:00,85.4618911743164,150.09803771972656,60.80533981323242,108.40762329101562,1046058,0.0,0.0
2021-12-04 00:00:00+00:00,108.40188598632812,138.47238159179688,80.01421356201172,122.65840148925781,1264977,0.0,0.0
2021-12-05 00:00:00+00:00,122.64883422851562,124.72856903076172,85.4261703491211,107.11321258544922,1095409,0.0,0.0
2021-12-06 00:00:00+00:00,107.12747192382812,118.39918518066406,92.5645980834961,106.76110076904297,300601,0.0,0.0
2021-12-07 00:00:00+00:00,106.80624389648438,109.24635314941406,90.15042877197266,92.33312225341797,18686,0.0,0.0
2021-12-08 00:00:00+00:00,92.32965850830078,99.96067810058594,87.98784637451172,91.46604919433594,13914,0.0,0.0
2021-12-09 00:00:00+00:00,91.36504364013672,91.59866333007812,74.20275115966797,77.4085693359375,30271,0.0,0.0
2021-12-10 00:00:00+00:00,77.43821716308594,82.00894927978516,68.5495834350586,80.05595397949219,41533,0.0,0.0
2021-12-11 00:00:00+00:00,80.04804229736328,80.44798278808594,53.02043914794922,56.63805389404297,33544,0.0,0.0
2021-12-12 00:00:00+00:00,56.631465911865234,67.44121551513672,52.937984466552734,53.637367248535156,37896,0.0,0.0
2021-12-13 00:00:00+00:00,53.66331481933594,55.20038604736328,52.9410514831543,53.43221664428711,34869,0.0,0.0
2021-12-14 00:00:00+00:00,53.43197250366211,53.69459533691406,52.976165771484375,53.367027282714844,24841,0.0,0.0
2021-12-15 00:00:00+00:00,53.36127853393555,53.85127258300781,52.96564865112305,53.426029205322266,25663,0.0,0.0
2021-12-16 00:00:00+00:00,53.42548370361328,53.769287109375,52.5396842956543,52.9461669921875,24707,0.0,0.0
2021-12-17 00:00:00+00:00,52.95378494262695,53.21749496459961,52.523841857910156,52.611812591552734,23720,0.0,0.0
2021-12-18 00:00:00+00:00,52.64209747314453,52.68121337890625,47.981807708740234,48.666080474853516,23239,0.0,0.0
2021-12-19 00:00:00+00:00,48.65990447998047,48.80059051513672,34.4789924621582,37.83766555786133,18067,0.0,0.0
2021-12-20 00:00:00+00:00,37.825538635253906,38.4182243347168,32.20824432373047,32.6161003112793,14422,0.0,0.0
2021-12-21 00:00:00+00:00,32.618408203125,32.96949005126953,30.65378761291504,30.87262535095215,13077,0.0,0.0
2021-12-22 00:00:00+00:00,30.87624168395996,32.36445236206055,29.97449493408203,31.8407039642334,12817,0.0,0.0
2021-12-23 00:00:00+00:00,31.838558197021484,31.838558197021484,31.166080474853516,31.403324127197266,10972,0.0,0.0
2021-12-24 00:00:00+00:00,31.407180786132812,31.8172664642334,30.807584762573242,31.277740478515625,10428,0.0,0.0
2021-12-25 00:00:00+00:00,31.28956413269043,32.95714569091797,31.11268424987793,32.537662506103516,10204,0.0,0.0
2021-12-26 00:00:00+00:00,32.53948211669922,33.289649963378906,31.297836303710938,31.603595733642578,14816,0.0,0.0
2021-12-27 00:00:00+00:00,31.599172592163086,31.837196350097656,31.107839584350586,31.190120697021484,14162,0.0,0.0
2021-12-28 00:00:00+00:00,31.199241638183594,33.10356521606445,31.186601638793945,32.9411735534668,15060,0.0,0.0
2021-12-29 00:00:00+00:00,32.97129821777344,170.09548950195312,31.75892448425293,84.45454406738281,122640,0.0,0.0
2021-12-30 00:00:00+00:00,84.45979309082031,113.49177551269531,54.9876594543457,58.82207489013672,74230,0.0,0.0
2021-12-31 00:00:00+00:00,58.825870513916016,91.78741455078125,46.64015197753906,69.41912841796875,70104,0.0,0.0
2022-01-01 00:00:00+00:00,69.41248321533203,84.02696990966797,61.3961181640625,69.52474975585938,45391,0.0,0.0
2022-01-02 00:00:00+00:00,69.5241470336914,69.8454818725586,57.237396240234375,57.872581481933594,30175,0.0,0.0
2022-01-03 00:00:00+00:00,57.8721809387207,67.13139343261719,50.22824478149414,51.80352020263672,28186,0.0,0.0
2022-01-04 00:00:00+00:00,51.803321838378906,74.50188446044922,44.142494201660156,72.1850357055664,58502,0.0,0.0
2022-01-05 00:00:00+00:00,72.1847915649414,72.18631744384766,57.49074935913086,59.2822151184082,30187,0.0,0.0
2022-01-06 00:00:00+00:00,59.28230285644531,59.60646057128906,52.19691467285156,59.59763717651367,27381,0.0,0.0
2022-01-07 00:00:00+00:00,59.598411560058594,60.962669372558594,56.49284744262695,57.825584411621094,28070,0.0,0.0
2022-01-08 00:00:00+00:00,57.82602310180664,58.64109802246094,54.149391174316406,55.199371337890625,25006,0.0,0.0
