TIMESTAMP,VEN_OPEN_PRICE_USD,VEN_HIGH_PRICE_USD,VEN_LOW_PRICE_USD,VEN_CLOSE_PRICE_USD,VEN_VOLUME_USD,VEN_DIVIDENDS_USD,VEN_STOCK_SPLITS_USD
2021-03-25 00:00:00+00:00,2.6579790115356445,3.465069055557251,1.971511960029602,1.974426031112671,2410614,0.0,0.0
2021-03-26 00:00:00+00:00,1.97366201877594,2.1216320991516113,1.719599962234497,1.9954880475997925,763141,0.0,0.0
2021-03-27 00:00:00+00:00,1.9934719800949097,2.354698896408081,1.9268959760665894,2.136383056640625,4704356,0.0,0.0
2021-03-28 00:00:00+00:00,2.135591983795166,2.176870107650757,1.8098200559616089,1.929555058479309,4533409,0.0,0.0
2021-03-29 00:00:00+00:00,1.929332971572876,2.069899082183838,1.759660005569458,1.8401750326156616,4125690,0.0,0.0
2021-03-30 00:00:00+00:00,1.8401130437850952,2.131844997406006,1.7129570245742798,1.8677740097045898,4245056,0.0,0.0
2021-03-31 00:00:00+00:00,1.8674819469451904,1.9587140083312988,1.6396490335464478,1.833340048789978,4026371,0.0,0.0
2021-04-01 00:00:00+00:00,1.833008050918579,1.9840339422225952,1.7497869729995728,1.9121830463409424,4322491,0.0,0.0
2021-04-02 00:00:00+00:00,1.9125100374221802,2.2131669521331787,1.782439947128296,2.1902449131011963,4919940,0.0,0.0
2021-04-03 00:00:00+00:00,2.1901819705963135,2.2126429080963135,1.7881029844284058,1.9276880025863647,2105069,0.0,0.0
2021-04-04 00:00:00+00:00,1.9266149997711182,2.2068099975585938,1.9266149997711182,2.0664100646972656,4847504,0.0,0.0
2021-04-05 00:00:00+00:00,2.066457986831665,2.096863031387329,1.8001290559768677,1.8934650421142578,4044870,0.0,0.0
2021-04-06 00:00:00+00:00,1.8958770036697388,2.014810085296631,1.689527988433838,1.808851957321167,4069186,0.0,0.0
2021-04-07 00:00:00+00:00,1.8081159591674805,1.8700599670410156,1.5491689443588257,1.5778779983520508,3314177,0.0,0.0
2021-04-08 00:00:00+00:00,1.5744730234146118,1.6798410415649414,1.560505986213684,1.6773840188980103,3709284,0.0,0.0
2021-04-09 00:00:00+00:00,1.6775130033493042,1.6849019527435303,1.3916510343551636,1.4690990447998047,2920565,0.0,0.0
2021-04-10 00:00:00+00:00,1.4684220552444458,1.5636110305786133,1.308074951171875,1.5071070194244385,3158098,0.0,0.0
