TIMESTAMP,YE_OPEN_PRICE_USD,YE_HIGH_PRICE_USD,YE_LOW_PRICE_USD,YE_CLOSE_PRICE_USD,YE_VOLUME_USD,YE_DIVIDENDS_USD,YE_STOCK_SPLITS_USD
2025-03-31 00:00:00+00:00,,,,0.0,145,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,13,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-06-01 00:00:00+00:00,1.829940008118286e-13,1.8299409567951869e-13,1.829940008118286e-13,1.8299409567951869e-13,0,0.0,0.0
