TIMESTAMP,JEUR_OPEN_PRICE_USD,JEUR_HIGH_PRICE_USD,JEUR_LOW_PRICE_USD,JEUR_CLOSE_PRICE_USD,JEUR_VOLUME_USD,JEUR_DIVIDENDS_USD,JEUR_STOCK_SPLITS_USD
2022-11-21 00:00:00+00:00,1.0293819904327393,1.0293819904327393,1.0169219970703125,1.025920033454895,98480,0.0,0.0
2022-11-22 00:00:00+00:00,1.0258500576019287,1.0310560464859009,1.0252150297164917,1.029297947883606,82171,0.0,0.0
2022-11-23 00:00:00+00:00,1.0292489528656006,1.0396809577941895,1.027312994003296,1.0385650396347046,134134,0.0,0.0
2022-11-24 00:00:00+00:00,1.0385669469833374,1.0459389686584473,1.0380460023880005,1.0426759719848633,142997,0.0,0.0
2022-11-25 00:00:00+00:00,1.0426759719848633,1.0451619625091553,1.0376989841461182,1.0421420335769653,91350,0.0,0.0
2022-11-26 00:00:00+00:00,1.042322039604187,1.0480389595031738,1.0398199558258057,1.0441160202026367,84417,0.0,0.0
2022-11-27 00:00:00+00:00,1.0440839529037476,1.0441659688949585,1.039046049118042,1.039175033569336,37614,0.0,0.0
2022-11-28 00:00:00+00:00,1.039175033569336,1.0479929447174072,1.0341130495071411,1.0346540212631226,214237,0.0,0.0
2022-11-29 00:00:00+00:00,1.0348930358886719,1.0390349626541138,1.032673954963684,1.03426194190979,90574,0.0,0.0
2022-11-30 00:00:00+00:00,1.03426194190979,1.0409929752349854,1.0298750400543213,1.0395820140838623,106323,0.0,0.0
2022-12-01 00:00:00+00:00,1.0395820140838623,1.052150011062622,1.03256094455719,1.0514719486236572,110662,0.0,0.0
2022-12-02 00:00:00+00:00,1.05143404006958,1.0596979856491089,1.0468809604644775,1.0511360168457031,304127,0.0,0.0
2022-12-03 00:00:00+00:00,1.0512219667434692,1.0527039766311646,1.0489840507507324,1.050963044166565,16622,0.0,0.0
2022-12-04 00:00:00+00:00,1.0509719848632812,1.054623007774353,1.0499320030212402,1.053933024406433,43682,0.0,0.0
2022-12-05 00:00:00+00:00,1.053989052772522,1.0574729442596436,1.0488359928131104,1.0514440536499023,76359,0.0,0.0
2022-12-06 00:00:00+00:00,1.0514440536499023,1.0539400577545166,1.0464930534362793,1.049244999885559,115008,0.0,0.0
2022-12-07 00:00:00+00:00,1.0492570400238037,1.0557509660720825,1.0445679426193237,1.0503909587860107,152553,0.0,0.0
2022-12-08 00:00:00+00:00,1.0503909587860107,1.054358959197998,1.0461130142211914,1.0536290407180786,128333,0.0,0.0
2022-12-09 00:00:00+00:00,1.0536290407180786,1.0573339462280273,1.0516819953918457,1.05287504196167,44993,0.0,0.0
2022-12-10 00:00:00+00:00,1.05287504196167,1.0569859743118286,1.050341010093689,1.0530250072479248,27958,0.0,0.0
2022-12-11 00:00:00+00:00,1.0530250072479248,1.0556989908218384,1.0504900217056274,1.0516430139541626,35466,0.0,0.0
2022-12-12 00:00:00+00:00,1.0516430139541626,1.0576729774475098,1.0494719743728638,1.0547239780426025,77907,0.0,0.0
2022-12-13 00:00:00+00:00,1.0547059774398804,1.0662200450897217,1.0526909828186035,1.0633549690246582,107319,0.0,0.0
2022-12-14 00:00:00+00:00,1.0632799863815308,1.069146990776062,1.0561189651489258,1.068405032157898,275169,0.0,0.0
