TIMESTAMP,COCORO36264_OPEN_PRICE_USD,COCORO36264_HIGH_PRICE_USD,COCORO36264_LOW_PRICE_USD,COCORO36264_CLOSE_PRICE_USD,COCORO36264_VOLUME_USD,COCORO36264_DIVIDENDS_USD,COCORO36264_STOCK_SPLITS_USD
2025-05-18 00:00:00+00:00,3.199999991920777e-05,4.099999932805076e-05,3.099999958067201e-05,3.7999998312443495e-05,636474,0.0,0.0
2025-05-19 00:00:00+00:00,3.7999998312443495e-05,4.8999998398358e-05,3.300000025774352e-05,4.70000013592653e-05,1280126,0.0,0.0
2025-05-20 00:00:00+00:00,4.70000013592653e-05,5.2999999752501026e-05,3.9999998989515007e-05,5.199999941396527e-05,1614933,0.0,0.0
2025-05-21 00:00:00+00:00,5.199999941396527e-05,7.000000186963007e-05,5.0999999075429514e-05,5.999999848427251e-05,2275010,0.0,0.0
2025-05-22 00:00:00+00:00,5.999999848427251e-05,6.500000017695129e-05,4.8000001697801054e-05,5.6000000768108293e-05,1567061,0.0,0.0
2025-05-23 00:00:00+00:00,5.6000000768108293e-05,6.70000008540228e-05,4.400000034365803e-05,5.999999848427251e-05,1802162,0.0,0.0
2025-05-24 00:00:00+00:00,5.999999848427251e-05,6.199999916134402e-05,5.2999999752501026e-05,5.6000000768108293e-05,915319,0.0,0.0
2025-05-25 00:00:00+00:00,5.6000000768108293e-05,5.900000178371556e-05,4.8999998398358e-05,5.500000042957254e-05,1050340,0.0,0.0
2025-05-26 00:00:00+00:00,5.500000042957254e-05,6.800000119255856e-05,5.400000009103678e-05,5.900000178371556e-05,1133447,0.0,0.0
2025-05-27 00:00:00+00:00,5.900000178371556e-05,6.500000017695129e-05,5.400000009103678e-05,5.500000042957254e-05,777094,0.0,0.0
2025-05-28 00:00:00+00:00,5.500000042957254e-05,5.999999848427251e-05,4.999999873689376e-05,5.0999999075429514e-05,924989,0.0,0.0
2025-05-29 00:00:00+00:00,5.0999999075429514e-05,6.399999983841553e-05,4.8999998398358e-05,5.2999999752501026e-05,3039988,0.0,0.0
2025-05-30 00:00:00+00:00,5.2999999752501026e-05,5.8000001445179805e-05,4.70000013592653e-05,4.70000013592653e-05,5577127,0.0,0.0
2025-05-31 00:00:00+00:00,4.70000013592653e-05,5.400000009103678e-05,4.5000000682193786e-05,5.2999999752501026e-05,3310437,0.0,0.0
2025-06-01 00:00:00+00:00,5.295363371260464e-05,5.388234058045782e-05,4.6700039092684165e-05,4.6700039092684165e-05,1964156,0.0,0.0
