TIMESTAMP,SHIKOKU_OPEN_PRICE_USD,SHIKOKU_HIGH_PRICE_USD,SHIKOKU_LOW_PRICE_USD,SHIKOKU_CLOSE_PRICE_USD,SHIKOKU_VOLUME_USD,SHIKOKU_DIVIDENDS_USD,SHIKOKU_STOCK_SPLITS_USD
2024-10-28 00:00:00+00:00,,,,0.0,147851,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,106692,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,109420,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,36690,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,28393,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,42353,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,46974,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,61106,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,90517,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,42213,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,16922,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,54039,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,32296,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,6102,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,35271,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,113128,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,69151,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,59484,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,40353,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,41114,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,53863,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,188245,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,106166,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,43455,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,53645,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,56354,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,15043,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,27648,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,67486,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,84847,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,21986,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,22325,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,6242,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,34124,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,15081,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,7316,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,41890,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,258615,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,692105,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,5384965,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,2572558,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,1117598,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,590768,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,764652,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,713652,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,264870,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,182177,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,109139,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,311150,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,176034,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,137419,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,235283,0.0,0.0
